replica,cpu,heap,previous_tps,instant_tps,reward
1,8,1,50.12,50.4,-1.0
2,8,1,50.4,45.78,1.09311
3,8,1,45.78,48.3,1.1258374999999998
3,8,1,48.3,48.9,1.1393174999999998
3,8,1,48.9,49.28,1.1482975
3,8,1,49.28,48.88,1.1410975
2,8,1,48.88,49.6,1.170175
1,8,1,49.6,49.66,1.2061849999999998
1,8,1,49.66,49.6,1.204925
1,8,1,49.66,49.6,-1.0
1,8,1,49.66,49.6,-1.0
1,8,1,49.66,49.6,-1.0
1,8,1,49.66,49.6,-1.0
2,8,1,49.6,47.34,1.1247525
3,8,1,47.34,48.84,1.1411749999999998
3,8,1,48.84,46.8,1.104275
4,8,1,46.8,49.25,1.145875
3,8,1,49.25,48.47,1.1448975
4,8,1,48.47,50.5,1.1733825
5,8,1,50.5,50.84,1.1721825
5,8,1,50.84,50.8,1.1751425
6,8,1,50.8,49.75,1.1489999999999998
7,8,1,49.75,50.88,1.1687775
7,8,1,50.88,49.34,1.1408775
8,8,1,49.34,52.38,1.1900425
8,8,1,52.38,50.6,1.1611825
9,8,1,50.6,51.8,1.183385
9,8,1,50.6,51.8,-1.0
9,8,1,50.6,51.8,-1.0
9,8,1,50.6,51.8,-1.0
9,8,1,51.8,50.88,1.1685425
9,8,1,51.8,50.88,-1.0
9,8,1,51.8,50.88,-1.0
9,8,1,51.8,50.88,-1.0
8,8,1,50.88,50.34,1.161565
9,8,1,50.34,52.0,1.1873825
8,8,1,52.0,49.94,1.1578025
9,8,1,49.94,51.03,1.176845
9,8,1,49.94,51.03,-1.0
8,8,1,51.03,50.12,1.1651524999999998
9,8,1,50.12,51.88,1.1917925
9,8,1,51.88,51.2,1.1807325
9,8,1,51.88,51.2,-1.0
9,8,1,51.88,51.2,-1.0
9,8,1,51.88,51.2,-1.0
9,8,1,51.88,51.2,-1.0
9,8,1,51.88,51.2,-1.0
9,8,1,51.88,51.2,-1.0
9,8,1,51.88,51.2,-1.0
9,8,1,51.88,51.2,-1.0
9,8,1,51.88,51.2,-1.0
9,8,1,51.88,51.2,-1.0
9,8,1,51.88,51.2,-1.0
9,7,1,51.2,50.12,1.1218057142857143
9,7,1,51.2,50.12,-1.0
9,7,1,51.2,50.12,-1.0
9,7,1,51.2,50.12,-1.0
9,7,1,51.2,50.12,-1.0
9,7,1,51.2,50.12,-1.0
9,7,1,51.2,50.12,-1.0
9,7,1,51.2,50.12,-1.0
9,7,1,51.2,50.12,-1.0
9,7,1,51.2,50.12,-1.0
9,7,1,51.2,50.12,-1.0
9,7,1,51.2,50.12,-1.0
9,7,1,51.2,50.12,-1.0
9,7,1,51.2,50.12,-1.0
9,7,1,51.2,50.12,-1.0
9,7,1,51.2,50.12,-1.0
9,7,1,51.2,50.12,-1.0
9,7,1,51.2,50.12,-1.0
9,7,1,51.2,50.12,-1.0
9,7,1,51.2,50.12,-1.0
9,7,1,51.2,50.12,-1.0
9,7,1,51.2,50.12,-1.0
9,7,1,51.2,50.12,-1.0
9,7,1,51.2,50.12,-1.0
9,7,1,51.2,50.12,-1.0
9,7,1,51.2,50.12,-1.0
9,7,1,51.2,50.12,-1.0
9,7,1,51.2,50.12,-1.0
9,7,1,51.2,50.12,-1.0
9,7,1,51.2,50.12,-1.0
9,7,1,51.2,50.12,-1.0
9,7,1,51.2,50.12,-1.0
9,7,1,51.2,50.12,-1.0
9,7,1,51.2,50.12,-1.0
8,7,1,50.12,49.28,1.1091457142857144
7,7,1,49.28,48.0,1.0867857142857142
8,7,1,48.0,50.75,1.142
8,7,1,50.75,50.66,1.14206
7,7,1,50.66,49.47,1.1214257142857142
8,7,1,49.47,48.88,1.1144114285714286
8,7,1,48.88,50.0,1.1395714285714285
8,7,1,50.0,48.88,1.1192314285714289
9,7,1,48.88,52.16,1.1839857142857142
9,7,1,52.16,49.3,1.134865714285714
8,7,1,49.3,51.6,1.1784428571428571
8,7,1,51.6,49.6,1.142442857142857
9,7,1,49.6,52.03,1.1851485714285714
9,7,1,52.03,49.47,1.1400685714285714
9,8,1,49.47,48.84,1.100065
9,8,1,48.84,49.53,1.1214849999999998
9,8,1,49.53,49.88,1.1277849999999998
9,8,1,49.88,51.53,1.1416025
9,8,1,51.53,50.06,1.1198225
9,8,1,50.06,49.4,1.1077625
9,8,1,49.4,50.53,1.12504
9,8,1,50.53,50.12,1.11948
9,8,1,50.12,49.47,1.1079599999999998
9,8,1,49.47,51.0,1.1348125
9,8,1,51.0,50.6,1.1329325
9,8,1,50.6,49.2,1.1079125
9,8,1,49.2,49.6,1.1143
9,8,1,49.6,50.56,1.13358
9,8,1,50.56,49.8,1.1199
9,8,1,49.8,51.66,1.1531225
9,8,1,51.66,49.7,1.1206625
9,8,1,49.7,50.34,1.1320024999999998
9,8,1,50.34,48.06,1.092385
9,8,1,48.06,50.7,1.142725
9,8,1,50.7,49.53,1.121665
9,8,1,49.53,50.12,1.1306524999999998
9,8,1,50.12,50.94,1.1480525
9,8,1,50.94,49.88,1.1289725
9,8,1,49.88,48.8,1.1092125
9,8,1,48.8,51.9,1.1680125
9,8,1,51.9,50.06,1.1350725000000002
9,8,1,50.06,49.72,1.1292025
9,8,1,49.72,50.16,1.1412624999999998
9,8,1,50.16,49.8,1.1349625
9,8,1,49.8,49.4,1.127075
9,8,1,49.4,50.56,1.153455
9,8,1,50.56,50.06,1.144635
9,8,1,50.06,52.47,1.18771
9,8,1,52.47,50.53,1.15711
9,8,1,50.53,50.2,1.15135
9,8,1,50.2,49.94,1.1458025
9,8,1,49.94,50.62,1.1619024999999998
9,8,1,50.62,50.72,1.1637025
9,8,1,50.72,50.2,1.1546
9,8,1,50.2,50.56,1.16308
9,8,1,50.56,50.34,1.15894
9,8,1,50.34,50.66,1.164935
9,8,1,50.66,50.78,1.168915
9,8,1,50.78,49.94,1.153615
9,8,1,49.94,50.34,1.1607525
9,8,1,50.34,51.0,1.1738125
9,8,1,51.0,50.06,1.1570725
9,8,1,50.06,50.88,1.17209
9,8,1,50.88,51.88,1.18991
9,8,1,51.88,50.2,1.159475
9,8,1,50.2,51.25,1.179555
9,8,1,51.25,52.2,1.196475
9,8,1,52.2,49.0,1.1389375
9,8,1,49.0,51.3,1.1798375
9,8,1,51.3,50.6,1.1672375
9,8,1,50.6,49.88,1.1542225
9,8,1,49.88,51.3,1.1799624999999998
9,8,1,51.3,49.4,1.1457625
9,8,1,49.4,50.34,1.1621899999999998
9,8,1,50.34,52.16,1.19545
9,8,1,52.16,50.12,1.15909
9,8,1,50.12,50.53,1.16629
9,8,1,50.53,51.75,1.18857
9,8,1,51.75,50.12,1.15959
9,8,1,50.12,52.47,1.2020225
9,8,1,52.47,51.03,1.1762825
9,8,1,51.03,50.8,1.1719625
9,8,1,50.8,50.47,1.1656475
9,8,1,50.47,51.16,1.1783875
9,8,1,51.16,50.4,1.1648875
9,8,1,50.4,50.0,1.1574375
9,8,1,50.0,50.12,1.1595974999999998
9,8,1,50.12,49.4,1.1481374999999998
9,8,1,49.4,50.53,1.1684774999999998
9,8,1,50.53,49.53,1.150665
9,8,1,49.53,51.1,1.179245
9,8,1,51.1,50.06,1.160885
9,8,1,50.06,50.06,1.16101
9,8,1,50.06,50.6,1.17087
9,8,1,50.6,49.88,1.15791
9,8,1,49.88,50.12,1.1626525
9,8,1,50.12,50.78,1.1760325
9,8,1,50.78,50.34,1.1677525
9,8,1,50.34,50.06,1.1630725
9,8,1,50.06,50.88,1.1793325
9,8,1,50.88,50.2,1.1669125
9,8,1,50.2,50.53,1.17279
9,8,1,50.53,51.22,1.18521
9,8,1,51.22,50.47,1.17171
9,8,1,50.47,50.66,1.1749975
9,8,1,50.66,50.84,1.1787374999999998
9,8,1,50.84,50.34,1.1693775
9,8,1,50.34,50.28,1.16836
9,8,1,50.28,51.03,1.1842199999999998
9,8,1,51.03,49.72,1.16064
9,8,1,49.72,50.47,1.174085
9,8,1,50.47,51.03,1.184165
9,8,1,51.03,50.12,1.167965
9,8,1,50.12,50.47,1.173835
9,8,1,50.47,51.03,1.184095
9,8,1,51.03,49.88,1.163035
9,8,1,49.88,52.53,1.210915
9,8,1,52.53,51.34,1.190315
9,8,1,51.34,50.34,1.1723149999999998
9,8,1,50.34,50.47,1.1750225
9,8,1,50.47,50.88,1.1825825
9,8,1,50.88,50.53,1.1761024999999998
9,8,1,50.53,52.6,1.213425
9,8,1,52.6,52.03,1.203345
9,8,1,52.03,50.4,1.173825
9,8,1,50.4,49.94,1.1653025
9,8,1,49.94,50.53,1.1789225
9,8,1,50.53,50.2,1.1731625
9,8,1,50.2,50.2,1.17335
9,8,1,50.2,51.44,1.19567
9,8,1,51.44,50.34,1.17569
9,8,1,50.34,50.4,1.176575
9,8,1,50.4,50.7,1.181975
9,8,1,50.7,49.8,1.165775
9,8,1,49.8,50.28,1.17411
9,8,1,50.28,51.4,1.19763
9,8,1,51.4,49.94,1.17099
9,8,1,49.94,50.53,1.1822275
9,8,1,50.53,50.9,1.1893875
9,8,1,50.9,50.4,1.1803875
9,8,1,50.4,51.25,1.1948199999999998
9,8,1,51.25,49.53,1.16404
9,8,1,49.53,50.53,1.18204
9,8,1,50.53,51.12,1.1939799999999998
9,8,1,51.12,50.2,1.1776
9,8,1,50.2,50.12,1.1765899999999998
9,8,1,50.12,50.97,1.19171
9,8,1,50.97,49.53,1.16579
9,8,1,49.53,50.28,1.179235
9,8,1,50.28,51.34,1.198315
9,8,1,51.34,50.28,1.179235
9,8,1,50.28,49.88,1.1719725
9,8,1,49.88,50.75,1.1886324999999998
9,8,1,50.75,52.53,1.2208525
9,8,1,52.53,50.0,1.17525
9,8,1,50.0,51.53,1.20311
9,8,1,51.53,50.53,1.18529
9,8,1,50.53,50.47,1.183835
9,8,1,50.47,50.88,1.191395
9,8,1,50.88,50.66,1.187435
9,8,1,50.66,50.28,1.18011
9,8,1,50.28,50.97,1.19303
9,8,1,50.97,50.47,1.18421
9,8,1,50.47,50.28,1.1806725
9,8,1,50.28,50.9,1.1920125
9,8,1,50.9,50.06,1.1770725
9,8,1,50.06,50.34,1.1820024999999998
9,8,1,50.34,51.78,1.2081025
9,8,1,51.78,50.06,1.1773225
9,8,1,50.06,50.34,1.1818775
9,8,1,50.34,50.6,1.1865575000000002
9,8,1,50.6,50.53,1.1854775
9,8,1,50.53,50.28,1.1811725000000002
9,8,1,50.28,51.2,1.1982325
9,8,1,51.2,50.06,1.1780725
9,8,1,50.06,50.47,1.185335
9,8,1,50.47,51.03,1.195595
9,8,1,51.03,50.12,1.179215
9,8,1,50.12,50.47,1.185085
9,8,1,50.47,51.25,1.199805
9,8,1,51.25,50.28,1.181985
9,8,1,50.28,50.4,1.1841374999999998
9,8,1,50.4,51.16,1.1979975
9,8,1,51.16,49.88,1.1745975
9,8,1,49.88,50.06,1.1780725
9,8,1,50.06,52.0,1.2128125
9,8,1,52.0,50.12,1.1791524999999998
9,8,1,50.12,52.22,1.2167725
9,8,1,52.22,50.0,1.1768125
9,8,1,50.0,50.4,1.1840125
9,8,1,50.4,51.4,1.2021925
9,8,1,51.4,50.2,1.1804125
9,8,1,50.2,50.4,1.1839499999999998
9,8,1,50.4,51.38,1.20191
9,8,1,51.38,50.28,1.18211
9,8,1,50.28,49.94,1.1760525
9,8,1,49.94,51.6,1.2059325
9,8,1,51.6,50.28,1.1821725
9,8,1,50.28,49.4,1.1666375
9,8,1,49.4,51.62,1.2087774999999998
9,8,1,51.62,49.6,1.1722375
9,8,1,49.6,50.0,1.1796875
9,8,1,50.0,51.88,1.2132075
9,8,1,51.88,49.94,1.1779275
9,8,1,49.94,50.2,1.1825375
9,8,1,50.2,52.47,1.2235775000000002
9,8,1,52.47,50.34,1.1848774999999998
9,8,1,50.34,50.2,1.1822875000000002
9,8,1,50.2,51.2,1.2001075
9,8,1,51.2,52.34,1.2206275
9,8,1,52.34,50.47,1.1872725
9,8,1,50.47,51.12,1.1987925
9,8,1,51.12,49.88,1.1764725
9,8,1,49.88,50.34,1.1847525
9,8,1,50.34,52.4,1.2221925
9,8,1,52.4,50.06,1.1800725
9,8,1,50.06,50.28,1.1836725
9,8,1,50.28,52.22,1.2187725
9,8,1,52.22,50.6,1.1896125
9,8,1,50.6,49.8,1.1750875
9,8,1,49.8,50.88,1.1947075
9,8,1,50.88,50.4,1.1858875
9,8,1,50.4,50.2,1.1824125
9,8,1,50.2,50.06,1.1800725
9,8,1,50.06,50.2,1.1824125
9,8,1,50.2,50.28,1.183735
9,8,1,50.28,51.03,1.201095
9,8,1,51.03,52.12,1.2207149999999998
9,8,1,52.12,49.94,1.182115
9,8,1,49.94,51.22,1.204835
9,8,1,51.22,50.2,1.186475
9,8,1,50.2,50.34,1.188815
9,8,1,50.34,51.22,1.20389
9,8,1,51.22,50.6,1.19255
9,8,1,50.6,50.47,1.19021
9,8,1,50.47,51.1,1.20155
9,8,1,51.1,50.34,1.18769
9,8,1,50.34,50.34,1.1877525
9,8,1,50.34,51.0,1.1998125
9,8,1,51.0,50.4,1.1890125
9,8,1,50.4,50.28,1.18661
9,8,1,50.28,52.16,1.22045
9,8,1,52.16,49.66,1.1758099999999998
9,8,1,49.66,50.6,1.19255
9,8,1,50.6,51.3,1.20565
9,8,1,51.3,50.2,1.1858499999999998
9,8,1,50.2,50.8,1.1965875
9,8,1,50.8,52.03,1.2189074999999998
9,8,1,52.03,50.53,1.1917274999999998
9,8,1,50.53,50.12,1.1845274999999995
9,8,1,50.12,51.06,1.2024475
9,8,1,51.06,49.72,1.1783275
9,8,1,49.72,51.2,1.2051625
9,8,1,51.2,51.16,1.2057624999999998
9,8,1,51.16,50.34,1.1910024999999995
9,8,1,50.34,52.53,1.23054
9,8,1,52.53,51.38,1.20966
9,8,1,51.38,50.4,1.1922
9,8,1,50.4,50.2,1.1884125
9,8,1,50.2,52.38,1.2274725000000002
9,8,1,52.38,50.66,1.1968725
9,8,1,50.66,50.06,1.1860725
9,8,1,50.06,51.03,1.2035325
9,8,1,51.03,50.34,1.1907525
9,8,1,50.34,50.2,1.1884125
9,8,1,50.2,51.6,1.2134325
9,8,1,51.6,50.28,1.1896725
9,8,1,50.28,50.47,1.1932725
9,8,1,50.47,51.16,1.2055124999999998
9,8,1,51.16,50.12,1.1871524999999998
9,8,1,50.12,50.34,1.1907525
9,8,1,50.34,51.0,1.2028124999999998
9,8,1,51.0,50.47,1.1932725
9,8,1,50.47,50.47,1.1932725
9,8,1,50.47,51.4,1.2101924999999998
9,8,1,51.4,48.94,1.1655525
9,8,1,48.94,50.4,1.192075
9,8,1,50.4,51.66,1.215435
9,8,1,51.66,50.47,1.193835
9,8,1,50.47,50.2,1.1890999999999998
9,8,1,50.2,51.44,1.21142
9,8,1,51.44,50.53,1.19504
9,8,1,50.53,52.28,1.22611
9,8,1,52.28,51.06,1.20451
9,8,1,51.06,50.28,1.19011
9,8,1,50.28,50.34,1.1912524999999998
9,8,1,50.34,51.06,1.2045725
9,8,1,51.06,50.6,1.1961125
9,8,1,50.6,50.34,1.191315
9,8,1,50.34,51.06,1.204635
9,8,1,51.06,50.34,1.191315
9,8,1,50.34,50.4,1.1925125
9,8,1,50.4,51.94,1.2200525
9,8,1,51.94,50.0,1.1853125
9,8,1,50.0,50.12,1.187715
9,8,1,50.12,51.1,1.204995
9,8,1,51.1,50.94,1.202115
9,8,1,50.94,50.2,1.188975
9,8,1,50.2,51.12,1.2056524999999998
9,8,1,51.12,50.0,1.1853125
9,8,1,50.0,52.47,1.22971
9,8,1,52.47,51.12,1.20573
9,8,1,51.12,50.06,1.18701
9,8,1,50.06,50.4,1.1931999999999998
9,8,1,50.4,52.25,1.2271799999999995
9,8,1,52.25,50.66,1.19856
9,8,1,50.66,51.03,1.204735
9,8,1,51.03,49.94,1.185115
9,8,1,49.94,51.1,1.2059325
9,8,1,51.1,50.47,1.1947725
9,8,1,50.47,50.2,1.18985
9,8,1,50.2,51.34,1.21019
9,8,1,51.34,52.94,1.2389899999999998
9,8,1,52.94,50.12,1.1886525
9,8,1,50.12,52.12,1.2242925
9,8,1,52.12,50.66,1.1983725
9,8,1,50.66,50.53,1.1958525
9,8,1,50.53,50.8,1.2008925
9,8,1,50.8,50.34,1.1922525
9,8,1,50.8,50.34,-1.0
9,8,1,50.8,50.34,-1.0
9,8,1,50.8,50.34,-1.0
9,8,1,50.8,50.34,-1.0
9,8,1,50.8,50.34,-1.0
9,8,1,50.34,51.28,1.2095325
9,8,1,51.28,52.2,1.2259125
9,8,1,52.2,50.53,1.1958525
9,8,1,52.2,50.53,-1.0
8,8,1,50.53,51.6,1.21505
8,8,1,51.6,50.2,1.18985
9,8,1,50.2,51.9,1.2162475
9,8,1,51.9,50.47,1.1913275
8,8,1,50.47,50.84,1.2026125
7,8,1,50.84,50.75,1.2011949999999998
7,8,1,50.84,50.75,-1.0
7,8,1,50.75,50.28,1.192735
8,8,1,50.28,51.47,1.20403
9,8,1,51.47,50.38,1.179215
9,8,1,51.47,50.38,-1.0
9,8,1,51.47,50.38,-1.0
9,8,1,51.47,50.38,-1.0
9,8,1,51.47,50.38,-1.0
9,8,1,51.47,50.38,-1.0
9,8,1,51.47,50.38,-1.0
8,8,1,50.38,50.06,1.1805725
9,8,1,50.06,51.0,1.190375
9,8,1,51.0,51.44,1.200475
9,8,1,51.0,51.44,-1.0
8,8,1,51.44,52.12,1.2176675
8,8,1,52.12,50.12,1.1820274999999998
7,8,1,50.12,49.88,1.1864724999999998
6,8,1,49.88,50.56,1.2006975
6,8,1,50.56,50.34,1.1963775
6,7,1,50.34,47.72,1.0739228571428572
5,7,1,47.72,48.0,1.0831428571428572
4,7,1,48.0,45.53,1.043182857142857
3,7,1,45.53,49.25,1.12082
3,7,1,49.25,47.2,1.0841
2,7,1,47.2,47.28,1.09336
1,7,1,47.28,48.0,1.120285714285714
1,7,1,48.0,48.8,1.1346857142857143
1,7,1,48.8,49.2,1.1418857142857144
1,7,1,48.8,49.2,-1.0
1,7,1,48.8,49.2,-1.0
1,7,1,48.8,49.2,-1.0
1,7,1,49.2,48.4,1.131342857142857
1,7,1,49.2,48.4,-1.0
1,7,1,48.4,49.72,1.1622828571428572
1,7,1,48.4,49.72,-1.0
1,7,1,48.4,49.72,-1.0
1,7,1,48.4,49.72,-1.0
1,7,1,49.72,48.53,1.140682857142857
1,7,1,49.72,48.53,-1.0
1,7,1,49.72,48.53,-1.0
1,7,1,49.72,48.53,-1.0
1,7,1,49.72,48.53,-1.0
1,7,1,49.72,48.53,-1.0
1,7,1,49.72,48.53,-1.0
1,7,1,49.72,48.53,-1.0
1,7,1,49.72,48.53,-1.0
1,7,1,49.72,48.53,-1.0
1,7,1,49.72,48.53,-1.0
1,7,1,49.72,48.53,-1.0
1,7,1,49.72,48.53,-1.0
1,7,1,49.72,48.53,-1.0
1,7,1,49.72,48.53,-1.0
1,7,1,49.72,48.53,-1.0
1,7,1,49.72,48.53,-1.0
1,7,1,49.72,48.53,-1.0
1,7,1,49.72,48.53,-1.0
1,7,1,49.72,48.53,-1.0
1,7,1,49.72,48.53,-1.0
1,7,1,49.72,48.53,-1.0
1,7,1,49.72,48.53,-1.0
1,7,1,49.72,48.53,-1.0
1,7,1,49.72,48.53,-1.0
2,7,1,48.53,43.78,1.052717142857143
1,7,1,43.78,49.28,1.16036
1,7,1,49.28,49.94,1.1713114285714286
1,7,1,49.28,49.94,-1.0
2,7,1,49.94,45.12,1.070377142857143
3,7,1,45.12,47.03,1.1039685714285712
2,7,1,47.03,47.66,1.12406
3,7,1,47.66,46.7,1.099457142857143
4,7,1,46.7,47.16,1.107702857142857
5,7,1,47.16,50.0,1.1479285714285714
6,7,1,50.0,49.03,1.131645714285714
6,8,1,49.03,49.03,1.1019225
5,8,1,49.03,49.34,1.11469
5,7,1,49.34,48.56,1.1020457142857143
5,7,1,49.34,48.56,-1.0
6,7,1,48.56,50.3,1.1306142857142856
5,7,1,50.3,48.6,1.0988
6,7,1,48.6,49.88,1.1330914285714286
5,7,1,49.88,49.6,1.1321571428571429
5,6,1,49.6,48.38,1.1125066666666663
6,6,1,48.38,45.38,1.0530633333333332
7,6,1,45.38,47.1,1.0848
7,5,1,47.1,41.44,0.99004
7,4,1,41.44,36.25,0.8941799999999999
7,3,1,36.25,14.2,0.5144333333333333
7,2,1,14.2,7.28,0.3990399999999999
8,2,1,7.28,7.81,0.40708
8,1,1,7.81,1.12,0.3591599999999999
8,1,1,7.81,1.12,-1.0
9,1,1,1.12,1.59,0.3626199999999998
9,1,2,1.59,1.58,0.2279399999999999
9,1,1,1.58,0.8,0.3478999999999999
9,1,1,1.58,0.8,-1.0
9,1,1,1.58,0.8,-1.0
9,1,1,1.58,0.8,-1.0
9,1,2,0.8,1.2,0.2220999999999999
9,1,2,0.8,1.2,-1.0
9,1,1,1.2,1.0,0.3514999999999998
9,1,2,1.0,1.91,0.2346299999999999
9,1,3,1.91,1.93,0.1919066666666666
9,1,4,1.93,2.2,0.1774749999999999
9,1,5,2.2,3.13,0.1782399999999999
9,1,6,3.13,2.21,0.1516133333333333
9,1,6,3.13,2.21,-1.0
9,1,5,2.21,3.0,0.1766999999999999
8,1,5,3.0,3.73,0.1878399999999999
8,1,5,3.0,3.73,-1.0
8,1,6,3.73,1.33,0.1376899999999999
8,1,5,1.33,2.84,0.1789199999999999
8,1,5,2.84,2.2,0.1662999999999999
7,1,5,2.2,2.87,0.17706
7,1,6,2.87,5.81,0.2178299999999999
7,1,7,5.81,2.8,0.1568999999999999
6,1,7,2.8,9.2,0.2708142857142857
6,1,7,9.2,12.4,0.3284142857142857
5,1,7,12.4,12.87,0.3345885714285714
4,1,7,12.87,11.35,0.3084428571428571
5,1,7,11.35,3.53,0.1720399999999999
6,1,7,3.53,3.87,0.1762314285714285
6,1,8,3.87,1.69,0.1351699999999999
6,1,9,1.69,2.73,0.14464
5,1,9,2.73,2.07,0.1380933333333333
5,1,9,2.73,2.07,-1.0
5,1,9,2.73,2.07,-1.0
5,1,9,2.73,2.07,-1.0
5,1,9,2.73,2.07,-1.0
5,1,8,2.07,1.53,0.1389774999999999
5,1,9,1.53,1.94,0.1418088888888888
4,1,9,1.94,4.6,0.1810222222222222
3,1,9,4.6,10.3,0.2822333333333333
3,1,9,10.3,14.4,0.3560333333333333
3,1,9,14.4,12.0,0.3198333333333333
3,1,8,12.0,3.87,0.1789724999999999
3,1,8,12.0,3.87,-1.0
4,1,8,3.87,2.73,0.1561399999999999
4,1,9,2.73,1.4,0.1286999999999999
4,1,9,2.73,1.4,-1.0
4,1,9,2.73,1.4,-1.0
4,1,8,1.4,1.76,0.1472424999999999
4,1,9,1.76,1.47,0.1277933333333333
3,1,9,1.47,3.4,0.1644777777777777
2,1,9,3.4,16.2,0.3819888888888889
2,1,9,16.2,10.13,0.2727288888888888
2,1,8,10.13,3.68,0.1926774999999999
2,1,7,3.68,4.13,0.2067685714285714
1,1,7,4.13,13.8,0.3704
1,1,7,13.8,11.07,0.32126
1,1,6,11.07,0.74,0.1363199999999999
1,1,6,11.07,0.74,-1.0
1,1,2,0.0,1.0,0.2049999999999999
1,1,3,1.0,7.59,0.3061199999999999
1,1,3,7.59,2.27,0.2103599999999999
1,1,2,2.27,1.73,0.2338899999999999
1,1,1,1.73,5.33,0.4234399999999999
1,1,2,5.33,1.73,0.2286399999999999
1,1,1,1.73,1.2,0.3135999999999999
1,1,1,1.73,1.2,-1.0
1,1,1,1.73,1.2,-1.0
1,1,1,1.73,1.2,-1.0
1,1,1,1.73,1.2,-1.0
1,1,1,1.73,1.2,-1.0
1,1,1,1.73,1.2,-1.0
2,1,1,1.2,0.71,0.3282799999999999
2,1,1,1.2,0.71,-1.0
2,1,1,1.2,0.71,-1.0
2,1,1,1.2,0.71,-1.0
2,1,1,1.2,0.71,-1.0
2,1,1,1.2,0.71,-1.0
2,1,1,1.2,0.71,-1.0
2,1,1,1.2,0.71,-1.0
2,1,1,1.2,0.71,-1.0
2,1,1,1.2,0.71,-1.0
2,1,1,1.2,0.71,-1.0
3,1,1,0.71,1.0,0.3434999999999998
3,1,2,1.0,1.6,0.2320499999999999
3,1,3,1.6,3.47,0.2277933333333333
2,1,3,3.47,6.87,0.29516
1,1,3,6.87,3.87,0.2391599999999999
1,1,2,3.87,8.67,0.3518099999999999
1,1,2,8.67,2.27,0.2361099999999999
1,1,1,2.27,1.09,0.3596199999999999
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
1,1,1,2.27,1.09,-1.0
2,1,1,1.09,1.4,0.3616999999999998
1,1,1,1.4,2.2,0.3920999999999999
1,1,1,1.4,2.2,-1.0
1,1,2,2.2,1.13,0.2223399999999999
1,1,1,1.13,1.8,0.3518999999999999
1,1,1,1.13,1.8,-1.0
1,1,1,1.13,1.8,-1.0
1,1,2,1.8,22.88,0.6149099999999998
1,1,2,22.88,7.8,0.3551499999999999
1,1,1,7.8,0.6,0.3312999999999999
1,1,1,7.8,0.6,-1.0
1,1,1,7.8,0.6,-1.0
1,1,1,7.8,0.6,-1.0
1,1,1,7.8,0.6,-1.0
1,1,1,7.8,0.6,-1.0
1,1,1,7.8,0.6,-1.0
1,1,1,7.8,0.6,-1.0
1,1,1,7.8,0.6,-1.0
1,1,1,7.8,0.6,-1.0
1,1,1,7.8,0.6,-1.0
1,1,1,7.8,0.6,-1.0
1,1,1,7.8,0.6,-1.0
1,1,1,7.8,0.6,-1.0
1,1,1,7.8,0.6,-1.0
1,1,1,7.8,0.6,-1.0
1,1,1,7.8,0.6,-1.0
1,1,1,7.8,0.6,-1.0
1,1,1,7.8,0.6,-1.0
1,1,1,7.8,0.6,-1.0
1,1,1,7.8,0.6,-1.0
1,1,1,7.8,0.6,-1.0
1,1,1,7.8,0.6,-1.0
1,1,1,7.8,0.6,-1.0
1,1,1,7.8,0.6,-1.0
1,1,1,7.8,0.6,-1.0
