replica,cpu,heap,previous_tps,instant_tps,cpu_usage,memory_usage,reward,sum_reward,response_time,num_request,num_failures,expected_tps,timestamp,utilization,performance_request,performance_response,performance
3,4,5,64,72,0.2353333333333333,0.7833333333333333,0.7853147094903534,59.97774308941797,29.89,72.13,0,72,1708153251.7495902,0.5883333333333333,1.0,0.6691201070592171,0.8345600535296085
1,7,5,72,88,0.495,0.761,0.9414285714285715,60.94845737513226,19.99,88.0,0,88,1708153877.2643118,0.7071428571428572,1.0,1.0,1.0
1,8,8,88,56,0.367,0.782,0.89175,61.892082375132254,17.77,56.13,0,56,1708154492.495988,0.45875,1.0,1.0,1.0
1,6,7,56,48,0.324,0.694,0.8918771593090211,62.84522523227511,20.84,48.2,0,48,1708155107.7026129,0.54,1.0,0.9596928982725528,0.9798464491362764
3,4,4,48,55,0.1896666666666666,0.75,0.8226230403292181,63.78978509894178,24.3,55.8,0,56,1708155722.935198,0.47416666666666646,0.996429,0.823045267489712,0.909737133744856
2,5,4,55,65,0.236,0.74,0.8448161191414806,64.73698509894177,22.83,65.33,0,64,1708156371.0520194,0.472,1.0,0.8760402978537013,0.9380201489268507
3,8,9,65,72,0.1686666666666666,0.779,0.8421666666666667,65.64462398783066,17.4,72.27,0,72,1708156986.294728,0.21083333333333323,1.0,1.0,1.0
3,5,8,72,95,0.238,0.8356666666666666,0.8177601770597738,66.59114078783065,24.76,95.87,0,96,1708157601.5598178,0.476,0.998646,0.8077544426494345,0.9032002213247172
1,4,6,95,61,0.4,0.795,0.49490829521287427,67.29947438783066,196.36,61.0,0,96,1708158216.8261542,1.0,0.635417,0.10185373803218578,0.3686353690160929
1,7,5,61,118,0.699,0.747,0.6733100566397406,68.2899979306878,102.22,118.6,0,120,1708158832.0445526,0.9985714285714286,0.988333,0.19565642731363725,0.5919947136568187
2,8,8,118,72,0.252,0.7889999999999999,0.863,69.22012293068781,15.1,72.2,0,72,1708159447.3476694,0.315,1.0,1.0,1.0
3,4,6,72,87,0.2726666666666666,0.7876666666666666,0.6615214099838969,70.18101679735447,62.1,87.2,0,88,1708160062.5772898,0.6816666666666665,0.990909,0.322061191626409,0.6564850958132045
1,4,4,87,48,0.401,0.838,0.5153398347618012,70.92468319735447,183.88,48.93,0,72,1708160721.0676727,1.0,0.679583,0.10876658690450294,0.3941747934522515
2,6,7,48,79,0.279,0.7925,0.8380249239461104,71.86588319735446,23.01,79.47,0,80,1708161336.2919562,0.4650000000000001,0.993375,0.8691873098652759,0.931281154932638
3,8,4,79,64,0.206,0.6890000000000001,0.8440417075564279,72.79163319735446,20.38,64.33,0,64,1708161951.560284,0.25749999999999995,1.0,0.9813542688910697,0.9906771344455348
2,8,6,64,64,0.219,0.6585,0.85475,73.71900819735446,16.68,64.13,0,64,1708162566.808588,0.27375,1.0,1.0,1.0
1,7,6,64,72,0.424,0.746,0.9211428571428572,74.67957962592588,15.92,72.13,0,72,1708163182.0455518,0.6057142857142858,1.0,1.0,1.0
2,4,7,72,70,0.3115,0.7895,0.7142994884109417,75.64045462592588,47.89,70.47,0,72,1708163797.2588785,0.7787499999999999,0.97875,0.41762372102735434,0.6981868605136772
2,7,8,70,72,0.2334999999999999,0.778,0.8667142857142858,76.57106176878303,18.91,72.07,0,72,1708164412.5016868,0.33357142857142846,1.0,1.0,1.0
2,5,9,72,80,0.2764999999999999,0.8580000000000001,0.9016068426197458,77.52169510211635,20.46,80.27,0,80,1708165027.949614,0.5529999999999998,1.0,0.9775171065493645,0.9887585532746823
2,6,4,80,88,0.297,0.749,0.899,78.47119510211635,19.68,88.0,0,88,1708165643.2214267,0.495,1.0,1.0,1.0
1,4,9,88,50,0.374,0.926,0.6388821529711187,79.39140950211636,90.37,50.87,0,56,1708166258.4561186,0.9349999999999999,0.908393,0.22131238242779683,0.5648526912138985
1,7,5,50,56,0.353,0.746,0.7116052988107783,80.34183807354493,37.96,56.2,0,56,1708166873.7025912,0.5042857142857143,1.0,0.5268703898840885,0.7634351949420443
1,6,7,56,110,0.574,0.78,0.7551914650457625,81.3298615402116,47.71,110.93,0,112,1708167488.9555292,0.9566666666666667,0.990446,0.4191993292810731,0.7048226646405366
1,6,5,110,96,0.569,0.802,0.6950268668510469,82.32469487354493,75.93,96.67,0,96,1708168104.1933212,0.9483333333333333,1.0,0.26340050046095087,0.6317002502304754
2,8,5,96,104,0.348,0.7555000000000001,0.887,83.26819487354493,18.5,104.53,0,104,1708168719.523621,0.43499999999999994,1.0,1.0,1.0
2,7,5,104,112,0.348,0.755,0.8513863364967633,84.21790915925921,22.73,112.2,0,112,1708169334.8070185,0.49714285714285716,1.0,0.8798944126704795,0.9399472063352398
1,5,9,112,73,0.498,0.835,0.43608756298027634,84.81845333703698,243.87,73.47,0,144,1708169950.1327293,0.996,0.510208,0.08201090745069094,0.2961094537253455
2,7,4,73,88,0.2925,0.7205,0.8835714285714286,85.7602390513227,18.53,88.2,0,88,1708170565.3637977,0.41785714285714287,1.0,1.0,1.0
2,4,4,88,64,0.273,0.8160000000000001,0.6529822364589399,86.7284890513227,68.68,64.0,0,64,1708171180.6090446,0.6825,1.0,0.29120559114735,0.645602795573675
