replica,cpu,heap,previous_tps,instant_tps,inc_tps,out_tps,cpu_usage,memory_usage,reward,sum_reward,response_time,num_request,num_failures,expected_tps,utilization,action_cost,performance
4,8,5,1.89,27.11,97,104,0.468,0.642,0.6597870370370371,34.53570444444445,35.16,27.11,0,27,0.7925,0.4000000000000001,1.0040740740740741
2,8,8,27.11,27.55,242,253,0.626,0.699,0.6786226851851851,35.46695444444445,37.95,27.55,0,27,0.828125,0.4,1.0203703703703704
2,9,8,27.55,18.02,151,170,0.475,0.659,0.6950069444444444,36.33726,28.56,18.01,0,18,0.6757638888888888,0.04000000000000001,1.0005555555555556
2,5,5,18.02,19.88,97,118,0.498,0.554,0.44017777777777783,37.0013936,288.75,19.87,0,45,0.998,0.4,0.4415555555555556
5,7,5,19.88,36.44,60,66,0.482,0.649,0.6953968253968252,37.939107885714286,36.83,36.44,0,36,0.8442857142857143,0.32,1.0122222222222221
4,8,8,36.44,36.78,169,174,0.49,0.694,0.6609722222222222,38.83510788571429,32.33,36.79,0,36,0.74,0.36,1.0219444444444443
4,8,7,36.78,27.19,127,133,0.488,0.667,0.7217619047619047,39.74767931428571,25.68,27.18,0,27,0.7814285714285715,0.08000000000000002,1.0066666666666666
6,5,9,27.19,18.9,29,33,0.266,0.776,0.38363333333333327,40.34152375873016,200.2,18.9,0,36,0.6971111111111111,0.44000000000000006,0.5249999999999999
6,8,8,18.9,26.89,76,80,0.39,0.662,0.6552129629629629,41.20207935873015,30.01,26.89,0,27,0.6575,0.2,0.995925925925926
3,7,4,26.89,27.14,173,182,0.407,0.65,0.6198068783068783,42.118365073015866,35.69,27.14,0,27,0.7907142857142857,0.6000000000000001,1.0051851851851852
1,8,7,27.14,29.94,114,142,0.777,0.612,0.6046636904761904,42.98647241587301,128.75,29.94,0,36,0.9227678571428571,0.44000000000000006,0.8316666666666667
1,8,5,29.94,28.94,145,177,0.781,0.598,0.6663819444444443,43.86405581587301,139.37,28.94,0,36,0.9881249999999999,0.16000000000000003,0.8038888888888889
2,8,7,28.94,36.3,281,307,0.668,0.662,0.7232738095238094,44.82019867301587,45.61,36.3,0,36,0.8903571428571428,0.24000000000000005,1.0083333333333333
3,6,9,36.3,34.66,140,149,0.464,0.76,0.6599166666666666,45.72125422857143,79.12,34.65,0,36,0.808888888888889,0.32000000000000006,0.9624999999999999
6,6,5,34.66,19.6,21,24,0.412,0.579,0.503962962962963,46.49414316190476,130.05,19.6,0,27,0.8433333333333333,0.56,0.725925925925926
1,5,9,19.6,7.27,6,7,0.483,0.583,0.22469629629629623,46.97845411746032,414.49,7.27,0,27,0.8068888888888888,0.7600000000000001,0.26925925925925925
1,7,6,7.27,14.89,40,51,0.672,0.634,0.6436111111111111,47.86678731746032,128.68,14.89,0,18,0.98,0.32,0.8272222222222223
2,5,9,14.89,20.2,84,105,0.476,0.634,0.39291111111111104,48.4674096063492,248.2,20.2,0,45,0.8282222222222222,0.4,0.4488888888888889
3,4,8,20.2,9.4,80,88,0.327,0.705,0.3453680555555555,48.9638262063492,611.03,9.4,0,36,0.849375,0.20000000000000004,0.2611111111111111
5,4,8,9.4,2.08,117,121,0.274,0.717,0.2437060185185185,49.3262984063492,1562.97,2.08,0,27,0.7906249999999999,0.16000000000000003,0.07703703703703704
5,4,9,2.08,0.84,28,33,0.31,0.741,0.2393055555555555,49.66463167301587,4283.02,0.84,0,27,0.7991666666666666,0.08000000000000002,0.03111111111111111
5,8,7,0.84,27.45,98,104,0.404,0.669,0.6634404761904761,50.55677453015873,24.14,27.45,0,27,0.7303571428571429,0.32000000000000006,1.0166666666666666
6,7,4,27.45,16.67,28,32,0.392,0.601,0.6250555555555556,51.424441130158726,46.75,16.67,0,18,0.78,0.36,0.9261111111111112
5,8,5,16.67,18.34,73,77,0.372,0.624,0.6891944444444444,52.31744113015873,29.42,18.34,0,18,0.7324999999999999,0.20000000000000004,1.018888888888889
3,7,7,18.34,36.8,180,188,0.479,0.731,0.692031746031746,53.25429827301587,53.11,36.82,0,36,0.8421428571428571,0.3600000000000001,1.0227777777777778
4,6,7,36.8,32.75,31,37,0.464,0.632,0.6821507936507937,54.13520276825397,98.23,32.74,0,36,0.8380952380952382,0.12000000000000002,0.9094444444444445
6,6,4,32.75,26.23,13,16,0.426,0.583,0.6624259259259258,55.06031396825397,64.47,26.24,0,27,0.855,0.4,0.9718518518518517
5,4,6,26.23,3.93,37,42,0.317,0.643,0.2594583333333333,55.48431416825397,1375.31,3.93,0,36,0.89625,0.32000000000000006,0.10916666666666668
4,9,7,3.93,36.78,178,185,0.527,0.685,0.673313492063492,56.39713956507937,22.57,36.77,0,36,0.7820634920634921,0.36000000000000004,1.021388888888889
5,7,9,36.78,27.22,40,46,0.407,0.687,0.6417883597883597,57.26609194603175,44.69,27.22,0,27,0.6723809523809524,0.32000000000000006,1.008148148148148
1,9,5,27.22,18.33,157,185,0.827,0.588,0.6529999999999999,58.249869723809525,52.04,18.33,0,18,0.9594444444444444,0.7200000000000002,1.0183333333333333
4,9,4,18.33,45.62,205,214,0.566,0.661,0.6873333333333334,59.1756475015873,28.28,45.63,0,45,0.8144444444444444,0.32,1.014
4,9,9,45.62,36.47,194,197,0.52,0.719,0.6331666666666667,60.05098083492063,19.59,36.48,0,36,0.6883333333333334,0.4,1.0133333333333332
1,5,8,36.47,6.6,5,6,0.481,0.64,0.2599666666666666,60.51338063492063,633.2,6.6,0,36,0.881,0.48000000000000004,0.18333333333333332
3,5,4,6.6,28.19,109,116,0.351,0.695,0.5508277777777777,61.32361423492063,132.66,28.19,0,36,0.851,0.4800000000000001,0.7830555555555556
4,7,8,28.19,36.2,125,133,0.521,0.682,0.6462956349206348,62.24297137777777,50.31,36.2,0,36,0.7983928571428571,0.4800000000000001,1.0055555555555555
6,8,6,36.2,27.69,80,85,0.404,0.639,0.6665277777777777,63.143971377777774,25.07,27.69,0,27,0.7525,0.3600000000000001,1.0255555555555556
4,9,7,27.69,18.31,88,96,0.366,0.647,0.652531746031746,64.01016185396826,26.11,18.32,0,18,0.6654761904761906,0.28,1.017777777777778
4,9,7,18.31,36.62,155,157,0.366,0.679,0.7151111111111111,64.88549518730159,20.45,36.62,0,36,0.6883333333333334,0.0,1.0172222222222222
1,7,7,36.62,25.48,318,375,0.696,0.591,0.5658134920634921,65.67804307301587,157.52,25.49,0,36,0.9192857142857143,0.32,0.7080555555555555
4,9,9,25.48,26.3,137,142,0.426,0.705,0.5795370370370371,66.5138208063492,27.52,26.3,0,27,0.6283333333333333,0.48000000000000004,0.9740740740740741
5,8,9,26.3,27.4,91,96,0.403,0.684,0.6729699074074074,67.3665708063492,32.91,27.4,0,27,0.631875,0.12000000000000002,1.0148148148148148
1,7,5,27.4,20.45,18,23,0.679,0.597,0.44366666666666676,68.1015706063492,197.1,20.46,0,36,0.9850000000000001,0.6800000000000002,0.5683333333333334
3,8,9,20.45,27.4,215,225,0.413,0.748,0.6056967592592593,68.97104282857143,22.32,27.41,0,27,0.6736805555555556,0.5200000000000001,1.0151851851851852
2,9,7,27.4,18.28,163,176,0.525,0.675,0.6839206349206349,69.88056663809523,22.5,18.28,0,18,0.773809523809524,0.28,1.0155555555555555
4,6,9,18.28,28.83,27,32,0.44,0.695,0.5382499999999999,70.66217754920635,156.45,28.83,0,36,0.7527777777777778,0.44000000000000006,0.8008333333333333
1,9,6,28.83,34.6,293,344,0.775,0.587,0.6364722222222222,71.60673303809524,97.43,34.6,0,36,0.9197222222222222,0.6,0.9611111111111111
2,4,7,34.6,4.43,101,131,0.395,0.663,0.27972420634920636,72.06749520952381,1242.87,4.43,0,36,0.9673214285714287,0.36000000000000004,0.12305555555555554
1,7,4,4.43,18.23,51,64,0.674,0.613,0.5442063492063492,72.86540023809525,167.12,18.24,0,27,0.9814285714285715,0.44,0.6755555555555555
2,8,9,18.23,18.1,185,195,0.521,0.66,0.6061875,73.74231690476192,23.97,18.09,0,18,0.6922916666666667,0.52,1.005
5,4,6,18.1,3.12,39,44,0.334,0.643,0.20502777777777775,74.17865050476192,1198.26,3.12,0,27,0.9175,0.64,0.11555555555555556
1,5,7,3.12,6.29,7,9,0.485,0.607,0.3622936507936508,74.75574547619048,409.82,6.29,0,18,0.9185714285714286,0.4400000000000001,0.34944444444444445
5,5,4,6.29,16.2,32,37,0.414,0.57,0.3871999999999999,75.39134547619048,271.68,16.2,0,36,0.9139999999999999,0.56,0.44999999999999996
3,8,8,16.2,36.97,315,313,0.463,0.799,0.630236111111111,76.30684547619047,28.43,36.98,0,36,0.7887500000000001,0.6000000000000001,1.027222222222222
2,8,9,36.97,36.75,154,173,0.724,0.62,0.7176388888888888,77.22562325396825,48.96,36.76,0,36,0.7969444444444445,0.16000000000000003,1.021111111111111
4,9,8,36.75,36.94,173,179,0.505,0.7,0.672472222222222,78.11284547619047,21.88,36.94,0,36,0.7180555555555554,0.28,1.026111111111111
4,6,6,36.94,29.1,57,64,0.474,0.67,0.6165277777777778,0.0,127.86,29.09,0,36,0.895,0.28,0.8080555555555555
5,7,4,29.1,27.81,66,72,0.413,0.624,0.6976851851851851,0.918,41.81,27.82,0,27,0.7949999999999999,0.28,1.0303703703703704
1,4,6,27.81,0.87,14,18,0.391,0.606,0.19273611111111108,1.3328332,4860.73,0.87,0,27,0.98875,0.6000000000000001,0.03222222222222222
3,9,7,0.87,36.7,225,229,0.543,0.703,0.6619444444444444,2.253499866666667,24.81,36.68,0,36,0.8016666666666667,0.44000000000000006,1.018888888888889
6,9,7,36.7,26.88,105,106,0.383,0.695,0.5379563492063492,2.9850158063492067,70.38,26.87,0,36,0.7092063492063492,0.24,0.7463888888888889
5,6,6,26.88,36.2,45,50,0.437,0.637,0.605361111111111,3.8132156730158737,135.56,36.19,0,45,0.8641666666666667,0.28,0.8042222222222222
5,7,7,36.2,35.88,68,74,0.447,0.691,0.7181904761904763,4.736358730158731,49.44,35.88,0,36,0.812857142857143,0.12000000000000002,0.9966666666666667
2,4,7,35.88,11.32,99,113,0.385,0.707,0.3795972222222222,5.317525130158731,403.84,11.32,0,36,0.98125,0.36,0.31444444444444447
4,5,5,11.32,16.88,39,45,0.41,0.634,0.5135925925925925,6.056636130158731,178.68,16.88,0,27,0.9099999999999999,0.3600000000000001,0.6251851851851852
4,6,5,16.88,26.3,31,35,0.441,0.629,0.7391018518518517,6.987858530158731,80.81,26.29,0,27,0.8674999999999999,0.04000000000000001,0.9737037037037036
5,6,4,26.3,29.77,48,55,0.424,0.605,0.6373333333333333,7.825192063492064,104.75,29.76,0,36,0.8533333333333333,0.16000000000000003,0.8266666666666667
5,6,4,29.77,36.62,155,161,0.424,0.698,0.76475,8.766525396825397,30.14,36.63,0,36,0.8533333333333333,0.0,1.0175
6,8,4,36.62,35.97,33,37,0.57,0.566,0.7244583333333332,9.708525596825398,39.83,35.97,0,36,0.85625,0.16000000000000003,0.9991666666666666
6,4,8,35.97,3.48,19,23,0.288,0.693,0.19027083333333322,10.083775796825398,1351.57,3.48,0,36,0.7931249999999999,0.4800000000000001,0.09666666666666666
6,8,9,3.48,36.88,107,111,0.455,0.716,0.6687291666666666,10.95663690793651,24.55,36.87,0,36,0.6821527777777777,0.24000000000000005,1.0241666666666667
2,7,5,36.88,26.67,137,154,0.574,0.616,0.6308888888888889,11.91330370793651,70.92,26.67,0,27,0.9099999999999999,0.6800000000000002,0.9877777777777779
5,5,5,26.67,2.47,28,33,0.418,0.6,0.2800111111111111,12.36283690793651,824.46,2.47,0,18,0.9179999999999999,0.32,0.13722222222222225
5,9,8,2.47,45.72,173,177,0.525,0.694,0.6456249999999999,13.253003574603175,22.74,45.72,0,45,0.7254166666666666,0.4,1.016
1,7,7,45.72,23.31,120,147,0.689,0.645,0.5137460317460316,14.022813231746037,173.72,23.32,0,36,0.9528571428571428,0.4800000000000001,0.6477777777777778
6,9,4,23.31,36.53,165,166,0.433,0.654,0.5856666666666666,14.919035453968258,22.91,36.54,0,36,0.7405555555555555,0.72,1.015
1,6,8,36.53,18.56,140,172,0.599,0.663,0.3638402777777777,15.593785720634925,217.99,18.56,0,36,0.9135416666666667,0.8400000000000001,0.5155555555555555
6,7,5,18.56,45.7,44,50,0.443,0.608,0.6164841269841269,16.520357149206355,44.42,45.68,0,45,0.8164285714285715,0.68,1.015111111111111
3,5,8,45.7,24.66,79,87,0.304,0.737,0.5738689814814814,17.373984949206353,110.75,24.65,0,27,0.7646249999999999,0.56,0.9129629629629629
5,9,6,24.66,27.67,112,118,0.408,0.658,0.6344074074074073,18.26465161587302,21.58,27.67,0,27,0.7266666666666667,0.4800000000000001,1.0248148148148148
4,9,7,27.67,45.8,211,215,0.531,0.69,0.7134682539682539,19.17979447301588,26.66,45.82,0,45,0.7878571428571428,0.16000000000000003,1.0182222222222221
4,5,4,45.8,6.59,26,30,0.464,0.579,0.3007277777777777,19.67522807301588,884.24,6.59,0,36,0.964,0.4,0.18305555555555555
3,5,9,6.59,18.8,80,84,0.258,0.67,0.4412148148148148,20.34509456190477,159.16,18.8,0,27,0.6302222222222222,0.48000000000000004,0.6962962962962963
4,9,8,18.8,27.39,104,112,0.566,0.672,0.6635555555555555,21.238872339682544,26.02,27.39,0,27,0.7344444444444445,0.32000000000000006,1.0144444444444445
2,6,7,27.39,27.88,94,112,0.516,0.621,0.5771547619047619,22.05280111111112,140.01,27.87,0,36,0.8735714285714287,0.36000000000000004,0.7741666666666667
5,7,8,27.88,27.52,64,70,0.421,0.686,0.6562837301587301,22.94458682539683,40.9,27.51,0,27,0.7294642857142857,0.36000000000000004,1.018888888888889
4,6,9,27.52,16.77,36,41,0.475,0.657,0.6540833333333332,23.80792035873016,62.44,16.77,0,18,0.7608333333333333,0.20000000000000004,0.9316666666666666
4,9,7,16.77,36.7,186,190,0.504,0.657,0.6783690476190475,24.707634644444447,21.82,36.69,0,36,0.7492857142857143,0.28,1.0191666666666666
5,9,4,36.7,37.3,147,150,0.471,0.63,0.6825555555555556,25.61230131111112,21.87,37.3,0,36,0.7616666666666667,0.32,1.036111111111111
6,8,7,37.3,35.88,88,95,0.432,0.664,0.6493412698412698,26.5076821968254,34.01,35.86,0,36,0.7442857142857143,0.36,0.9961111111111111
3,6,7,35.88,34.53,110,119,0.436,0.672,0.6685833333333333,27.420515730158733,96.49,34.53,0,36,0.8433333333333334,0.32,0.9591666666666667
4,8,5,34.53,36.5,108,118,0.548,0.641,0.6955555555555555,28.35751573015873,52.03,36.49,0,36,0.8425,0.32000000000000006,1.0136111111111112
5,9,6,36.5,27.45,91,98,0.431,0.631,0.6903518518518518,29.25329350793651,23.83,27.46,0,27,0.7394444444444445,0.20000000000000004,1.017037037037037
2,8,7,27.45,36.2,261,280,0.628,0.682,0.694392857142857,30.20515065079365,67.3,36.18,0,36,0.8796428571428572,0.36000000000000004,1.005
1,4,8,36.2,0.84,22,27,0.396,0.747,0.23622916666666666,30.603900450793656,6907.77,0.84,1,36,0.961875,0.32000000000000006,0.02333333333333333
3,8,5,0.84,36.7,187,192,0.487,0.707,0.6387569444444444,31.52565045079365,34.44,36.68,0,36,0.804375,0.56,1.018888888888889
1,4,6,36.7,4.63,35,43,0.4,0.627,0.28430555555555553,32.00281705079365,1063.99,4.63,0,36,1.0,0.4000000000000001,0.12861111111111112
6,8,7,4.63,36.72,31,35,0.572,0.612,0.6202539682539682,32.9206741936508,30.42,36.71,0,36,0.7946428571428571,0.6400000000000001,1.0197222222222222
4,9,9,36.72,27.55,113,116,0.413,0.66,0.6170185185185184,33.75911863809524,21.73,27.55,0,27,0.5961111111111111,0.3600000000000001,1.0203703703703704
5,6,7,27.55,20.77,28,32,0.421,0.643,0.5554801587301588,34.54449965714286,126.03,20.76,0,27,0.8101190476190476,0.36000000000000004,0.768888888888889
4,9,4,20.77,18.27,88,96,0.405,0.647,0.637,35.43449965714286,23.68,18.27,0,18,0.725,0.44,1.015
6,9,4,18.27,29.56,114,117,0.342,0.654,0.5855555555555555,36.20316625714286,58.34,29.56,0,36,0.69,0.16000000000000003,0.8211111111111111
2,7,6,29.56,27.47,192,211,0.589,0.65,0.6729179894179894,37.171451971428574,41.73,27.47,0,27,0.9207142857142857,0.56,1.0174074074074073
4,7,4,27.47,26.12,55,62,0.44,0.617,0.6641746031746031,38.07783305714286,53.64,26.13,0,27,0.8142857142857143,0.32000000000000006,0.9677777777777777
1,5,6,26.12,8.09,10,12,0.492,0.613,0.3514148148148148,38.65441105714286,428.88,8.09,0,27,0.992,0.48000000000000004,0.29962962962962963
1,8,7,8.09,29.53,122,154,0.775,0.585,0.6408085317460317,39.50747071428572,135.22,29.53,0,36,0.9022321428571429,0.2,0.8202777777777778
2,7,9,29.53,26.48,135,152,0.58,0.674,0.6711746031746031,40.41162937777778,53.44,26.49,0,27,0.7887301587301587,0.28,0.981111111111111
6,9,7,26.48,16.73,55,60,0.332,0.625,0.5422619047619047,41.22197858412699,42.07,16.74,0,18,0.6308730158730159,0.56,0.9299999999999999
4,9,7,16.73,36.34,97,100,0.281,0.662,0.6612738095238094,42.07356588571429,18.87,36.33,0,36,0.6289682539682541,0.16000000000000003,1.0091666666666665
4,6,7,36.34,30.61,56,63,0.443,0.686,0.6588888888888889,42.92739935238095,99.68,30.61,0,36,0.8591666666666667,0.12,0.8502777777777778
3,9,8,30.61,27.48,105,114,0.574,0.671,0.6743680555555556,43.822704907936505,29.3,27.48,0,27,0.7382638888888888,0.28,1.017777777777778
1,5,7,27.48,7.53,6,8,0.478,0.584,0.32798730158730155,44.34809545079365,459.9,7.53,0,27,0.8951428571428571,0.4000000000000001,0.2788888888888889
1,5,4,7.53,8.0,7,9,0.485,0.547,0.3586111111111111,44.87542865079365,590.61,8.0,0,36,0.985,0.24,0.2222222222222222
2,6,5,8.0,20.94,69,85,0.512,0.639,0.6255925925925926,45.71120631746032,139.57,20.93,0,27,0.9266666666666667,0.20000000000000004,0.7751851851851852
4,7,8,20.94,24.44,105,114,0.489,0.678,0.5965033068783068,46.5635316031746,49.27,24.44,0,27,0.7730357142857143,0.44000000000000006,0.9051851851851852
2,4,4,24.44,10.37,68,81,0.363,0.582,0.3101527777777777,47.1178652031746,444.25,10.37,0,36,0.95375,0.6000000000000001,0.2880555555555555
3,8,6,10.37,36.38,110,115,0.615,0.653,0.6904513888888888,48.0716152031746,33.04,36.37,0,36,0.8843749999999999,0.4000000000000001,1.0102777777777776
5,7,4,36.38,36.72,58,63,0.47,0.615,0.6887142857142856,49.00590091746032,56.13,36.72,0,36,0.8357142857142857,0.3600000000000001,1.02
4,4,8,36.72,4.62,27,32,0.309,0.685,0.20447916666666668,49.40865071746032,781.81,4.62,0,36,0.8143750000000001,0.52,0.12833333333333333
5,4,5,4.62,1.0,33,38,0.301,0.612,0.21276388888888886,49.77581751746032,2100.8,1.0,0,36,0.87625,0.32,0.027777777777777776
2,8,7,1.0,27.16,201,222,0.576,0.649,0.6378492063492064,50.70524608888889,42.02,27.15,0,27,0.8235714285714286,0.56,1.0055555555555555
4,7,8,27.16,26.38,84,93,0.476,0.676,0.6610833333333332,51.59624628888889,47.6,26.37,0,27,0.7625,0.28,0.9766666666666667
1,8,9,26.38,32.16,171,206,0.772,0.66,0.5399722222222221,52.36457935555556,157.16,32.15,0,45,0.8491666666666666,0.36000000000000004,0.7144444444444444
2,9,6,32.16,36.62,338,358,0.64,0.68,0.6931388888888889,53.306801577777776,26.7,36.61,0,36,0.8555555555555556,0.36,1.0169444444444444
6,9,9,36.62,36.97,111,115,0.448,0.684,0.5902777777777777,54.15835713333333,25.42,36.98,0,36,0.6288888888888888,0.56,1.027222222222222
2,7,6,36.97,34.8,210,230,0.614,0.671,0.6371825396825397,55.1141189047619,97.55,34.82,0,36,0.9385714285714286,0.6400000000000001,0.9672222222222222
4,8,5,34.8,36.75,149,157,0.511,0.659,0.7002291666666666,56.04186890476191,34.95,36.75,0,36,0.819375,0.28,1.0208333333333333
1,9,8,36.75,27.36,145,171,0.831,0.676,0.6679166666666666,56.99553557142857,83.72,27.36,0,27,0.8841666666666665,0.52,1.0133333333333334
6,7,8,27.36,27.53,41,46,0.428,0.651,0.6275916005291006,57.88057128571428,41.75,27.53,0,27,0.7125892857142857,0.48000000000000004,1.0196296296296297
6,9,8,27.53,36.88,118,122,0.441,0.692,0.6993333333333334,58.75157128571429,24.97,36.87,0,36,0.6775,0.08000000000000002,1.0241666666666667
4,9,8,36.88,36.34,178,181,0.373,0.712,0.6682499999999999,59.61246017460317,18.5,36.33,0,36,0.6522222222222221,0.16000000000000003,1.0091666666666665
1,4,5,36.34,0.53,13,16,0.399,0.587,0.1709861111111111,60.02079337460317,9224.42,0.53,0,36,0.99875,0.6799999999999999,0.014722222222222223
