replica,cpu,heap,previous_tps,instant_tps,inc_tps,out_tps,cpu_usage,memory_usage,reward,sum_reward,response_time,num_request,num_failures,expected_tps,utilization,action_cost,performance
1,8,8,69.5,49.25,364,439,0.788,0.603,0.5024791666666666,10.831155177777775,205.88,49.26,0,90,0.869375,0.16000000000000003,0.5473333333333333
3,9,7,49.25,102.94,758,759,0.612,0.732,0.7158484848484848,11.767155177777775,38.14,102.93,0,99,0.84,0.28,1.0396969696969698
6,7,7,102.94,60.9,52,58,0.496,0.667,0.6686269841269841,12.679535892063493,70.8,60.91,0,63,0.8307142857142857,0.32,0.9668253968253968
1,9,5,60.9,48.6,267,318,0.837,0.638,0.5472142857142858,13.528393292063493,146.71,48.6,0,63,0.965,0.6400000000000001,0.7714285714285715
3,9,5,48.6,77.94,460,493,0.637,0.63,0.5334920634920635,14.241139447619046,171.42,77.95,0,126,0.8538888888888889,0.16000000000000003,0.6186507936507937
4,8,8,77.94,93.0,216,236,0.617,0.715,0.6083981481481482,15.090917047619046,114.16,93.02,0,108,0.8325,0.36,0.8612962962962962
6,6,7,93.0,31.64,26,29,0.491,0.626,0.32810653235653237,15.595697057142855,531.83,31.64,0,117,0.8563095238095239,0.32000000000000006,0.27042735042735044
5,9,5,31.64,120.0,264,275,0.636,0.679,0.6603095238095238,16.508601790476188,75.56,120.03,0,126,0.8533333333333333,0.36000000000000004,0.9526190476190476
6,9,7,120.0,157.0,299,312,0.717,0.71,0.7058827160493826,17.449194123809523,86.91,156.94,0,162,0.8983333333333333,0.24000000000000005,0.9687654320987654
3,8,9,157.0,90.06,180,196,0.439,0.67,0.5607266414141414,18.253530012698413,108.42,90.04,0,99,0.6465972222222223,0.44000000000000006,0.9094949494949496
6,5,6,90.06,36.7,36,41,0.305,0.662,0.37622222222222224,18.88119641269841,276.1,36.68,0,72,0.8049999999999999,0.6,0.5094444444444445
5,9,4,36.7,97.25,225,235,0.584,0.654,0.6584949494949495,19.80036799047619,67.4,97.25,0,99,0.8244444444444444,0.4000000000000001,0.9823232323232324
5,4,9,97.25,5.21,51,59,0.357,0.734,0.1683688271604938,20.1805717015873,2454.03,5.21,0,81,0.8540277777777777,0.6000000000000001,0.06432098765432098
5,9,5,5.21,82.0,283,291,0.619,0.669,0.6554012345679012,21.118127257142856,40.8,82.01,0,81,0.8438888888888889,0.52,1.0124691358024691
2,9,4,82.0,80.5,595,627,0.789,0.621,0.7143518518518517,22.089682990476188,69.83,80.49,0,81,0.9383333333333334,0.32,0.9937037037037036
3,7,4,80.5,75.8,343,359,0.548,0.685,0.7033298059964725,23.00773561904761,96.82,75.8,0,81,0.8914285714285715,0.16000000000000003,0.9358024691358025
3,9,6,75.8,73.5,583,582,0.551,0.691,0.7043888888888888,23.93018006349206,33.43,73.52,0,72,0.8061111111111111,0.24000000000000005,1.021111111111111
2,7,6,73.5,50.84,202,226,0.594,0.644,0.6487777777777777,24.784084749206347,135.29,50.84,0,63,0.9242857142857143,0.16000000000000003,0.806984126984127
1,9,8,50.84,56.4,396,475,0.852,0.653,0.5138819444444445,25.51280148253968,179.38,56.42,0,90,0.8814583333333333,0.32000000000000006,0.6268888888888889
2,7,7,56.4,57.97,232,266,0.618,0.655,0.5468412698412698,26.262982368253965,176.38,57.97,0,90,0.9092857142857144,0.24000000000000005,0.6441111111111111
4,9,5,57.97,88.9,319,344,0.754,0.692,0.6895555555555555,27.22320472380952,68.57,88.9,0,90,0.9188888888888889,0.4000000000000001,0.9877777777777779
3,6,4,88.9,52.22,164,179,0.495,0.644,0.5400339506172839,27.97494552380952,174.28,52.21,0,81,0.9125000000000001,0.28,0.6445679012345679
5,9,5,52.22,82.1,254,261,0.589,0.689,0.6832654320987654,28.905834412698407,42.16,82.15,0,81,0.8272222222222222,0.36000000000000004,1.0141975308641975
6,9,7,82.1,93.3,235,239,0.642,0.7,0.7273333333333333,29.848501079365075,42.8,93.3,0,90,0.8566666666666667,0.24000000000000005,1.0366666666666666
6,4,9,93.3,4.43,31,36,0.348,0.728,0.21499206349206346,30.22646905714285,2083.07,4.43,0,63,0.8394444444444444,0.36000000000000004,0.0703174603174603
2,9,5,4.43,87.3,558,591,0.767,0.659,0.5947777777777777,31.1788469015873,91.97,87.29,0,90,0.9261111111111111,0.8400000000000001,0.9698888888888889
6,9,4,87.3,91.4,206,212,0.631,0.657,0.6828888888888889,32.119069123809524,48.51,91.39,0,90,0.8505555555555555,0.4000000000000001,1.0154444444444444
6,9,4,91.4,92.25,400,386,0.631,0.718,0.767611111111111,33.05929134603175,21.25,92.24,0,90,0.8505555555555555,0.0,1.0248888888888887
1,8,6,92.25,49.22,772,907,0.8,0.637,0.45338888888888895,33.78735814603175,205.57,49.21,0,90,1.0,0.6000000000000001,0.5467777777777778
5,9,7,49.22,84.0,283,293,0.775,0.692,0.7077857142857142,34.75729465396826,48.58,83.97,0,81,0.9248412698412698,0.4400000000000001,1.0366666666666666
3,8,8,84.0,81.0,621,632,0.596,0.776,0.7013117283950617,35.70029465396826,57.0,81.01,0,81,0.8574999999999999,0.28,1.0001234567901236
6,6,5,81.0,47.84,40,46,0.509,0.613,0.49740277777777775,36.468544920634926,175.92,47.83,0,72,0.9241666666666667,0.56,0.6643055555555555
3,9,6,47.84,82.06,236,249,0.442,0.679,0.6420864197530866,37.36676714285715,76.33,82.04,0,81,0.7455555555555555,0.44,1.0128395061728397
1,7,9,82.06,37.72,70,90,0.682,0.622,0.36336507936507934,37.951313107936514,268.65,37.72,0,90,0.8326984126984127,0.48000000000000004,0.4191111111111111
5,8,6,37.72,81.44,193,202,0.552,0.67,0.6360925925925925,38.88931310793652,63.61,81.42,0,81,0.845,0.6000000000000001,1.0051851851851852
5,8,9,81.44,80.7,150,161,0.517,0.729,0.6186041666666666,39.71836290793652,108.0,80.67,0,90,0.7281249999999999,0.24,0.8963333333333333
3,5,6,80.7,43.34,139,153,0.417,0.703,0.43856913580246915,40.40612570793652,210.78,43.33,0,81,0.917,0.52,0.5349382716049382
4,7,5,43.34,61.7,104,115,0.516,0.621,0.6410436507936508,41.26772067936509,115.95,61.7,0,72,0.8685714285714285,0.24000000000000005,0.8569444444444445
6,5,4,61.7,33.06,37,41,0.371,0.62,0.45968095238095236,41.93097787936509,240.53,33.06,0,63,0.871,0.32000000000000006,0.5247619047619048
2,9,6,33.06,88.7,681,709,0.801,0.643,0.6482777777777778,42.90031147936509,79.68,88.7,0,90,0.9450000000000001,0.6400000000000001,0.9855555555555556
1,7,7,88.7,33.4,195,242,0.676,0.632,0.46429960317460317,43.552442565079375,244.14,33.41,0,72,0.9342857142857144,0.24000000000000005,0.4640277777777777
5,9,4,33.4,63.94,239,242,0.602,0.653,0.6297142857142857,44.48622034285715,34.62,63.93,0,63,0.8344444444444444,0.6400000000000001,1.0147619047619048
3,7,7,63.94,80.2,357,369,0.514,0.711,0.6590194003527338,45.42692928571429,83.15,80.17,0,81,0.8671428571428572,0.48000000000000004,0.9897530864197531
6,9,6,80.2,82.2,194,199,0.577,0.671,0.6734506172839507,46.35515150793652,47.14,82.18,0,81,0.8205555555555555,0.4,1.014567901234568
1,9,8,82.2,52.3,322,386,0.821,0.664,0.5126666666666667,47.13959615238096,153.55,52.32,0,72,0.8711111111111111,0.56,0.7266666666666667
3,9,6,52.3,63.4,198,209,0.464,0.647,0.6665873015873014,48.04270726349207,67.82,63.41,0,63,0.7577777777777778,0.32000000000000006,1.0065079365079364
3,6,6,63.4,63.7,189,201,0.495,0.66,0.6035833333333334,48.83230746349207,158.76,63.69,0,90,0.9125000000000001,0.12,0.7076666666666667
1,9,5,63.7,55.16,406,476,0.852,0.588,0.5265,49.58944079682541,184.76,55.17,0,90,0.9733333333333334,0.36000000000000004,0.613
3,9,8,55.16,81.7,202,210,0.748,0.691,0.6783649691358025,50.528413019047626,71.76,81.67,0,81,0.8474305555555555,0.4,1.0082716049382716
2,6,8,81.7,34.88,150,185,0.541,0.632,0.40741666666666665,51.09914615238096,290.34,34.86,0,90,0.8458333333333333,0.2,0.3873333333333333
2,9,7,34.88,80.2,610,638,0.766,0.704,0.7327283950617284,52.06344217460318,72.04,80.2,0,81,0.9255555555555556,0.2,0.9901234567901235
6,9,7,80.2,53.97,201,188,0.572,0.688,0.553484126984127,52.83679111428573,89.17,53.96,0,72,0.8092063492063493,0.32000000000000006,0.7494444444444445
5,8,5,53.97,63.38,125,134,0.522,0.662,0.6949702380952381,53.767291114285726,61.63,63.39,0,63,0.8262499999999999,0.28,1.0061904761904763
5,7,7,63.38,66.0,84,90,0.493,0.691,0.6209982363315696,54.59431762857144,121.21,65.98,0,81,0.8457142857142856,0.20000000000000004,0.8145679012345679
1,7,9,66.0,38.66,89,111,0.658,0.631,0.3453686868686868,55.15678225079366,287.6,38.65,0,99,0.8205555555555556,0.4800000000000001,0.39040404040404036
6,9,8,38.66,92.06,191,196,0.627,0.694,0.6340694444444445,56.06961558412699,50.36,92.06,0,90,0.7820833333333332,0.56,1.022888888888889
1,7,5,92.06,38.8,101,125,0.686,0.536,0.3685555555555555,56.72428218412699,261.1,38.8,0,90,0.99,0.72,0.43111111111111106
3,9,6,38.8,82.3,231,242,0.731,0.655,0.716043209876543,57.68672662857144,58.73,82.33,0,81,0.9061111111111111,0.32000000000000006,1.0164197530864196
1,7,8,82.3,36.22,159,194,0.689,0.616,0.40672310405643736,58.30587977142858,251.26,36.22,0,81,0.8771428571428571,0.4000000000000001,0.4471604938271605
3,9,6,36.22,55.62,176,184,0.423,0.635,0.6556851851851853,59.19987977142858,43.35,55.64,0,54,0.735,0.4000000000000001,1.0303703703703704
3,6,9,55.62,55.75,187,202,0.469,0.726,0.4759166666666667,59.88914623809524,181.36,55.74,0,90,0.7941666666666667,0.36,0.6193333333333334
2,9,6,55.75,85.06,557,589,0.766,0.685,0.6622222222222223,60.826435060317465,93.58,85.06,0,90,0.9255555555555556,0.44,0.9451111111111111
6,6,9,85.06,13.2,56,63,0.552,0.662,0.19381481481481483,61.255323971428574,1147.07,13.2,1,81,0.827777777777778,0.68,0.16296296296296295
3,9,5,13.2,81.56,219,227,0.741,0.628,0.6411419753086419,62.21999063809524,75.41,81.59,0,81,0.9116666666666666,0.68,1.007283950617284
6,7,8,81.56,70.2,62,69,0.518,0.681,0.5600208333333333,63.05824083809524,115.99,70.2,0,81,0.795625,0.56,0.8666666666666667
1,7,6,70.2,30.77,50,64,0.687,0.576,0.42334126984126985,63.73947895238095,229.51,30.76,0,63,0.9707142857142858,0.56,0.4882539682539683
5,8,6,30.77,64.0,204,211,0.583,0.679,0.695487103174603,64.68522895238095,42.55,64.03,0,63,0.8643749999999999,0.3600000000000001,1.0163492063492063
6,9,9,64.0,91.25,214,218,0.634,0.698,0.657,65.58122895238095,46.43,91.26,0,90,0.74,0.36,1.014
3,7,7,91.25,74.5,316,324,0.518,0.691,0.6230097001763669,66.47858372380952,96.4,74.51,0,81,0.8635714285714287,0.48000000000000004,0.9198765432098766
4,8,5,74.5,75.75,192,205,0.615,0.672,0.6769050925925926,67.39344472380952,92.83,75.75,0,81,0.8843749999999999,0.28,0.9351851851851852
6,9,6,75.75,90.4,184,191,0.607,0.689,0.6972777777777777,68.32833361269842,51.81,90.38,0,90,0.8372222222222222,0.28,1.0042222222222221
6,9,9,90.4,90.75,202,212,0.601,0.713,0.675111111111111,69.22033361269841,60.06,90.74,0,90,0.73,0.24,1.0082222222222221
1,6,6,90.75,20.17,25,30,0.553,0.574,0.26981944444444445,69.76408367936507,407.4,20.17,0,72,0.9391666666666667,0.76,0.28013888888888894
5,9,5,20.17,64.44,244,250,0.581,0.662,0.6541825396825398,70.69319479047618,27.09,64.43,0,63,0.8227777777777778,0.52,1.0226984126984129
6,9,8,64.44,82.0,211,214,0.62,0.711,0.6788186728395063,71.60872256825397,34.71,82.0,0,81,0.7888194444444444,0.32,1.0123456790123457
6,6,6,82.0,52.8,41,47,0.459,0.597,0.5339259259259259,72.35183376825397,200.61,52.8,0,81,0.88,0.28,0.6518518518518518
5,9,9,52.8,89.7,223,233,0.621,0.76,0.6405555555555555,73.25678945714286,59.76,89.71,0,90,0.7672222222222222,0.44,0.9967777777777778
3,8,9,89.7,89.7,663,668,0.636,0.763,0.7045277777777778,74.18307821269842,50.46,89.66,0,90,0.8213888888888888,0.20000000000000004,0.9962222222222222
3,7,6,89.7,73.7,318,333,0.522,0.679,0.6608571428571428,75.07822106984128,109.9,73.71,0,81,0.8728571428571429,0.28,0.9099999999999999
4,6,6,73.7,27.64,58,67,0.494,0.644,0.4414444444444444,75.67322113650795,388.68,27.64,0,72,0.9116666666666666,0.12000000000000002,0.3838888888888889
1,6,7,27.64,23.4,31,37,0.595,0.64,0.40768650793650796,76.27736381269843,304.91,23.41,0,63,0.9529761904761905,0.32,0.3715873015873016
1,4,7,23.4,2.73,33,41,0.393,0.634,0.2823988095238095,76.67320646984128,7104.03,2.73,1,90,0.9441071428571429,0.08000000000000002,0.030333333333333334
3,5,5,2.73,32.9,123,134,0.432,0.642,0.41068641975308634,77.28971026984128,274.97,32.9,0,81,0.9319999999999999,0.3600000000000001,0.40617283950617283
2,7,5,32.9,53.94,190,226,0.645,0.627,0.555936507936508,78.033662384127,187.86,53.95,0,90,0.9607142857142857,0.16000000000000003,0.5994444444444444
6,8,7,53.94,82.56,103,112,0.544,0.648,0.5956349206349205,78.90533884126985,95.27,82.58,0,90,0.8028571428571429,0.5200000000000001,0.9175555555555556
2,7,4,82.56,47.44,155,187,0.676,0.61,0.4676966490299824,79.64988909841271,194.43,47.44,0,81,0.9828571428571429,0.6000000000000001,0.585679012345679
2,6,4,47.44,38.44,137,166,0.55,0.666,0.47364141414141414,80.26619223174605,288.8,38.44,0,99,0.9583333333333334,0.04000000000000001,0.3882828282828283
5,9,6,38.44,64.56,200,202,0.543,0.65,0.6489603174603175,0.0,29.72,64.57,0,63,0.8016666666666667,0.52,1.0249206349206348
6,9,9,64.56,100.5,259,263,0.663,0.733,0.6762929292929294,0.9102222222222224,47.84,100.51,0,99,0.7755555555555556,0.32,1.0152525252525253
2,4,9,100.5,15.68,109,139,0.366,0.692,0.2356944444444444,1.3515332,755.01,15.68,0,90,0.8419444444444444,0.52,0.17422222222222222
5,9,5,15.68,91.94,488,467,0.667,0.698,0.62,2.2997554222222223,41.89,91.95,0,90,0.8705555555555555,0.76,1.0216666666666667
4,7,5,91.94,48.56,71,81,0.616,0.588,0.5198333333333333,2.999555622222222,240.76,48.57,0,90,0.94,0.16000000000000003,0.5396666666666666
5,9,4,48.56,82.8,295,298,0.651,0.661,0.7217962962962963,3.9442222888888887,32.51,82.83,0,81,0.8616666666666667,0.24000000000000005,1.0225925925925925
6,8,9,82.8,72.75,120,128,0.537,0.686,0.6161597222222222,4.830916733333333,48.06,72.74,0,72,0.7167361111111111,0.52,1.0102777777777776
3,7,6,72.75,66.1,237,250,0.533,0.702,0.6194503968253968,5.734285647619047,104.97,66.13,0,72,0.8807142857142858,0.52,0.9184722222222221
6,9,7,66.1,90.4,199,206,0.624,0.7,0.6762222222222223,6.6729523142857134,52.68,90.4,0,90,0.8466666666666667,0.4,1.0044444444444445
1,7,9,90.4,37.4,90,112,0.692,0.653,0.36004497354497356,7.292888911111111,245.28,37.41,0,81,0.8570634920634921,0.6400000000000001,0.4618518518518518
3,9,9,37.4,83.06,191,199,0.694,0.671,0.6920925925925925,8.196222244444444,74.86,83.04,0,81,0.7583333333333333,0.24000000000000005,1.0251851851851852
1,7,8,83.06,37.44,77,94,0.654,0.695,0.41445535714285714,8.806429387301588,269.62,37.44,0,90,0.9015178571428571,0.32000000000000006,0.416
5,9,7,37.44,82.6,224,233,0.567,0.688,0.6559902998236331,9.729000815873016,42.74,82.63,0,81,0.8064285714285714,0.4800000000000001,1.0201234567901234
2,9,4,82.6,70.4,507,546,0.84,0.674,0.6826805555555556,10.702084082539685,69.61,70.37,0,72,0.9666666666666666,0.48,0.9773611111111111
5,9,7,70.4,64.5,214,217,0.536,0.693,0.6535793650793651,11.619195193650794,27.29,64.48,0,63,0.7927777777777778,0.48,1.0234920634920635
4,7,7,64.5,79.25,146,161,0.575,0.676,0.6362734487734487,12.456866165079363,138.82,79.24,0,99,0.8935714285714287,0.16000000000000003,0.8004040404040403
6,7,7,79.25,52.8,230,225,0.363,0.722,0.48917460317460315,13.112647250793652,169.72,52.81,0,90,0.7592857142857143,0.16000000000000003,0.5867777777777778
2,9,6,52.8,78.6,538,582,0.819,0.638,0.675685185185185,14.076869250793653,67.84,78.6,0,81,0.955,0.4800000000000001,0.9703703703703703
5,8,4,78.6,86.25,171,181,0.558,0.662,0.6458472222222222,14.991435650793653,82.1,86.26,0,90,0.84875,0.44000000000000006,0.9584444444444445
3,7,9,86.25,77.2,324,340,0.573,0.741,0.5551746031746032,15.834483403174604,117.69,77.2,0,90,0.8209523809523809,0.6000000000000001,0.8577777777777779
6,9,8,77.2,82.1,195,201,0.603,0.681,0.6552862654320988,16.738733403174603,39.35,82.15,0,81,0.760625,0.4,1.0141975308641975
2,9,9,82.1,71.75,572,609,0.813,0.722,0.6740972222222221,17.677761314285714,71.89,71.75,0,72,0.8527777777777776,0.4000000000000001,0.9965277777777778
5,9,7,71.75,108.94,305,314,0.634,0.712,0.6801111111111109,18.618650203174603,67.28,108.96,0,108,0.8522222222222222,0.4,1.0088888888888887
3,7,9,108.94,90.44,350,370,0.549,0.73,0.6160772005772006,19.48585056825397,93.06,90.44,0,99,0.7976984126984128,0.4000000000000001,0.9135353535353535
3,9,8,90.44,101.9,720,719,0.659,0.739,0.7310422979797979,20.417045012698413,47.07,101.9,0,99,0.8279861111111111,0.16000000000000003,1.0292929292929294
2,7,5,101.9,57.56,277,308,0.623,0.603,0.4941565656565657,21.143832812698413,195.6,57.55,0,99,0.9450000000000001,0.4,0.5813131313131313
3,9,6,57.56,101.2,797,796,0.628,0.7,0.7175757575757575,22.083388368253967,37.59,101.16,0,99,0.8488888888888888,0.24000000000000005,1.0218181818181817
5,8,7,101.2,85.1,200,208,0.604,0.708,0.6803055555555555,23.00205496825397,82.65,85.15,0,90,0.8775,0.28,0.9461111111111111
5,8,6,85.1,70.75,150,155,0.535,0.685,0.7254236111111111,23.92513816825397,70.87,70.72,0,72,0.834375,0.08000000000000002,0.9822222222222222
3,7,7,70.75,86.5,363,377,0.529,0.718,0.6878571428571427,24.852881025396822,94.52,86.49,0,90,0.8778571428571429,0.28,0.961
3,4,8,86.5,12.1,71,79,0.37,0.713,0.30712885802469125,25.305760825396828,1461.98,12.1,1,81,0.9081249999999998,0.2,0.14938271604938272
4,9,5,12.1,88.4,122,136,0.773,0.639,0.6657222222222222,26.266605403174605,92.01,88.36,0,90,0.9294444444444445,0.52,0.9817777777777777
4,7,5,88.4,59.5,115,127,0.559,0.626,0.6670496031746032,27.12223648888889,136.91,59.51,0,72,0.8992857142857144,0.08000000000000002,0.8265277777777778
1,9,5,59.5,48.75,224,277,0.883,0.613,0.5340308641975309,27.87949551111112,187.95,48.74,0,81,0.9905555555555555,0.32,0.6017283950617284
3,9,6,48.75,63.62,200,209,0.716,0.646,0.7263333333333333,28.838606622222223,59.24,63.63,0,63,0.8977777777777778,0.24000000000000005,1.01
5,6,9,63.62,40.34,43,49,0.441,0.697,0.4425753968253968,29.52468571111111,218.12,40.34,0,63,0.7547222222222222,0.52,0.6403174603174604
6,6,9,40.34,63.0,312,313,0.421,0.825,0.6157006172839505,30.315092977777777,96.72,63.01,0,81,0.8091666666666666,0.08000000000000002,0.7779012345679012
2,7,9,63.0,43.94,144,179,0.679,0.592,0.47737499999999994,31.006898733333333,183.53,43.95,0,72,0.8138888888888889,0.3600000000000001,0.6104166666666667
3,4,6,43.94,6.8,97,111,0.36,0.675,0.24422222222222217,31.443565133333333,2163.61,6.8,0,72,0.95,0.44,0.09444444444444444
5,9,5,6.8,81.0,65,72,0.655,0.575,0.6709814814814814,32.38889868888889,59.45,80.97,0,81,0.8638888888888889,0.44000000000000006,0.9996296296296296
3,8,5,81.0,82.56,523,535,0.566,0.679,0.7256311728395062,33.330398688888884,54.82,82.54,0,81,0.85375,0.20000000000000004,1.0190123456790123
6,6,9,82.56,42.3,38,44,0.467,0.659,0.3923333333333333,33.98500979999999,187.22,42.3,0,72,0.7552777777777778,0.6400000000000001,0.5874999999999999
5,9,6,42.3,65.25,258,261,0.571,0.684,0.6752619047619047,34.91189868888888,23.99,65.28,0,63,0.8172222222222222,0.44,1.036190476190476
6,6,9,65.25,39.88,24,28,0.444,0.675,0.38167283950617287,35.50530628888888,236.11,39.88,0,81,0.745,0.44,0.4923456790123457
4,9,6,39.88,82.2,335,351,0.729,0.71,0.6749691358024691,36.467306288888885,53.0,82.21,0,81,0.905,0.52,1.0149382716049382
3,6,9,82.2,57.84,190,205,0.476,0.684,0.5020987654320989,37.206491755555554,159.32,57.85,0,81,0.7766666666666666,0.44,0.7141975308641976
5,4,5,57.84,1.37,50,56,0.366,0.624,0.18370679012345678,37.59964015555556,4330.35,1.37,0,81,0.9575,0.56,0.01691358024691358
3,6,5,1.37,51.88,179,193,0.492,0.643,0.5452469135802469,38.34793655555556,173.48,51.88,0,81,0.91,0.24000000000000005,0.6404938271604939
6,9,6,51.88,74.94,219,222,0.604,0.658,0.6829444444444445,39.28215877777778,26.87,74.92,0,72,0.8355555555555556,0.44,1.0405555555555557
4,7,9,74.94,59.03,112,123,0.549,0.703,0.6073809523809525,40.157523942857146,92.72,59.04,0,63,0.7826984126984127,0.48000000000000004,0.9371428571428572
2,9,4,59.03,87.94,702,750,0.8,0.652,0.6438333333333334,41.121501720634924,74.36,87.93,0,90,0.9444444444444444,0.6400000000000001,0.9770000000000001
6,7,9,87.94,71.75,57,63,0.483,0.702,0.503462962962963,41.947057320634926,111.47,71.76,0,81,0.735,0.8,0.885925925925926
2,7,7,71.75,60.34,296,336,0.618,0.661,0.5132936507936507,42.71475229206349,165.27,60.34,0,90,0.9135714285714287,0.4800000000000001,0.6704444444444445
3,5,4,60.34,41.03,130,143,0.387,0.672,0.4394333333333334,43.373552492063496,250.66,41.04,0,81,0.887,0.4,0.5066666666666667
5,7,4,41.03,70.0,98,105,0.498,0.631,0.6408130511463844,44.23435700634921,138.87,70.0,0,81,0.8557142857142858,0.24000000000000005,0.8641975308641975
6,9,9,70.0,64.2,193,195,0.538,0.707,0.6050238095238096,45.11102367301587,26.26,64.2,0,63,0.6916666666666667,0.56,1.0190476190476192
2,4,4,64.2,18.66,115,142,0.377,0.625,0.25539087301587293,45.67714287301588,395.42,18.65,0,63,0.97125,0.92,0.29603174603174603
5,8,5,18.66,82.8,147,153,0.525,0.663,0.612548611111111,46.56052607301587,100.07,82.82,0,90,0.828125,0.48000000000000004,0.9202222222222222
6,6,8,82.8,45.6,47,53,0.521,0.667,0.38633101851851853,47.15416493968254,317.93,45.58,0,108,0.8510416666666667,0.4,0.42203703703703704
2,7,5,45.6,58.16,264,301,0.607,0.647,0.48318253968253966,47.91532671111111,174.84,58.16,0,90,0.9335714285714286,0.6000000000000001,0.6462222222222221
4,9,9,58.16,91.2,324,346,0.679,0.743,0.6316666666666667,48.8313267111111,60.61,91.2,0,90,0.79,0.56,1.0133333333333334
3,7,9,91.2,75.9,314,326,0.52,0.75,0.6728853615520282,49.7087132063492,99.91,75.89,0,81,0.7880952380952381,0.16000000000000003,0.9369135802469136
3,8,5,75.9,68.3,173,184,0.629,0.582,0.6702430555555554,50.6351298063492,94.98,68.3,0,72,0.893125,0.3600000000000001,0.9486111111111111
6,9,6,68.3,65.7,199,201,0.584,0.645,0.6966031746031747,51.56490758412698,23.96,65.68,0,63,0.8244444444444444,0.36000000000000004,1.0425396825396827
2,6,5,65.7,43.16,158,191,0.549,0.608,0.40122979797979796,52.20948358412698,260.99,43.16,0,99,0.9575,0.52,0.43595959595959594
3,9,7,43.16,88.3,257,271,0.722,0.693,0.6873888888888888,53.15659462857143,82.56,88.3,0,90,0.8961111111111111,0.36000000000000004,0.981111111111111
6,8,6,88.3,89.06,125,130,0.561,0.665,0.6779652777777778,54.090578228571424,61.46,89.06,0,90,0.850625,0.36000000000000004,0.9895555555555556
3,8,6,89.06,63.12,441,434,0.489,0.727,0.694719246031746,55.01282822857142,15.69,63.13,0,63,0.805625,0.24,1.002063492063492
6,8,6,63.12,50.2,155,154,0.378,0.687,0.5213472222222222,55.72549462857143,103.48,50.18,0,72,0.73625,0.24,0.6969444444444445
3,7,4,50.2,61.94,323,335,0.497,0.64,0.6600079365079365,56.65730422857143,75.72,61.93,0,63,0.855,0.44000000000000006,0.983015873015873
6,9,5,61.94,73.1,211,212,0.603,0.661,0.6784166666666667,57.591304228571424,29.71,73.14,0,72,0.835,0.4,1.0158333333333334
6,7,8,73.1,75.6,64,70,0.473,0.669,0.5447643398268398,58.35206048571428,142.45,75.63,0,99,0.7559821428571429,0.32,0.7639393939393939
3,9,9,75.6,89.56,228,244,0.451,0.701,0.6095555555555556,59.20512708571428,80.36,89.56,0,90,0.6399999999999999,0.4,0.9951111111111112
3,9,8,89.56,89.7,272,284,0.752,0.654,0.7302916666666667,60.13373839682539,79.43,89.7,0,90,0.8265277777777778,0.08000000000000002,0.9966666666666667
5,9,7,89.7,102.5,295,301,0.61,0.718,0.7212424242424242,61.06929395238095,49.83,102.48,0,99,0.8388888888888888,0.24000000000000005,1.0351515151515152
1,8,9,102.5,46.66,199,246,0.769,0.73,0.44987885802469135,61.769395574603166,195.87,46.66,0,81,0.8861805555555555,0.5200000000000001,0.5760493827160493
3,9,6,46.66,73.5,563,571,0.577,0.747,0.6687916666666667,62.69761779682539,35.77,73.53,0,72,0.8205555555555555,0.44000000000000006,1.02125
6,6,9,73.5,38.72,50,57,0.497,0.683,0.3869722222222223,63.33772904126984,214.38,38.72,0,72,0.7936111111111112,0.6,0.5377777777777778
6,9,6,38.72,99.7,228,231,0.613,0.685,0.6836515151515151,64.27395126349207,53.61,99.69,0,99,0.8405555555555555,0.36,1.0069696969696968
6,9,7,99.7,100.2,443,429,0.66,0.758,0.7498585858585859,65.22061793015874,43.37,100.16,0,99,0.8666666666666667,0.08000000000000002,1.0117171717171718
4,7,7,100.2,52.25,81,90,0.614,0.614,0.479082251082251,65.88820247301588,243.33,52.26,0,99,0.8771428571428572,0.24000000000000005,0.5278787878787878
3,9,8,52.25,100.44,255,271,0.466,0.727,0.6731508838383837,66.77350802857144,62.63,100.42,0,99,0.7132638888888889,0.24000000000000005,1.0143434343434343
6,7,4,100.44,82.8,65,73,0.525,0.641,0.5178333333333333,67.58350822857145,139.11,82.8,0,108,0.875,0.6400000000000001,0.7666666666666666
1,9,6,82.8,53.56,308,369,0.842,0.632,0.4930123456790124,68.36743413968256,171.58,53.57,0,81,0.9677777777777777,0.6400000000000001,0.6613580246913581
4,9,6,53.56,56.28,244,249,0.631,0.648,0.5546358024691358,69.12461916190477,130.52,56.29,0,81,0.8505555555555555,0.24,0.6949382716049383
1,6,6,56.28,24.1,33,40,0.586,0.589,0.34341666666666665,69.66228562857144,472.31,24.09,0,99,0.9791666666666667,0.36,0.24333333333333332
5,8,5,24.1,91.5,185,195,0.558,0.679,0.620645202020202,70.55620962857144,85.04,91.48,0,99,0.84875,0.4800000000000001,0.9240404040404041
5,7,8,91.5,80.4,80,89,0.525,0.682,0.5279647435897435,71.28901702857144,163.42,80.4,0,117,0.80125,0.28,0.6871794871794872
2,7,6,80.4,58.34,242,274,0.643,0.635,0.5318412698412698,72.06159791428573,173.99,58.33,0,90,0.9592857142857143,0.4,0.6481111111111111
2,9,4,58.34,95.5,703,753,0.782,0.648,0.7145555555555555,73.0140420920635,76.91,95.48,0,99,0.9344444444444444,0.24000000000000005,0.9644444444444444
