replica,cpu,heap,previous_tps,instant_tps,inc_tps,out_tps,cpu_usage,memory_usage,reward,sum_reward,response_time,num_request,num_failures,expected_tps,utilization
2,9,7,32.6,36.66,352,358,0.644,0.732,0.8028885804966227,45.00512413968252,28.93,36.65,0,36,0.8577777777777778
6,5,4,36.66,28.78,36,41,0.297,0.648,0.1998500000281277,45.80359053968253,126.09,28.78,0,36,0.7969999999999999
2,4,5,28.78,8.52,82,96,0.388,0.577,0.20924341019563558,46.311190339682526,796.51,8.52,0,45,0.985
5,6,8,8.52,43.62,46,52,0.456,0.679,0.20021874991277067,47.11760713968253,135.66,43.62,0,54,0.8043750000000001
3,7,8,43.62,53.25,214,221,0.512,0.695,0.20000454391962935,48.02930945396824,91.67,53.25,0,54,0.8000892857142857
2,9,7,53.25,56.03,488,507,0.739,0.68,0.6846882559659185,48.987817390476174,57.23,56.03,0,54,0.8962698412698413
6,7,7,56.03,52.97,70,76,0.467,0.633,0.4229970575347106,49.890547704761886,61.04,52.96,0,54,0.7857142857142858
5,8,7,52.97,55.12,178,183,0.509,0.675,0.8000108968787787,50.81065484761903,35.22,55.13,0,54,0.8002678571428572
4,7,9,55.12,44.2,81,91,0.481,0.708,0.19684573657089074,51.69448355238093,89.49,44.18,0,45,0.736904761904762
2,9,6,44.2,36.75,299,321,0.708,0.688,0.8046569765483,52.65181688571426,37.75,36.75,0,36,0.8933333333333333
5,8,7,36.75,56.53,148,152,0.491,0.701,0.8002689689269926,53.57456688571426,42.02,56.54,0,54,0.806875
2,5,9,56.53,20.94,105,129,0.496,0.647,0.2027720446931431,54.14930046349204,339.47,20.93,0,54,0.8554444444444445
2,9,5,20.94,63.34,386,421,0.771,0.672,0.3677793187502997,55.12063379682537,62.0,63.34,0,63,0.9283333333333333
6,7,4,63.34,59.2,49,54,0.481,0.601,0.2021787523180427,56.02177676825394,89.25,59.19,0,63,0.8435714285714286
1,5,8,59.2,8.8,9,11,0.498,0.545,0.20193118997695186,56.45500456825394,758.85,8.8,0,54,0.838625
6,8,4,8.8,41.84,66,70,0.403,0.618,0.7850920593844155,57.31348816825394,52.3,41.83,0,45,0.7518750000000001
6,5,6,41.84,20.8,35,40,0.367,0.682,0.20334968674036383,57.93762136825394,252.06,20.8,0,45,0.867
4,9,4,20.8,63.72,127,139,0.664,0.623,0.7250388501230156,58.885176923809496,56.21,63.72,0,63,0.8688888888888888
6,7,4,63.72,52.06,45,50,0.463,0.623,0.21005746092790098,59.79590703809521,68.48,52.06,0,54,0.8307142857142857
4,8,8,52.06,55.03,193,200,0.72,0.668,0.8027706171831075,60.74290703809521,46.2,55.03,0,54,0.8674999999999999
6,7,6,55.03,54.44,81,88,0.494,0.651,0.49064909923068456,61.68404989523807,60.16,54.43,0,54,0.8528571428571429
5,9,4,54.44,55.84,292,287,0.546,0.695,0.8001666630406414,62.605383228571405,22.13,55.85,0,54,0.8033333333333333
2,8,7,55.84,61.3,182,220,0.344,0.641,0.1936449972188287,63.38552628571426,127.5,61.32,0,72,0.6728571428571428
3,8,6,61.3,46.22,340,345,0.494,0.684,0.8004361765920769,64.30902628571427,33.95,46.23,0,45,0.80875
1,9,5,46.22,49.38,217,262,0.845,0.624,0.2084671581585929,65.16689926349204,142.55,49.36,0,63,0.9694444444444444
6,6,8,49.38,50.94,48,53,0.497,0.661,0.20136456215894594,65.9830539301587,138.67,50.95,0,63,0.8272916666666668
6,4,4,50.94,9.78,31,36,0.342,0.615,0.20637284184388074,66.44719673015871,798.4,9.78,0,63,0.9275
5,9,4,9.78,56.72,205,210,0.523,0.664,0.7995277741626591,67.36341895238093,22.58,56.71,0,54,0.7905555555555556
2,9,6,56.72,55.4,486,506,0.713,0.641,0.2261473445289506,68.32186339682536,66.6,55.41,0,54,0.8961111111111111
6,5,7,55.4,18.73,25,29,0.436,0.608,0.20351392407440083,68.91971088253965,367.25,18.73,0,45,0.8702857142857143
4,6,7,18.73,34.03,37,42,0.52,0.638,0.20445164557610004,69.7291963301587,144.24,34.04,0,45,0.8890476190476191
6,8,7,34.03,51.7,89,95,0.5,0.682,0.48200371179844703,70.62349767301585,60.24,51.7,0,54,0.7996428571428572
5,5,6,51.7,1.06,24,28,0.442,0.65,0.20709701891109122,71.01039267301584,461.57,1.06,0,63,0.942
4,8,4,1.06,58.88,75,83,0.607,0.609,0.2039682353073833,71.92271427301584,96.79,58.86,0,63,0.879375
5,6,7,58.88,31.97,53,60,0.47,0.655,0.20297597081038612,72.57099979682536,281.15,31.97,0,63,0.8595238095238096
4,9,7,31.97,55.8,234,244,0.585,0.699,0.8012071737873577,73.50071408253964,37.31,55.82,0,54,0.8242857142857143
4,8,7,55.8,44.62,158,169,0.576,0.671,0.8019188635254467,74.43162836825393,41.02,44.64,0,45,0.8392857142857143
5,6,4,44.62,38.22,42,46,0.447,0.618,0.20362460309985175,75.29022816825392,111.43,38.22,0,45,0.8725
3,8,6,38.22,74.75,392,401,0.57,0.721,0.21425863300953163,76.23272816825391,67.88,74.73,0,72,0.85625
4,7,6,74.75,57.44,96,108,0.54,0.652,0.20428506085840517,77.13406148253962,98.65,57.44,0,63,0.8857142857142858
6,9,6,57.44,54.72,144,148,0.526,0.672,0.7996110842861086,78.05095037142851,26.19,54.72,0,54,0.7922222222222222
3,8,7,54.72,71.9,436,451,0.587,0.724,0.6893424988810954,0.0,57.1,71.87,0,72,0.866875
4,8,8,71.9,63.88,206,215,0.603,0.737,0.30520478011061714,0.935,63.14,63.87,0,63,0.8374999999999999
4,8,8,63.88,55.53,293,304,0.603,0.759,0.8025623568371993,1.8755,21.74,55.53,0,54,0.85125
2,4,5,55.53,8.93,110,135,0.394,0.532,0.2096175763271309,2.371722,1205.35,8.93,0,54,0.9924999999999999
6,8,4,8.93,64.25,69,73,0.521,0.611,0.8008959246524193,3.301972,45.3,64.26,0,63,0.825625
2,9,9,64.25,63.0,529,553,0.737,0.735,0.31169291487431905,4.228987711111111,62.97,62.99,0,63,0.8177777777777777
6,7,9,63.0,56.9,74,79,0.468,0.69,0.19588163691780136,5.05803513015873,91.17,56.91,0,63,0.7176190476190476
6,5,4,56.9,28.95,24,28,0.264,0.627,0.1982000485984254,5.685301730158731,253.64,28.95,0,54,0.764
5,4,6,28.95,0.36,26,30,0.331,0.655,0.20568596735164954,6.054801930158731,7061.6,0.36,0,54,0.9137500000000001
3,5,5,0.36,32.2,145,154,0.386,0.659,0.20429933756415083,6.8385355301587305,156.96,32.2,0,45,0.886
4,9,5,32.2,63.84,278,288,0.672,0.664,0.8036507742124569,7.787868863492064,38.87,63.83,0,63,0.8733333333333333
1,8,5,63.84,39.34,358,422,0.789,0.579,0.20964875382873155,8.559690463492064,179.8,39.33,0,63,0.993125
5,4,9,39.34,4.14,48,55,0.333,0.705,0.2003958328164945,8.922285530158732,1916.88,4.14,0,63,0.8079166666666666
3,6,4,4.14,41.78,158,169,0.458,0.65,0.20408276606198414,9.739174596825398,138.39,41.78,0,54,0.8816666666666667
2,6,5,41.78,35.7,121,145,0.536,0.641,0.2073300486799825,10.457841463492064,198.18,35.7,0,63,0.9466666666666668
3,8,6,35.7,55.8,409,418,0.548,0.696,0.8021064776055793,11.394841463492064,39.22,55.81,0,54,0.8425
4,9,5,55.8,45.97,210,219,0.539,0.662,0.7999720544782455,12.314619241269842,29.82,45.97,0,45,0.7994444444444444
3,9,7,45.97,45.47,182,187,0.65,0.664,0.8017696953460858,13.248777971428572,28.78,45.48,0,45,0.8353968253968255
1,8,7,45.47,39.8,240,296,0.774,0.61,0.20597143891883168,13.995801485714289,177.23,39.82,0,63,0.9194642857142857
3,9,6,39.8,54.78,209,216,0.689,0.641,0.8035778423367427,14.948912596825398,46.05,54.79,0,54,0.8827777777777777
4,9,9,54.78,55.0,231,237,0.579,0.725,0.7962212023016051,15.838690374603177,34.16,55.0,0,54,0.7244444444444444
3,6,9,55.0,44.28,137,146,0.485,0.677,0.19901389687972265,16.642801485714287,131.82,44.28,0,54,0.7802777777777778
5,9,6,44.28,66.2,244,249,0.544,0.686,0.8001110512138381,17.563690374603176,27.76,66.18,0,63,0.8022222222222222
6,7,4,66.2,46.28,63,70,0.471,0.606,0.7983617988812846,18.498261803174604,49.7,46.29,0,45,0.8364285714285714
5,4,7,46.28,5.76,37,42,0.338,0.688,0.20569488869518138,18.94063323174603,1287.55,5.76,0,45,0.9139285714285714
5,8,9,5.76,47.12,137,141,0.445,0.74,0.7944625703619848,19.816327676190475,32.53,47.14,0,45,0.6892361111111112
4,6,8,47.12,40.16,52,61,0.478,0.675,0.20101040807028234,20.526887009523808,192.42,40.16,0,63,0.8202083333333333
3,8,6,40.16,64.2,422,431,0.565,0.713,0.8023309905405285,21.468137009523808,44.96,64.21,0,63,0.8531249999999999
6,6,5,64.2,38.84,42,46,0.48,0.601,0.20499895859368414,22.198041809523808,213.72,38.84,0,63,0.9
6,6,6,38.84,43.34,32,35,0.439,0.619,0.20329136948689197,23.02604194285714,137.02,43.35,0,54,0.8658333333333333
2,6,8,43.34,29.11,100,118,0.554,0.642,0.20314557392560717,23.75934200952381,172.93,29.11,0,45,0.8629166666666668
1,9,7,29.11,39.38,228,271,0.868,0.587,0.20507430760214634,24.64514498412698,123.5,39.39,0,45,0.9015079365079365
4,9,9,39.38,65.56,291,300,0.647,0.738,0.7984673005068649,25.55292276190476,36.59,65.57,0,63,0.7694444444444444
1,4,8,65.56,2.93,41,51,0.394,0.64,0.20462417574597405,25.93433916190476,2576.99,2.93,4,72,0.8925
4,8,5,2.93,61.56,58,64,0.63,0.594,0.20482494591486208,26.87822036190476,76.75,61.57,0,63,0.89375
6,6,7,61.56,46.75,167,172,0.432,0.722,0.20299978337174002,27.74177596190476,96.18,46.76,0,54,0.86
5,4,9,46.75,3.53,54,61,0.373,0.771,0.20472828546462543,28.13322849523809,644.5,3.53,0,63,0.8945833333333333
6,8,8,3.53,54.94,50,54,0.583,0.648,0.798418399581816,29.04097849523809,41.23,54.95,0,54,0.7693749999999999
2,5,5,54.94,24.12,114,136,0.5,0.526,0.209991674991576,29.67078809523809,288.81,24.13,0,63,1.0
5,8,6,24.12,63.97,181,189,0.584,0.658,0.803199333625334,30.616788095238093,41.23,63.96,0,63,0.865
2,5,7,63.97,20.94,81,96,0.485,0.613,0.20614092621453525,31.21848675238095,368.55,20.93,0,54,0.9228571428571428
1,8,5,20.94,43.5,230,280,0.799,0.619,0.20996050274347514,31.94038515238095,208.79,43.49,0,81,0.999375
1,6,4,43.5,20.27,25,30,0.585,0.566,0.2093681395745296,32.52833735238095,348.15,20.26,0,63,0.9875
4,8,5,20.27,60.9,190,197,0.559,0.667,0.20769221797901466,33.448087552380954,69.47,60.9,0,63,0.849375
5,7,8,60.9,53.62,86,92,0.471,0.691,0.21414204877567605,34.35118678095238,67.23,53.62,0,54,0.7683035714285713
2,9,6,53.62,54.75,407,421,0.721,0.67,0.21550507120240947,35.3114090031746,68.06,54.76,0,54,0.9005555555555556
6,4,7,54.75,1.18,13,16,0.313,0.644,0.2025623597890734,35.6631470031746,2305.75,1.18,0,63,0.8512500000000001
1,7,4,1.18,33.97,31,39,0.662,0.638,0.20863748105362748,36.303919660317455,267.35,33.97,0,81,0.9728571428571429
3,6,6,33.97,49.3,189,203,0.502,0.627,0.2059149412338413,37.08225299365079,161.98,49.32,0,72,0.9183333333333333
4,9,9,49.3,82.56,332,344,0.715,0.763,0.7998761972869461,38.01069743809524,47.54,82.55,0,81,0.8211111111111111
4,9,9,82.56,101.5,555,545,0.715,0.817,0.8025554157123389,38.95114188253968,19.05,101.48,0,99,0.851111111111111
3,9,6,101.5,64.44,357,363,0.667,0.687,0.8031497289400553,39.8993641047619,45.26,64.42,0,63,0.8705555555555555
1,4,8,64.44,3.64,44,55,0.4,0.653,0.20540493362321774,40.3030583047619,1983.32,3.64,0,54,0.9081250000000001
3,5,4,3.64,32.1,137,152,0.425,0.615,0.20624796628920625,40.97877270476189,222.01,32.1,0,63,0.925
2,8,5,32.1,59.38,404,440,0.73,0.66,0.20780853061656354,41.92660590476189,99.21,59.36,0,63,0.95625
6,7,8,59.38,60.34,71,78,0.52,0.668,0.19947760549890078,42.81684413333332,79.73,60.34,0,63,0.7889285714285714
3,6,8,60.34,43.47,200,217,0.563,0.669,0.20436389060268817,43.58576079999999,164.32,43.47,0,63,0.8872916666666666
5,9,5,43.47,80.75,245,248,0.57,0.647,0.8002262412065844,44.510575866666656,46.21,80.75,0,81,0.8166666666666667
5,6,7,80.75,39.5,33,37,0.419,0.662,0.20110117934860786,45.27816299047618,166.22,39.49,0,54,0.8220238095238096
2,9,4,39.5,45.75,379,401,0.758,0.664,0.8060472519367317,46.24660743492063,37.12,45.75,0,45,0.9211111111111111
6,5,7,45.75,43.94,44,48,0.332,0.698,0.20152854166631734,46.9974074063492,173.7,43.95,0,63,0.8305714285714285
4,4,8,43.94,0.65,57,64,0.376,0.669,0.20440553724241628,47.3588476063492,1385.77,0.65,0,63,0.888125
4,7,9,0.65,58.03,120,131,0.518,0.679,0.197361292385112,48.210498495238085,93.75,58.04,0,63,0.7472222222222222
4,9,7,58.03,73.8,266,277,0.628,0.697,0.8016213305369084,49.1491969079365,46.54,73.8,0,72,0.8467460317460317
3,7,8,73.8,61.16,326,338,0.518,0.728,0.20126554303154257,50.0615779079365,81.12,61.15,0,63,0.825
4,9,8,61.16,55.22,238,250,0.647,0.719,0.800440854476505,50.98510568571428,29.1,55.22,0,54,0.8088194444444444
3,9,6,55.22,45.94,175,179,0.634,0.612,0.8025761624365704,51.925994574603166,40.49,45.93,0,45,0.8522222222222222
1,9,4,45.94,50.03,336,397,0.858,0.599,0.20882759410006832,52.79323284126984,132.86,50.04,0,63,0.9766666666666666
4,7,5,50.03,55.28,110,121,0.524,0.615,0.20371385875909087,53.66951852698412,112.47,55.29,0,63,0.8742857142857143
6,4,9,55.28,3.37,32,37,0.347,0.668,0.20024305543589938,54.02355817142856,2846.46,3.37,0,63,0.804861111111111
6,6,9,3.37,49.3,41,45,0.437,0.676,0.19698633922987982,54.78916126031745,138.98,49.32,0,63,0.7397222222222223
6,6,8,49.3,38.94,25,29,0.458,0.62,0.1984583638670646,55.46768492698411,190.06,38.94,0,63,0.7691666666666667
3,4,4,38.94,17.6,160,176,0.373,0.675,0.20830771685278565,56.00085132698411,574.19,17.6,0,72,0.96625
4,9,4,17.6,45.62,208,212,0.574,0.647,0.8009444287320082,56.92840688253967,23.9,45.63,0,45,0.8188888888888888
5,8,6,45.62,79.4,177,185,0.542,0.655,0.20194402359971045,57.85190688253967,82.84,79.38,0,81,0.83875
5,8,5,79.4,63.53,178,183,0.507,0.659,0.79709782634468,58.778656882539664,49.86,63.54,0,63,0.816875
4,4,6,63.53,2.65,57,67,0.377,0.611,0.20855727240158287,59.18924048253967,4767.82,2.65,0,72,0.97125
1,9,5,2.65,51.53,324,388,0.81,0.595,0.20749648635141407,59.99865688253967,156.24,51.53,0,72,0.95
2,6,9,51.53,39.38,125,155,0.544,0.665,0.20113887657891338,60.65585159365078,207.89,39.37,0,72,0.8227777777777778
2,4,8,39.38,10.54,63,79,0.357,0.699,0.2041556517968072,61.14963479365078,533.9,10.54,0,45,0.8831249999999999
4,6,8,10.54,33.9,56,61,0.494,0.663,0.20130206493714997,61.85671826031745,197.29,33.9,0,54,0.8260416666666667
3,6,8,33.9,63.2,299,315,0.47,0.753,0.20315620348712696,62.801634926984114,79.14,63.2,0,63,0.8622916666666667
4,8,5,63.2,62.75,300,310,0.627,0.672,0.8001137785371544,63.75600412698412,50.22,62.75,0,63,0.891875
4,6,5,62.75,37.03,50,57,0.475,0.608,0.20479075006878908,64.46690886031745,223.08,37.02,0,63,0.8958333333333333
4,6,6,37.03,41.94,42,48,0.505,0.633,0.20603982957621422,65.23467059365078,190.87,41.94,0,63,0.9208333333333334
3,9,9,41.94,63.88,217,222,0.685,0.67,0.49089013740491166,66.13578170476188,60.09,63.86,0,63,0.7527777777777778
3,8,7,63.88,55.6,426,433,0.552,0.698,0.80212111137789,67.07321027619045,41.49,55.58,0,54,0.8435714285714286
3,5,6,55.6,23.06,98,105,0.273,0.645,0.19865002050275138,67.69001047619045,214.38,23.07,0,45,0.773
5,9,5,23.06,63.44,135,144,0.607,0.642,0.8018444531667017,68.62489936507934,39.01,63.45,0,63,0.8372222222222222
3,7,6,63.44,44.84,209,215,0.493,0.677,0.20458803617690371,69.56348970793648,71.42,44.83,0,45,0.8521428571428571
4,5,8,44.84,16.94,39,46,0.478,0.603,0.2027435778846226,70.06667770793648,561.38,16.93,0,63,0.8548749999999999
3,6,4,16.94,53.9,133,147,0.472,0.62,0.20466581993749292,70.93743944126982,123.86,53.91,0,63,0.8933333333333333
2,7,5,53.9,45.88,183,202,0.62,0.617,0.2071398217624544,71.82447129841267,129.53,45.89,0,54,0.9428571428571428
6,5,4,45.88,15.94,32,36,0.473,0.654,0.20864461057725658,72.36548089841267,548.29,15.94,0,63,0.973
3,5,9,15.94,25.05,117,128,0.429,0.714,0.20128331572046756,73.02974776507934,205.61,25.05,0,45,0.8256666666666665
1,6,7,25.05,19.86,7,9,0.587,0.652,0.2077401798331036,73.60084294603172,357.87,19.86,0,63,0.9548809523809524
3,6,7,19.86,19.8,141,169,0.512,0.636,0.20404706652952953,74.14170009841267,380.34,19.79,0,63,0.880952380952381
5,8,7,19.8,64.56,223,227,0.563,0.688,0.8021583431036079,75.07902152698409,37.21,64.58,0,63,0.8433035714285714
3,9,7,64.56,64.4,208,218,0.666,0.662,0.23719150847497533,76.01616438412695,65.56,64.4,0,63,0.842857142857143
3,6,8,64.4,40.84,149,160,0.484,0.683,0.2015103879523058,76.73720011746029,172.78,40.84,0,63,0.8302083333333333
2,9,9,40.84,53.6,345,373,0.701,0.719,0.20215567126302386,0.0,70.79,53.58,0,54,0.7888888888888889
2,8,8,53.6,45.16,354,376,0.701,0.685,0.20949377518551693,0.9465,69.13,45.15,0,45,0.86625
3,8,6,45.16,81.25,396,410,0.588,0.723,0.2204570322892171,1.8935,67.06,81.23,0,81,0.8674999999999999
3,5,6,81.25,41.2,115,129,0.36,0.684,0.20299977502024813,2.6296906,192.51,41.18,0,63,0.86
2,4,6,41.2,10.93,113,141,0.388,0.62,0.20924341019563558,3.1277858,1340.88,10.93,0,63,0.985
5,8,5,10.93,64.06,152,158,0.521,0.687,0.797535313823061,4.0580358,49.86,64.08,0,63,0.825625
2,9,8,64.06,62.8,449,483,0.702,0.694,0.20371618834321498,4.9856308,70.93,62.8,0,63,0.82375
1,8,6,62.8,36.34,189,229,0.787,0.565,0.20813093261285293,5.774380933333333,166.25,36.33,0,54,0.9627083333333333
5,9,9,36.34,46.34,186,190,0.465,0.723,0.7930028487473227,6.638380933333333,23.78,46.34,0,45,0.6599999999999999
5,7,8,46.34,59.44,66,72,0.474,0.694,0.1986220214461707,7.513500104761904,83.05,59.45,0,63,0.7723214285714286
5,4,4,59.44,3.97,21,26,0.308,0.637,0.20424936040198546,7.905309704761905,1328.06,3.97,0,63,0.885
2,8,9,3.97,57.78,323,351,0.712,0.762,0.2034163343476945,8.802833438095238,108.71,57.77,0,63,0.8683333333333333
1,9,6,57.78,50.97,275,325,0.857,0.65,0.20879987026808589,9.678611282539682,125.25,50.96,0,63,0.9761111111111112
6,6,9,50.97,40.62,38,42,0.48,0.665,0.19847225193814244,10.37315086031746,174.52,40.61,0,63,0.7694444444444445
6,5,7,40.62,17.06,41,46,0.46,0.681,0.20731815988311209,10.94138888888889,434.24,17.07,0,54,0.9464285714285715
5,8,5,17.06,45.47,55,60,0.553,0.61,0.8021180429927022,11.87963888888889,43.58,45.46,0,45,0.8456250000000001
3,8,5,45.47,64.0,302,305,0.604,0.672,0.8038736151536836,12.83063888888889,33.18,64.0,0,63,0.8775
6,7,5,64.0,59.3,107,114,0.536,0.654,0.2067218305551787,13.748733946031749,70.89,59.32,0,63,0.8828571428571429
6,7,4,59.3,63.62,62,67,0.472,0.618,0.2018570903889668,14.61367428888889,100.62,63.61,0,72,0.8371428571428572
6,7,6,63.62,70.7,93,101,0.502,0.595,0.20278706237091862,15.544436393650797,78.2,70.68,0,72,0.8544047619047619
1,7,4,70.7,30.03,96,114,0.657,0.591,0.20845923586210657,16.21815087936508,236.02,30.03,0,63,0.9692857142857143
4,9,6,30.03,63.97,274,284,0.658,0.702,0.8032729363901423,17.1643731015873,36.42,63.97,0,63,0.8655555555555556
5,6,6,63.97,35.12,46,51,0.439,0.63,0.2032913694868921,17.978839634920636,133.29,35.11,0,45,0.8658333333333333
3,7,9,35.12,59.5,247,259,0.501,0.744,0.19855956613378667,18.854077625396823,94.71,59.51,0,63,0.7711904761904762
1,4,5,59.5,0.93,23,27,0.391,0.597,0.2094305015314768,19.258434825396822,10222.02,0.93,0,63,0.98875
1,5,6,0.93,14.96,24,32,0.491,0.609,0.20954274841459705,19.797310825396824,487.81,14.96,0,63,0.991
3,9,8,14.96,64.3,118,124,0.358,0.683,0.3057570584642311,20.64761638095238,62.89,64.3,0,63,0.6257638888888889
2,9,5,64.3,63.75,480,519,0.7,0.647,0.2411794106850799,21.60317193650793,65.46,63.74,0,63,0.8888888888888888
5,8,6,63.75,55.66,195,201,0.519,0.651,0.8012179641069204,22.532921936507933,32.87,55.65,0,54,0.824375
6,9,7,55.66,55.1,157,161,0.55,0.67,0.7992063386045386,23.446572730158728,24.96,55.08,0,54,0.7841269841269842
5,6,8,55.1,44.53,54,59,0.484,0.669,0.20107290637438338,24.146155863492066,234.56,44.52,0,72,0.8214583333333334
1,6,6,44.53,21.66,24,30,0.596,0.595,0.2096175763271309,24.749441863492063,326.48,21.66,0,63,0.9924999999999999
5,5,6,21.66,0.07,33,38,0.457,0.583,0.2071386328130619,25.1270419968254,109.66,0.07,0,90,0.9428333333333334
3,8,5,0.07,63.34,381,388,0.556,0.687,0.7661530963937927,26.0660419968254,54.51,63.35,0,63,0.8475
6,6,8,63.34,38.3,24,28,0.458,0.646,0.1992708365640351,26.699375063492063,242.6,38.3,0,72,0.7854166666666667
4,9,7,38.3,55.3,217,223,0.579,0.689,0.8006657031894825,27.62489887301588,39.81,55.31,0,54,0.8138095238095238
3,4,9,55.3,10.13,114,128,0.367,0.756,0.2039369913569356,28.08895467301588,610.47,10.13,0,54,0.8787499999999999
6,9,5,10.13,74.8,83,89,0.679,0.605,0.8038483306965284,29.039843561904764,38.41,74.8,0,72,0.8772222222222222
2,8,5,74.8,59.62,345,380,0.691,0.637,0.2065913643140755,29.980307561904763,98.78,59.61,0,63,0.931875
2,5,4,59.62,17.67,82,100,0.489,0.556,0.20944297370271744,30.54419316190476,402.08,17.67,0,63,0.989
5,4,6,17.67,1.0,61,68,0.371,0.665,0.2081829293110957,30.93802656190476,817.22,1.0,0,72,0.96375
5,6,5,1.0,45.56,47,52,0.433,0.609,0.2030414321825494,31.716359695238094,162.28,45.57,0,63,0.8608333333333333
6,9,8,45.56,55.16,159,164,0.534,0.677,0.7959901019843723,32.60427636190476,25.44,55.17,0,54,0.7197916666666667
4,9,7,55.16,46.0,202,208,0.514,0.68,0.7985635075818003,33.5127842984127,24.01,46.0,0,45,0.7712698412698413
5,8,5,46.0,73.9,160,167,0.518,0.66,0.20118748608805498,34.389321098412694,106.74,73.85,0,81,0.82375
4,5,7,73.9,22.92,71,79,0.484,0.694,0.20897967304622647,34.97220661269841,443.53,22.92,0,72,0.9797142857142858
5,9,5,22.92,72.9,76,83,0.625,0.614,0.22897809798046898,35.9110955015873,66.14,72.89,0,72,0.8472222222222222
6,7,6,72.9,74.6,67,73,0.486,0.653,0.2023570364911919,36.80254544444444,98.39,74.6,0,81,0.8471428571428572
2,9,7,74.6,71.8,534,565,0.82,0.749,0.2892975974574785,37.78335106666666,63.7,71.83,0,72,0.9555555555555555
4,7,4,71.8,48.7,79,89,0.501,0.625,0.2028926626766003,38.66749412380952,96.46,48.69,0,54,0.8578571428571429
5,4,7,48.7,6.43,26,30,0.312,0.674,0.2035710490037106,39.10179895238095,1048.44,6.43,0,45,0.8714285714285714
1,8,8,6.43,41.38,279,333,0.766,0.633,0.20371832150116218,39.84545375238095,171.41,41.36,0,63,0.874375
6,7,8,41.38,70.1,51,56,0.476,0.673,0.19803131358782844,40.66911115238095,120.13,70.12,0,81,0.7606250000000001
6,6,6,70.1,33.47,45,50,0.478,0.602,0.20491567645946845,41.307444485714285,291.19,33.48,0,72,0.8983333333333333
5,8,6,33.47,70.75,183,190,0.52,0.688,0.20267552406407968,42.22694448571429,72.08,70.74,0,72,0.825
5,7,7,70.75,65.6,76,83,0.471,0.681,0.20114284580610373,43.10275394285714,100.23,65.6,0,72,0.822857142857143
1,4,7,65.6,2.71,24,31,0.4,0.62,0.20713982176245388,43.5100078,2236.65,2.71,0,54,0.9428571428571428
6,9,5,2.71,55.06,59,64,0.615,0.628,0.8020826606727813,44.44667446666666,32.36,55.05,0,54,0.8416666666666667
1,6,8,55.06,20.22,27,31,0.596,0.566,0.20252069985107185,44.95534093333333,401.42,20.22,0,72,0.8504166666666666
4,8,5,20.22,78.0,197,212,0.574,0.679,0.20293803681671074,45.87676693333333,87.19,78.02,0,81,0.8587499999999999
6,7,8,78.0,81.5,77,84,0.474,0.673,0.19795989219140628,46.6745665047619,150.62,81.53,0,99,0.7591964285714285
6,6,7,81.5,42.28,28,31,0.451,0.623,0.20104165724776327,47.355149638095234,206.55,42.27,0,72,0.8208333333333333
3,9,4,42.28,82.4,247,254,0.709,0.638,0.2055005948865894,48.31270519365079,73.22,82.37,0,81,0.8938888888888888
6,7,6,82.4,50.38,55,61,0.462,0.62,0.20160715151351993,49.2043719936508,77.26,50.37,0,54,0.8300000000000001
4,7,7,50.38,49.84,94,106,0.536,0.641,0.20203575365244822,50.09432450793651,91.03,49.83,0,54,0.8407142857142857
6,8,8,49.84,60.0,111,116,0.464,0.706,0.5309115512099447,50.958253107936514,59.54,60.0,0,63,0.73125
3,6,9,60.0,48.97,144,154,0.462,0.693,0.19850002812436723,51.732729107936514,142.6,48.98,0,63,0.77
4,5,8,48.97,17.94,57,65,0.471,0.706,0.20561102717538235,52.24712930793651,596.21,17.94,0,72,0.91225
2,8,5,17.94,64.4,156,182,0.725,0.605,0.20765251223104952,53.165045707936514,114.16,64.4,0,72,0.953125
2,6,5,64.4,36.9,129,153,0.499,0.614,0.20579004827446373,53.882902841269846,194.68,36.91,0,63,0.9158333333333333
4,7,4,36.9,49.78,88,96,0.511,0.654,0.2032497177908785,54.78212504126984,97.74,49.79,0,54,0.865
1,8,7,49.78,32.0,172,207,0.765,0.632,0.20647541447591547,55.58061306984127,157.69,32.0,0,45,0.9295535714285714
3,5,4,32.0,39.72,168,180,0.345,0.659,0.20224990508293017,56.24952986984127,202.66,39.71,0,72,0.845
2,9,7,39.72,71.3,562,608,0.772,0.678,0.20580555037437695,57.20888311111111,76.61,71.29,0,72,0.9131746031746033
2,7,8,71.3,47.16,271,296,0.635,0.693,0.20433414277086712,58.08767308253968,123.6,47.17,0,54,0.8866964285714285
3,9,6,47.16,72.5,199,209,0.737,0.673,0.20903517039271566,59.05145086031746,70.24,72.48,0,72,0.9094444444444445
6,8,4,72.5,72.1,138,143,0.547,0.654,0.7845063350645528,59.98820086031746,53.0,72.15,0,72,0.8418749999999999
6,8,5,72.1,56.06,123,130,0.525,0.637,0.8014027723211712,60.91945086031746,35.87,56.05,0,54,0.828125
2,7,9,56.06,37.78,171,191,0.588,0.691,0.20019444438318046,61.66078441587302,159.34,37.78,0,54,0.8038888888888889
5,4,5,37.78,2.04,45,52,0.353,0.632,0.20705956588203567,62.05428421587302,4822.97,2.04,0,72,0.9412499999999999
4,9,5,2.04,64.4,292,301,0.654,0.673,0.8031569174741716,62.99961754920635,37.89,64.38,0,63,0.8633333333333333
