replica,cpu,heap,previous_tps,instant_tps
2,9,1,49.88,50.0
2,9,1,50.0,49.88
2,9,1,49.88,50.34
2,9,1,50.34,49.6
2,9,1,50.34,49.6
1,9,1,49.6,49.88
1,9,1,49.88,49.53
1,9,1,49.88,49.53
2,9,1,49.53,47.7
2,9,1,49.53,47.7
3,9,1,47.7,49.53
3,9,1,49.53,49.47
3,9,1,49.53,49.47
3,9,1,49.53,49.47
3,9,1,49.53,49.47
3,9,1,49.53,49.47
3,9,1,49.53,49.47
4,9,1,49.47,50.22
4,9,1,50.22,50.44
4,9,1,50.22,50.44
4,9,1,50.44,49.8
4,9,1,50.44,49.8
4,9,1,50.44,49.8
4,9,1,50.44,49.8
4,9,1,50.44,49.8
3,9,1,49.8,50.06
3,9,1,50.06,49.34
3,9,1,50.06,49.34
2,9,1,49.34,49.53
1,9,1,49.53,49.4
2,9,1,49.4,48.12
3,9,1,48.12,49.34
2,9,1,49.34,50.2
1,9,1,50.2,49.88
1,9,1,50.2,49.88
1,9,1,50.2,49.88
1,9,1,50.2,49.88
1,9,1,50.2,49.88
1,9,1,50.2,49.88
1,9,1,50.2,49.88
1,9,1,50.2,49.88
2,9,1,49.88,48.53
2,9,1,49.88,48.53
2,9,1,49.88,48.53
3,9,1,48.53,49.94
2,9,1,49.94,49.66
2,9,1,49.94,49.66
2,9,2,49.66,50.4
2,9,2,49.66,50.4
2,9,2,49.66,50.4
1,9,2,50.4,50.0
1,9,2,50.4,50.0
1,9,2,50.4,50.0
1,9,2,50.4,50.0
1,9,2,50.4,50.0
1,9,2,50.4,50.0
1,9,2,50.4,50.0
1,9,2,50.4,50.0
1,9,2,50.4,50.0
1,9,1,50.0,45.8
1,9,1,50.0,45.8
1,9,1,50.0,45.8
1,9,1,50.0,45.8
1,9,1,50.0,45.8
1,9,1,50.0,45.8
2,9,1,45.8,47.84
2,9,1,47.84,48.8
2,8,1,48.8,46.16
2,8,1,48.8,46.16
2,8,1,48.8,46.16
2,9,1,46.16,49.3
2,9,1,49.3,49.38
1,9,1,49.38,49.88
1,9,1,49.38,49.88
1,9,1,49.38,49.88
1,9,1,49.38,49.88
1,9,1,49.38,49.88
1,8,1,49.88,44.53
2,8,1,44.53,46.53
2,8,1,46.53,48.2
2,8,1,48.2,48.6
2,8,1,48.6,49.47
2,8,1,49.47,47.66
3,8,1,47.66,47.22
3,8,1,47.22,48.94
3,8,1,48.94,49.12
3,8,1,49.12,49.94
3,8,1,49.94,49.56
2,8,1,49.56,49.34
2,8,1,49.34,49.28
2,8,1,49.28,48.72
1,8,1,48.72,49.47
1,8,1,49.47,49.47
1,8,1,49.47,49.4
1,8,1,49.4,50.6
1,8,1,50.6,49.28
1,8,1,49.28,49.06
1,8,1,49.06,48.4
1,8,1,48.4,49.66
