action,replica,cpu,heap,inc_tps,out_tps,cpu_usage,memory_usage,cost,reward,sum_reward,response_time,num_request,num_failures,expected_tps
INCREASE_HEAP,4,8,5,100,122,0.306,0.527,0.04762,0.9577850000000001,25.245938650793658,10.44,49.22,0,50
DECREASE_HEAP,4,8,4,101,124,0.376,0.545,0.05678,0.982265,26.22820365079366,10.35,49.48,0,50
INCREASE_REPLICA,5,8,4,89,112,0.231,0.572,0.04863,0.9943975,27.22260115079366,9.26,50.47,0,50
DECREASE_HEAP,5,8,4,,,,,,-1,26.22260115079366,,,,
INCREASE_REPLICA,6,8,4,75,94,0.183,0.583,0.04953,0.9808925000000001,27.20349365079366,9.64,49.81,0,50
DO_NOTHING,6,8,4,77,96,0.183,0.598,0.04991,0.9955474999999999,28.19904115079366,9.04,50.52,0,50
INCREASE_CPU,6,9,4,53,66,0.423,0.509,0.09317,0.9914449999999999,29.19048615079366,11.22,50.24,0,50
DECREASE_REPLICA,5,9,4,80,99,0.395,0.537,0.07381,0.9926694444444445,30.183155595238105,9.46,50.2,0,50
DECREASE_REPLICA,4,9,4,101,124,0.168,0.556,0.03067,0.9644333333333334,31.147588928571437,9.47,49.2,0,50
INCREASE_CPU,4,9,4,,,,,,-1,30.147588928571437,,,,
INCREASE_CPU,4,9,4,,,,,,-1,29.147588928571437,,,,
DECREASE_CPU,4,8,4,110,136,0.224,0.534,0.03737,0.96635,30.113938928571436,10.28,49.2,0,50
DO_NOTHING,4,8,4,114,140,0.224,0.551,0.03766,0.9871949999999998,31.101133928571436,8.81,50.24,0,50
INCREASE_HEAP,4,8,5,82,102,0.469,0.504,0.06784,0.9597325,32.06086642857144,10.45,48.89,0,50
DECREASE_CPU,4,7,5,94,116,0.327,0.515,0.05008,0.9359771428571428,32.99684357142858,11.21,47.84,0,50
INCREASE_REPLICA,5,7,5,89,112,0.228,0.534,0.04735,0.9916457142857142,33.988489285714294,9.73,51.22,0,50
INCREASE_HEAP,5,7,6,76,95,0.309,0.552,0.06053,0.9626714285714286,34.95116071428572,11.06,49.7,0,50
DECREASE_REPLICA,4,7,6,96,119,0.325,0.572,0.05079,0.9145409523809525,35.86570166666667,11.09,46.87,0,50
INCREASE_REPLICA,5,7,6,90,112,0.189,0.578,0.04212,0.9757066666666667,36.84140833333334,9.51,50.78,0,50
DECREASE_REPLICA,4,7,6,97,121,0.133,0.611,0.02717,0.8835566666666667,37.724965000000005,11.1,45.73,0,50
DECREASE_REPLICA,3,7,6,126,156,0.124,0.659,0.02014,0.9110338095238095,38.63599880952381,10.36,47.07,0,50
DECREASE_REPLICA,2,7,6,180,219,0.129,0.681,0.01393,0.9659642857142857,39.6019630952381,8.14,50.0,0,50
INCREASE_REPLICA,3,7,6,143,168,0.288,0.616,0.03514,0.9083647619047619,40.51032785714286,12.03,46.47,0,50
DECREASE_REPLICA,2,7,6,141,177,0.11,0.684,0.01275,0.9563971428571428,41.466725000000004,8.36,49.53,0,50
INCREASE_HEAP,2,7,7,173,216,0.333,0.549,0.02571,0.9016200000000001,42.368345000000005,11.05,46.59,0,50
DECREASE_REPLICA,1,7,7,284,327,0.257,0.622,0.01076,0.9435257142857143,43.31187071428572,7.81,48.93,0,50
INCREASE_HEAP,1,7,8,214,273,0.575,0.592,0.02068,0.8725914285714286,44.18446214285714,11.68,44.14,0,50
DECREASE_REPLICA,1,7,8,,,,,,-1,43.18446214285714,,,,
DECREASE_REPLICA,1,7,8,,,,,,-1,42.18446214285714,,,,
DECREASE_REPLICA,1,7,8,,,,,,-1,41.18446214285714,,,,
INCREASE_CPU,1,8,8,247,284,0.671,0.579,0.02366,0.9397850000000001,42.12424714285714,9.86,47.87,0,50
INCREASE_CPU,1,9,8,176,218,0.626,0.581,0.02225,0.9304102777777777,43.05465742063492,9.27,47.74,0,50
DECREASE_REPLICA,1,9,8,,,,,,-1,42.05465742063492,,,,
INCREASE_CPU,1,9,8,,,,,,-1,41.05465742063492,,,,
DECREASE_CPU,1,8,8,221,255,0.632,0.624,0.02262,0.89246,41.94711742063492,10.99,45.22,0,50
DECREASE_CPU,1,7,8,115,150,0.663,0.557,0.02332,0.904049642857143,42.85116706349206,10.65,45.66,0,50
INCREASE_HEAP,1,7,9,137,164,0.624,0.587,0.02221,0.8360625396825396,43.6872296031746,13.11,42.16,0,50
INCREASE_CPU,1,8,9,185,230,0.686,0.587,0.02417,0.901866111111111,44.58909571428571,10.35,45.91,0,50
DECREASE_CPU,1,7,9,141,169,0.612,0.663,0.02216,0.8370876190476191,45.426183333333334,13.17,42.03,0,50
DECREASE_HEAP,1,7,8,145,188,0.656,0.534,0.023,0.8743921428571428,46.300575476190474,11.72,44.12,0,50
INCREASE_REPLICA,2,7,8,182,221,0.394,0.623,0.03019,0.8716803571428571,47.17225583333333,12.13,44.7,0,50
DECREASE_REPLICA,1,7,8,249,299,0.223,0.68,0.00993,0.9524885714285714,48.124744404761906,7.35,49.67,0,50
DECREASE_CPU,1,6,8,163,201,0.56,0.636,0.0204,0.8452966666666667,48.970041071428575,13.31,42.16,0,50
INCREASE_CPU,1,7,8,131,169,0.64,0.577,0.02268,0.8856567857142857,49.855697857142864,11.15,44.66,0,50
DECREASE_HEAP,1,7,7,180,209,0.615,0.524,0.02166,0.8776771428571428,50.73337500000001,11.94,44.24,0,50
DECREASE_HEAP,1,7,6,136,175,0.63,0.543,0.02222,0.9157299999999999,51.649105000000006,10.58,45.86,0,50
INCREASE_REPLICA,2,7,6,194,235,0.367,0.585,0.02816,0.8887442857142858,52.537849285714294,11.87,45.21,0,50
INCREASE_CPU,2,8,6,189,230,0.411,0.541,0.03057,0.9173108333333333,53.455160119047626,11.56,47.03,0,50
DECREASE_REPLICA,1,8,6,267,312,0.296,0.593,0.01187,0.9655766666666666,54.42073678571429,7.3,49.87,0,50
DECREASE_REPLICA,1,8,6,,,,,,-1,53.42073678571429,,,,
DECREASE_REPLICA,1,8,6,,,,,,-1,52.42073678571429,,,,
INCREASE_CPU,1,9,6,26,37,0.0,0.456,0.00193,0.86726,53.28799678571429,11.79,46.07,0,50
INCREASE_REPLICA,2,9,6,197,241,0.447,0.599,0.03334,0.91589,54.20388678571429,12.3,46.73,0,50
INCREASE_CPU,2,9,6,,,,,,-1,53.20388678571429,,,,
DECREASE_REPLICA,1,9,6,210,256,0.287,0.676,0.01194,0.9782177777777777,54.18210456349207,8.45,50.33,0,50
DECREASE_REPLICA,1,9,6,,,,,,-1,53.18210456349207,,,,
DECREASE_REPLICA,1,9,6,,,,,,-1,52.18210456349207,,,,
DECREASE_HEAP,1,9,5,352,399,0.63,0.523,0.02213,0.94518,53.12728456349207,10.59,47.66,0,50
INCREASE_REPLICA,2,9,5,194,225,0.379,0.558,0.02869,0.9604755555555556,54.08776011904762,10.13,49.09,0,50
INCREASE_CPU,2,9,5,,,,,,-1,53.08776011904762,,,,
DECREASE_CPU,2,8,5,179,215,0.423,0.558,0.03147,0.9276975,54.01545761904762,12.62,46.97,0,50
INCREASE_CPU,2,9,5,209,255,0.345,0.548,0.02646,0.9728866666666667,54.98834428571429,8.57,49.94,0,50
DECREASE_CPU,2,8,5,178,215,0.433,0.53,0.03187,0.9332624999999999,55.92160678571429,11.56,47.4,0,50
INCREASE_CPU,2,9,5,194,236,0.331,0.558,0.02565,0.9774288888888889,56.89903567460318,8.89,50.18,0,50
INCREASE_CPU,2,9,5,,,,,,-1,55.89903567460318,,,,
DECREASE_CPU,2,8,5,206,248,0.39,0.548,0.0293,0.9219350000000001,56.820970674603174,11.4,46.82,0,50
INCREASE_CPU,2,9,5,201,247,0.388,0.556,0.02924,0.9708555555555556,57.79182623015873,9.32,49.65,0,50
INCREASE_CPU,2,9,5,,,,,,-1,56.79182623015873,,,,
INCREASE_CPU,2,9,5,,,,,,-1,55.79182623015873,,,,
INCREASE_CPU,2,9,5,,,,,,-1,54.79182623015873,,,,
INCREASE_REPLICA,3,9,5,134,163,0.342,0.581,0.03982,0.9439799999999999,55.73580623015874,10.53,48.16,0,50
INCREASE_HEAP,3,9,6,147,182,0.227,0.54,0.02839,0.9608511111111111,56.69665734126985,9.56,50.18,0,50
DECREASE_REPLICA,2,9,6,164,201,0.19,0.563,0.01678,0.9214722222222222,57.61812956349207,9.63,48.0,0,50
DECREASE_REPLICA,1,9,6,263,316,0.198,0.636,0.00895,0.96526,58.58338956349207,7.19,50.07,0,50
INCREASE_REPLICA,2,9,6,220,266,0.242,0.601,0.02039,0.9557877777777777,59.53917734126985,9.19,49.57,0,50
INCREASE_CPU,2,9,6,,,,,,-1,58.53917734126985,,,,
DECREASE_HEAP,2,9,5,201,241,0.43,0.53,0.03168,0.9615888888888889,59.50076623015874,10.03,49.15,0,50
INCREASE_REPLICA,3,9,5,147,177,0.287,0.556,0.03428,0.9584044444444445,60.459170674603186,9.49,49.27,0,50
INCREASE_REPLICA,4,9,5,114,142,0.198,0.566,0.03463,0.9816400000000001,61.440810674603185,9.33,50.78,0,50
DECREASE_HEAP,4,9,4,106,131,0.306,0.513,0.04739,0.988325,62.42913567460319,9.99,50.4,0,50
INCREASE_HEAP,4,9,5,102,127,0.288,0.512,0.04509,0.96072,63.38985567460319,10.66,49.64,0,50
DECREASE_CPU,4,8,5,96,119,0.333,0.548,0.05139,0.9482525,0.0,11.34,48.48,0,50
DECREASE_CPU,4,7,5,89,110,0.348,0.55,0.05332,0.9550171428571429,0.9550171428571429,11.44,48.62,0,50
DECREASE_REPLICA,3,7,5,117,146,0.318,0.571,0.03741,0.9690142857142857,1.9240314285714286,9.18,49.4,0,50
INCREASE_HEAP,3,7,6,85,106,0.196,0.518,0.02517,0.8914666666666667,2.8154980952380955,11.81,46.35,0,50
INCREASE_HEAP,3,7,7,116,144,0.299,0.597,0.03594,0.8954199999999999,3.710918095238095,11.99,46.19,0,50
DECREASE_HEAP,3,7,6,123,153,0.29,0.548,0.03447,0.9285809523809523,4.639499047619047,10.26,47.9,0,50
INCREASE_CPU,3,8,6,141,175,0.272,0.534,0.03258,0.96366,5.603159047619047,9.98,50.12,0,50
INCREASE_CPU,3,9,6,148,184,0.247,0.554,0.03047,0.970508888888889,6.5736679365079365,9.06,50.59,0,50
INCREASE_REPLICA,4,9,6,115,142,0.223,0.596,0.0383,0.9465755555555555,7.520243492063492,9.8,49.14,0,50
DECREASE_CPU,4,8,6,101,125,0.29,0.527,0.0456,0.9426016666666667,8.46284515873016,10.48,48.92,0,50
INCREASE_HEAP,4,8,7,100,123,0.295,0.545,0.04654,0.9327060714285714,9.39555123015873,10.66,48.63,0,50
INCREASE_HEAP,4,8,8,106,131,0.289,0.569,0.04619,0.937425,10.33297623015873,10.48,49.1,0,50
INCREASE_CPU,4,9,8,108,134,0.296,0.609,0.04775,0.9642269444444445,11.297203174603174,10.23,50.54,0,50
DECREASE_REPLICA,3,9,8,122,151,0.287,0.603,0.03488,0.9140319444444444,12.211235119047618,10.01,47.8,0,50
INCREASE_REPLICA,4,9,8,115,141,0.215,0.628,0.03783,0.9551544444444444,13.166389563492062,9.92,50.22,0,50
DECREASE_HEAP,4,9,7,109,135,0.286,0.543,0.04537,0.9730346031746031,14.139424166666666,9.77,51.02,0,50
INCREASE_REPLICA,5,9,7,92,114,0.212,0.568,0.04554,0.9539692063492065,15.093393373015873,9.16,50.09,0,50
INCREASE_REPLICA,6,9,7,78,97,0.184,0.605,0.05028,0.952356507936508,16.045749880952382,9.24,49.94,0,50
DECREASE_HEAP,6,9,6,53,67,0.43,0.513,0.0946,0.982118888888889,17.02786876984127,10.56,50.86,0,50
INCREASE_CPU,6,9,6,,,,,,-1,16.02786876984127,,,,
DECREASE_CPU,6,8,6,64,81,0.333,0.527,0.07656,0.9371891666666666,16.965057936507936,12.45,48.47,0,50
INCREASE_REPLICA,6,8,6,,,,,,-1,15.965057936507936,,,,
DECREASE_CPU,6,7,6,61,77,0.335,0.529,0.07699,0.9312919047619048,16.896349841269842,12.7,47.96,0,50
INCREASE_HEAP,6,7,7,56,71,0.356,0.555,0.08163,0.9107114285714286,17.80706126984127,13.15,46.98,0,50
DECREASE_HEAP,6,7,6,52,67,0.361,0.528,0.08189,0.9334257142857143,18.740486984126985,12.35,47.98,0,50
DECREASE_CPU,6,6,6,45,57,0.365,0.548,0.08316,0.9215433333333334,19.662030317460317,13.24,46.97,0,50
INCREASE_REPLICA,6,6,6,,,,,,-1,18.662030317460317,,,,
INCREASE_CPU,6,7,6,55,70,0.333,0.546,0.07704,0.9367057142857143,19.598736031746032,12.19,48.19,0,50
DECREASE_CPU,6,6,6,46,58,0.367,0.548,0.08354,0.8905700000000001,20.489306031746032,13.83,45.24,0,50
DECREASE_CPU,6,5,6,59,75,0.214,0.566,0.05498,0.8755066666666667,21.3648126984127,13.93,44.83,0,50
DECREASE_REPLICA,5,5,6,73,92,0.205,0.583,0.04475,0.9150833333333332,22.27989603174603,11.31,47.0,0,50
DECREASE_CPU,5,4,6,59,74,0.241,0.575,0.05027,0.8642816666666667,23.144177698412697,15.14,43.68,0,50
DECREASE_HEAP,5,4,5,58,73,0.266,0.568,0.05408,0.84227,23.986447698412697,15.75,41.79,0,50
DECREASE_CPU,5,4,5,,,,,,-1,22.986447698412697,,,,
INCREASE_HEAP,5,4,6,54,68,0.278,0.612,0.0569,0.83221,23.818657698412697,16.42,41.47,0,50
DECREASE_REPLICA,4,4,6,70,89,0.249,0.653,0.04255,0.8608016666666667,24.679459365079364,14.25,43.07,0,50
DECREASE_REPLICA,3,4,6,106,132,0.149,0.667,0.02261,0.8026683333333333,25.482127698412697,15.51,40.47,0,50
DECREASE_HEAP,3,4,5,77,97,0.27,0.601,0.03324,0.75985,26.241977698412697,18.79,37.0,0,50
DECREASE_HEAP,3,4,4,88,111,0.283,0.591,0.03435,0.81197,27.053947698412696,17.4,39.04,0,50
DECREASE_CPU,3,4,4,,,,,,-1,26.053947698412696,,,,
DO_NOTHING,3,4,4,88,111,0.283,0.591,0.03435,0.82439,26.878337698412697,16.55,39.73,0,50
INCREASE_HEAP,3,4,5,76,97,0.272,0.58,0.03317,0.76286,27.641197698412697,18.47,37.27,0,50
INCREASE_CPU,3,5,5,79,100,0.28,0.575,0.03386,0.8568,28.497997698412696,15.24,42.85,0,50
DECREASE_REPLICA,2,5,5,144,179,0.178,0.607,0.0164,0.91964,29.417637698412697,10.64,46.73,0,50
DECREASE_CPU,2,4,5,91,116,0.38,0.596,0.02907,0.6975,30.1151376984127,21.78,32.8,0,50
INCREASE_HEAP,2,4,6,79,102,0.362,0.625,0.02818,0.6585733333333333,30.773711031746032,24.0,31.18,0,50
INCREASE_REPLICA,3,4,6,94,117,0.244,0.642,0.0313,0.6385799999999999,31.412291031746033,24.59,30.81,0,50
INCREASE_CPU,3,5,6,101,127,0.316,0.586,0.03742,0.8382333333333334,32.250524365079364,14.93,42.1,0,50
DECREASE_REPLICA,2,5,6,133,166,0.179,0.61,0.01649,0.8187933333333334,33.069317698412696,13.82,41.67,0,50
DO_NOTHING,2,5,6,167,208,0.179,0.623,0.0166,0.8546166666666667,33.92393436507936,12.14,43.6,0,50
DECREASE_REPLICA,1,5,6,328,371,0.189,0.661,0.00878,0.9622833333333333,34.88621769841269,8.55,49.35,0,50
INCREASE_HEAP,1,5,7,119,160,0.489,0.571,0.01788,0.7612657142857142,35.647483412698406,17.15,37.31,0,50
INCREASE_REPLICA,2,5,7,172,205,0.36,0.632,0.02812,0.5676828571428572,36.21516626984126,28.89,27.03,0,50
INCREASE_HEAP,2,5,8,102,126,0.401,0.559,0.03009,0.8142975,37.029463769841264,15.07,41.07,0,50
INCREASE_REPLICA,3,5,8,119,147,0.317,0.612,0.03784,0.6706099999999999,37.70007376984127,22.58,33.37,0,50
DECREASE_CPU,3,4,8,83,105,0.293,0.676,0.03638,0.744875,38.44494876984127,18.73,37.0,0,50
INCREASE_HEAP,3,4,9,75,95,0.271,0.652,0.03399,0.7301572222222223,39.17510599206349,19.14,36.67,0,50
DO_NOTHING,3,4,9,91,116,0.271,0.691,0.03448,0.7658038888888888,39.94090988095238,17.34,38.53,0,50
INCREASE_HEAP,3,4,9,,,,,,-1,38.94090988095238,,,,
DO_NOTHING,3,4,9,85,108,0.271,0.693,0.03451,0.8067749999999999,39.747684880952384,15.59,40.8,0,50
INCREASE_HEAP,3,4,9,,,,,,-1,38.747684880952384,,,,
INCREASE_CPU,3,5,9,102,130,0.301,0.669,0.03705,0.7546866666666667,39.50237154761905,17.96,38.19,0,50
DO_NOTHING,3,5,9,102,130,0.301,0.669,0.03705,0.8088666666666666,40.311238214285716,14.92,41.2,0,50
DECREASE_CPU,3,4,9,88,111,0.274,0.635,0.03406,0.7452477777777777,41.05648599206349,18.51,37.54,0,50
INCREASE_HEAP,3,4,9,,,,,,-1,40.05648599206349,,,,
INCREASE_REPLICA,4,4,9,90,114,0.203,0.677,0.03714,0.7352861111111111,40.7917721031746,18.58,37.35,0,50
DECREASE_REPLICA,3,4,9,105,132,0.139,0.672,0.02172,0.8503083333333333,41.64208043650793,11.96,44.2,0,50
DECREASE_CPU,3,4,9,,,,,,-1,40.64208043650793,,,,
DECREASE_CPU,3,4,9,,,,,,-1,39.64208043650793,,,,
DECREASE_REPLICA,2,4,9,175,213,0.09,0.703,0.01165,0.9058455555555556,40.54792599206349,9.41,47.53,0,50
DO_NOTHING,2,4,9,175,213,0.09,0.703,0.01165,0.9202455555555555,41.46817154761904,8.79,48.33,0,50
DECREASE_CPU,2,4,9,,,,,,-1,40.46817154761904,,,,
DECREASE_HEAP,2,4,8,103,131,0.173,0.567,0.01574,0.6642025,41.132374047619045,21.37,33.73,0,50
DECREASE_HEAP,2,4,7,104,135,0.36,0.666,0.0284,0.7132114285714285,41.84558547619047,21.3,34.48,0,50
INCREASE_REPLICA,3,4,7,97,122,0.241,0.646,0.03107,0.6445278571428571,42.490113333333326,23.92,31.57,0,50
DECREASE_CPU,3,4,7,,,,,,-1,41.490113333333326,,,,
INCREASE_REPLICA,4,4,7,97,121,0.197,0.642,0.03579,0.7663621428571429,42.25647547619047,17.17,38.66,0,50
INCREASE_CPU,4,5,7,59,73,0.385,0.525,0.05758,0.86314,43.11961547619047,14.24,43.73,0,50
DECREASE_CPU,4,4,7,59,74,0.276,0.602,0.0451,0.60472,43.72433547619047,27.29,29.29,0,50
INCREASE_CPU,4,5,7,56,69,0.392,0.536,0.05865,0.8754257142857144,44.59976119047618,13.95,44.33,0,50
DO_NOTHING,4,5,7,89,110,0.392,0.584,0.05946,0.8887542857142857,45.488515476190464,13.57,44.88,0,50
DECREASE_REPLICA,3,5,7,118,148,0.219,0.604,0.02845,0.8170828571428572,46.30559833333332,14.29,41.78,0,50
DO_NOTHING,3,5,7,118,148,0.219,0.604,0.02845,0.7765828571428571,47.08218119047618,15.93,39.53,0,50
INCREASE_REPLICA,4,5,7,103,129,0.202,0.633,0.03627,0.8647942857142856,47.94697547619046,12.96,44.41,0,50
DECREASE_HEAP,4,5,6,50,64,0.392,0.545,0.0588,0.8254966666666668,48.772472142857126,16.6,41.16,0,50
INCREASE_CPU,4,6,6,74,92,0.37,0.542,0.05597,0.90094,49.673412142857124,13.12,45.83,0,50
DECREASE_REPLICA,3,6,6,111,138,0.335,0.559,0.03887,0.88324,50.556652142857125,12.26,44.93,0,50
INCREASE_REPLICA,4,6,6,100,124,0.226,0.579,0.03839,0.9224433333333333,51.47909547619046,11.57,47.52,0,50
DO_NOTHING,4,6,6,109,134,0.226,0.596,0.03868,0.92062,52.39971547619046,10.65,47.34,0,50
DECREASE_HEAP,4,6,5,99,123,0.24,0.541,0.03952,0.9253199999999999,53.32503547619046,11.95,47.29,0,50
DECREASE_REPLICA,3,6,5,112,141,0.224,0.57,0.02849,0.8304066666666667,54.155442142857126,13.92,41.93,0,50
DECREASE_HEAP,3,6,4,102,126,0.301,0.597,0.03613,0.9286083333333334,55.08405047619046,11.81,46.05,0,50
DECREASE_CPU,3,5,4,80,99,0.33,0.558,0.03839,0.84795,55.93200047619046,14.92,41.4,0,50
DECREASE_REPLICA,2,5,4,122,154,0.249,0.604,0.02086,0.9032,56.83520047619046,11.77,44.6,0,50
INCREASE_REPLICA,3,5,4,119,145,0.258,0.618,0.03232,0.8325899999999999,57.66779047619046,15.2,40.53,0,50
INCREASE_REPLICA,4,5,4,101,125,0.22,0.614,0.03822,0.89597,58.56376047619046,13.46,44.29,0,50
INCREASE_HEAP,4,5,5,56,71,0.382,0.529,0.05727,0.85664,59.42040047619046,15.31,42.53,0,50
INCREASE_CPU,4,6,5,74,94,0.379,0.532,0.05694,0.9072033333333333,60.327603809523794,12.72,45.69,0,50
INCREASE_REPLICA,5,6,5,85,106,0.224,0.559,0.04725,0.9479266666666667,61.27553047619046,10.98,48.52,0,50
DO_NOTHING,5,6,5,89,111,0.224,0.578,0.04765,0.9645866666666667,62.24011714285713,9.92,49.34,0,50
DO_NOTHING,5,6,5,89,111,0.224,0.578,0.04765,0.9656666666666667,63.205783809523794,9.26,49.4,0,50
DECREASE_HEAP,5,6,4,78,98,0.266,0.54,0.05348,0.9671666666666666,64.17295047619046,11.13,48.75,0,50
INCREASE_REPLICA,6,6,4,70,88,0.208,0.565,0.05381,0.9170383333333334,65.0899888095238,12.88,46.06,0,50
DECREASE_REPLICA,5,6,4,76,94,0.138,0.578,0.03406,0.97295,66.0629388095238,9.17,49.4,0,50
DECREASE_REPLICA,4,6,4,97,123,0.125,0.598,0.02594,0.9108266666666667,66.97376547619047,11.25,45.87,0,50
INCREASE_REPLICA,5,6,4,88,110,0.132,0.614,0.03387,1.00413,67.97789547619047,9.42,50.91,0,50
DECREASE_HEAP,5,6,4,,,,,,-1,66.97789547619047,,,,
DECREASE_HEAP,5,6,4,,,,,,-1,65.97789547619047,,,,
INCREASE_REPLICA,6,6,4,74,92,0.147,0.614,0.04349,0.96758,66.94547547619047,10.17,48.81,0,50
INCREASE_REPLICA,6,6,4,,,,,,-1,65.94547547619047,,,,
INCREASE_REPLICA,6,6,4,,,,,,-1,64.94547547619047,,,,
INCREASE_HEAP,6,6,5,49,62,0.352,0.518,0.07993,0.9280333333333333,65.8735088095238,13.22,47.05,0,50
INCREASE_CPU,6,7,5,56,70,0.355,0.527,0.08073,0.9631171428571429,66.83662595238094,11.98,49.17,0,50
INCREASE_REPLICA,6,7,5,,,,,,-1,65.83662595238094,,,,
DECREASE_CPU,6,6,5,51,64,0.345,0.525,0.07878,0.92923,66.76585595238095,13.1,47.11,0,50
