replica,cpu,heap,previous_tps,instant_tps,inc_tps,out_tps,cpu_usage,memory_usage,reward,sum_reward,response_time,num_request,num_failures,expected_tps
3,9,5,25.1,27.69,233,238,0.382,0.672,0.8848888888888888,37.490242152380944,24.25,27.69,0,27
6,7,6,27.69,25.48,37,41,0.402,0.614,0.8813015428571429,38.37154369523809,62.06,25.49,0,27
2,9,4,25.48,27.72,256,262,0.615,0.636,0.9366666666666666,39.308210361904756,30.3,27.72,0,27
3,7,8,27.72,18.31,96,103,0.35,0.683,0.8707499999999999,40.17896036190476,29.51,18.31,0,18
6,9,5,18.31,45.7,130,137,0.49,0.636,0.9088888888888889,41.087849250793646,22.61,45.69,0,45
6,9,5,45.7,37.62,189,188,0.49,0.655,0.9088888888888889,41.996738139682535,17.93,37.62,0,36
3,8,6,37.62,36.72,177,188,0.553,0.647,0.93825,42.93498813968253,29.11,36.73,0,36
4,8,7,36.72,27.33,107,114,0.476,0.651,0.905,43.83998813968253,27.12,27.33,0,27
5,9,5,27.33,36.97,130,135,0.422,0.647,0.8937777777777778,44.73376591746031,26.17,36.97,0,36
6,7,6,36.97,27.66,37,41,0.426,0.596,0.9203809523809523,45.65414686984126,40.96,27.65,0,27
5,8,6,27.66,27.44,89,96,0.401,0.657,0.90025,46.55439686984126,31.09,27.44,0,27
1,6,9,27.44,16.44,38,47,0.597,0.627,0.6121667333333334,47.166563603174595,246.1,16.43,0,36
5,9,6,16.44,36.28,152,157,0.453,0.645,0.9006666666666667,48.06723026984126,22.79,36.27,0,36
3,8,5,36.28,36.4,112,118,0.334,0.62,0.8835,48.95073026984126,44.64,36.4,0,36
6,9,6,36.4,36.62,117,121,0.441,0.646,0.8979999999999999,49.84873026984126,22.85,36.62,0,36
2,9,9,36.62,27.81,252,264,0.617,0.717,0.8964444444444444,50.7451747142857,25.77,27.81,0,27
5,9,5,27.81,27.17,103,108,0.402,0.664,0.8893333333333333,51.634508047619036,28.34,27.17,0,27
3,8,6,27.17,18.38,148,156,0.333,0.659,0.88325,52.51775804761903,22.45,18.38,0,18
3,9,4,18.38,46.03,371,375,0.491,0.669,0.9091111111111111,53.42686915873014,25.35,46.03,0,45
3,7,7,46.03,37.25,211,221,0.474,0.68,0.9297142857142857,54.356583444444425,41.57,37.25,0,36
6,7,5,37.25,25.44,26,31,0.401,0.62,0.8796826285714286,55.236266073015855,49.36,25.43,0,27
2,9,8,25.44,27.58,211,228,0.548,0.684,0.8927777777777778,56.129043850793636,26.85,27.58,0,27
1,7,4,27.58,17.77,24,32,0.653,0.584,0.7812382285714286,56.91028207936506,170.35,17.76,0,27
4,9,6,17.77,18.08,83,88,0.422,0.626,0.8937777777777778,57.80405985714284,28.95,18.08,0,18
3,9,4,18.08,18.67,76,82,0.543,0.59,0.9206666666666667,58.72472652380951,27.69,18.67,0,18
3,8,7,18.67,36.7,100,106,0.414,0.669,0.8946428571428571,59.619369380952364,45.36,36.68,0,36
3,8,6,36.7,36.94,274,286,0.501,0.705,0.92525,60.54461938095236,34.77,36.94,0,36
6,6,8,36.94,27.9,22,25,0.458,0.626,0.9091666666666667,61.453786047619026,60.29,27.9,0,27
6,7,4,27.9,34.28,51,56,0.442,0.606,0.8977857142857143,62.351571761904744,63.11,34.29,0,36
6,7,9,34.28,35.2,139,142,0.454,0.754,0.8839366412698413,63.235508403174585,44.83,35.2,0,36
3,9,4,35.2,27.89,182,187,0.422,0.642,0.8937777777777778,64.12928618095236,23.86,27.89,0,27
2,9,4,27.89,18.0,220,225,0.271,0.669,0.8602222222222222,64.98950840317458,14.91,18.0,0,18
5,9,4,18.0,33.03,129,135,0.442,0.645,0.7384890222222222,65.72799742539681,88.55,33.02,0,45
5,9,8,33.03,36.88,150,154,0.485,0.689,0.8800277777777777,66.60802520317459,26.24,36.89,0,36
4,8,5,36.88,36.84,134,139,0.516,0.648,0.929,67.5370252031746,34.13,36.85,0,36
6,9,6,36.84,37.25,109,114,0.464,0.653,0.9031111111111111,68.44013631428571,23.88,37.24,0,36
1,8,4,37.25,28.48,188,224,0.768,0.581,0.8668334,69.30696971428571,141.53,28.49,0,36
6,9,6,28.48,27.34,57,62,0.445,0.631,0.8988888888888888,70.2058586031746,24.88,27.34,0,27
6,9,6,27.34,18.38,112,115,0.445,0.66,0.8988888888888888,71.1047474920635,20.2,18.38,0,18
5,9,5,18.38,36.44,67,72,0.598,0.614,0.9328888888888889,72.03763638095238,26.76,36.44,0,36
3,7,8,36.44,36.03,187,195,0.484,0.687,0.9100357142857143,72.94767209523809,46.35,36.04,0,36
1,9,7,36.03,27.12,214,250,0.789,0.639,0.9579047619047619,73.90557685714285,80.38,27.12,0,27
2,9,5,27.12,27.67,258,270,0.685,0.675,0.9522222222222222,74.85779907936507,28.85,27.67,0,27
6,7,7,27.67,30.3,30,34,0.438,0.627,0.8092859142857143,75.66708499365078,80.08,30.3,0,36
2,9,4,30.3,27.3,242,265,0.537,0.638,0.9193333333333333,76.5864183269841,23.59,27.3,0,27
6,9,4,27.3,12.42,38,41,0.432,0.605,0.71,77.2964183269841,90.58,12.42,0,18
3,8,4,12.42,36.7,114,121,0.343,0.613,0.88575,78.1821683269841,35.53,36.68,0,36
6,7,8,36.7,34.72,38,43,0.463,0.67,0.8782859142857142,79.06045424126981,54.18,34.71,0,36
3,8,5,34.72,37.06,278,288,0.467,0.665,0.91675,79.9772042412698,29.01,37.06,0,36
6,8,7,37.06,27.77,107,111,0.448,0.664,0.9017142857142857,80.8789185269841,24.87,27.77,0,27
3,9,5,27.77,18.25,121,129,0.388,0.643,0.8862222222222222,81.76514074920631,20.96,18.25,0,18
6,6,5,18.25,20.64,22,26,0.456,0.599,0.8106664,82.57580714920631,128.6,20.64,0,27
3,8,5,20.64,18.42,156,162,0.344,0.672,0.8859999999999999,83.46180714920631,24.91,18.42,0,18
6,9,8,18.42,36.6,115,119,0.445,0.677,0.8681388888888888,84.3299460380952,24.91,36.6,0,36
3,8,8,36.6,36.72,284,291,0.458,0.724,0.8955,85.2254460380952,29.92,36.71,0,36
6,4,5,36.72,2.67,21,25,0.347,0.611,0.4180002,85.6434462380952,2029.4,2.67,0,36
3,8,5,2.67,36.72,238,242,0.448,0.679,0.912,86.5554462380952,30.37,36.73,0,36
6,9,8,36.72,37.22,103,107,0.472,0.689,0.8771388888888889,0.0,28.16,37.23,0,36
2,7,9,37.22,25.77,134,149,0.568,0.715,0.8936190031746032,0.8936190031746032,94.17,25.76,0,27
5,9,4,25.77,27.77,100,105,0.434,0.637,0.8964444444444444,1.7900634476190476,27.36,27.77,0,27
3,8,8,27.77,36.88,284,292,0.464,0.758,0.9055,2.6955634476190475,27.72,36.86,0,36
6,7,5,36.88,36.16,49,54,0.474,0.633,0.9354285714285714,3.630992019047619,46.39,36.16,0,36
6,9,6,36.16,45.72,128,131,0.504,0.659,0.912,4.542992019047619,25.58,45.71,0,45
2,4,9,45.72,7.48,83,99,0.366,0.656,0.4534445777777778,4.996436596825397,577.61,7.48,0,36
5,8,5,7.48,37.44,103,109,0.526,0.641,0.9315,5.927936596825397,37.82,37.44,0,36
6,9,6,37.44,26.38,93,95,0.386,0.599,0.8714446444444444,6.799381241269842,33.61,26.37,0,27
4,9,5,26.38,27.42,135,142,0.488,0.642,0.9084444444444444,7.707825685714286,23.38,27.42,0,27
6,7,6,27.42,34.8,39,44,0.434,0.638,0.9043332000000001,8.612158885714287,52.85,34.82,0,36
6,7,9,34.8,34.56,30,34,0.438,0.693,0.8549760571428571,9.467134942857143,48.94,34.55,0,36
2,7,6,34.56,31.47,168,192,0.596,0.691,0.8947859142857143,10.361920857142858,115.44,31.47,0,36
2,9,6,31.47,36.84,315,328,0.682,0.663,0.9515555555555555,11.313476412698414,33.3,36.83,0,36
3,8,6,36.84,36.44,302,318,0.441,0.708,0.91025,12.223726412698413,30.79,36.44,0,36
4,7,5,36.44,27.95,53,60,0.486,0.634,0.9388571428571428,13.162583555555557,54.18,27.96,0,27
6,9,6,27.95,16.73,60,64,0.322,0.609,0.8295555555555556,13.992139111111113,36.98,16.74,0,18
1,9,7,16.73,40.7,257,301,0.853,0.666,0.9223744698412698,14.914513580952383,109.67,40.69,0,45
3,8,6,40.7,37.06,294,300,0.47,0.659,0.9175,15.832013580952383,26.84,37.05,0,36
6,9,8,37.06,36.25,100,106,0.472,0.679,0.8746388888888889,16.706652469841274,27.19,36.26,0,36
2,7,5,36.25,33.4,138,154,0.622,0.62,0.9343810857142858,17.64103355555556,108.07,33.4,0,36
3,9,6,33.4,45.78,385,386,0.465,0.701,0.9033333333333333,18.54436688888889,22.25,45.78,0,45
5,7,7,45.78,27.8,68,75,0.446,0.666,0.9177142857142857,19.462081174603178,38.26,27.8,0,27
3,8,4,27.8,27.48,86,92,0.559,0.624,0.93975,20.401831174603178,36.16,27.48,0,27
6,8,4,27.48,34.53,130,132,0.461,0.646,0.7755166,21.177347774603177,82.89,34.52,0,45
5,7,8,34.53,37.0,81,88,0.448,0.657,0.89225,22.069597774603178,41.1,37.0,0,36
4,8,5,37.0,27.52,93,101,0.495,0.666,0.92375,22.993347774603176,30.52,27.51,0,27
4,9,7,27.52,27.3,131,136,0.469,0.682,0.8990793650793651,23.892427139682543,22.01,27.3,0,27
6,7,5,27.3,35.03,39,44,0.453,0.638,0.9134283714285714,24.805855511111115,54.12,35.04,0,36
2,9,5,35.03,27.45,254,271,0.566,0.668,0.9257777777777778,25.731633288888894,24.85,27.46,0,27
6,9,5,27.45,12.56,42,45,0.414,0.601,0.7106668,26.442300088888892,85.53,12.56,0,18
5,8,5,12.56,36.38,125,131,0.455,0.641,0.9137500000000001,27.356050088888892,31.55,36.39,0,36
6,5,8,36.38,26.67,34,38,0.298,0.718,0.7431998,28.09924988888889,143.67,26.67,0,36
5,9,5,26.67,36.78,143,149,0.443,0.635,0.8984444444444444,28.997694333333335,21.35,36.78,0,36
3,9,8,36.78,36.0,132,139,0.635,0.652,0.9041111111111111,29.901805444444445,26.44,36.0,0,36
1,7,7,36.0,22.12,85,106,0.668,0.623,0.7375235428571429,30.63932898730159,182.32,22.12,0,36
4,7,6,22.12,26.56,64,71,0.492,0.63,0.9307938285714286,31.570122815873017,57.13,26.56,0,27
4,6,4,26.56,24.86,38,44,0.48,0.583,0.7743336000000001,32.34445641587302,172.24,24.86,0,36
4,8,7,24.86,36.66,126,133,0.492,0.668,0.9138571428571429,33.25831355873016,35.21,36.67,0,36
1,7,6,36.66,22.62,49,63,0.681,0.624,0.7715712285714286,34.02988478730159,179.02,22.62,0,36
2,9,5,22.62,37.16,328,347,0.66,0.65,0.9466666666666667,34.976551453968256,29.19,37.16,0,36
4,9,7,37.16,36.66,179,185,0.525,0.685,0.9123809523809524,35.888932406349205,22.71,36.67,0,36
4,7,5,36.66,26.66,91,98,0.51,0.653,0.9379364857142858,36.826868892063494,41.27,26.65,0,27
6,9,7,26.66,27.3,63,68,0.415,0.634,0.8733650793650793,37.700233971428574,22.59,27.3,0,27
6,9,4,27.3,18.23,60,64,0.34,0.586,0.8755555555555555,38.57578952698413,23.95,18.24,0,18
3,9,5,18.23,36.53,125,130,0.349,0.62,0.8775555555555555,39.453345082539684,29.22,36.52,0,36
4,9,6,36.53,27.77,134,139,0.452,0.634,0.9004444444444444,40.35378952698413,20.6,27.77,0,27
6,9,9,27.77,26.6,84,89,0.406,0.677,0.8317776666666666,41.1855671936508,34.02,26.6,0,27
6,8,5,26.6,28.39,51,57,0.42,0.6,0.905,42.0905671936508,33.04,28.39,0,27
6,7,7,28.39,34.56,42,46,0.473,0.641,0.8942857142857144,42.984852907936514,64.9,34.56,0,36
2,8,8,34.56,27.34,223,240,0.669,0.721,0.9475,43.93235290793651,33.99,27.35,0,27
2,9,6,27.34,18.27,177,185,0.487,0.656,0.9082222222222223,44.84057513015873,21.61,18.27,0,18
2,5,6,18.27,18.77,151,180,0.491,0.646,0.7090666,45.54964173015873,214.62,18.76,0,36
4,9,4,18.77,36.44,119,127,0.657,0.613,0.946,46.49564173015873,27.35,36.45,0,36
4,8,8,36.44,27.45,105,113,0.441,0.667,0.877,47.37264173015873,30.86,27.46,0,27
6,9,6,27.45,27.14,72,77,0.409,0.634,0.8908888888888888,48.26353061904762,30.37,27.14,0,27
4,8,5,27.14,36.88,149,155,0.53,0.63,0.9325,49.19603061904762,31.63,36.89,0,36
3,5,7,36.88,23.31,87,94,0.336,0.687,0.8486855142857144,50.04471613333333,118.24,23.31,0,27
3,9,4,23.31,27.44,230,236,0.408,0.694,0.8906666666666667,50.9353828,24.16,27.43,0,27
4,9,6,27.44,36.6,163,169,0.544,0.641,0.9208888888888889,51.85627168888889,26.34,36.58,0,36
2,9,5,36.6,36.72,325,334,0.677,0.643,0.9504444444444444,52.80671613333333,37.19,36.72,0,36
4,9,5,36.72,30.98,238,241,0.404,0.67,0.8061113777777777,53.61282751111111,45.53,30.98,0,36
4,9,4,30.98,35.94,82,91,0.627,0.603,0.9384999333333334,54.55132744444444,35.79,35.95,0,36
5,8,8,35.94,37.06,110,116,0.476,0.713,0.8972499999999999,55.44857744444444,35.73,37.07,0,36
3,8,4,37.06,27.4,81,87,0.333,0.605,0.88325,56.331827444444436,34.39,27.4,0,27
5,9,4,27.4,27.38,108,111,0.378,0.643,0.8839999999999999,57.215827444444436,26.78,27.38,0,27
3,9,8,27.38,45.66,151,159,0.668,0.646,0.9099444444444444,58.12577188888888,40.78,45.66,0,45
6,9,7,45.66,36.56,160,160,0.439,0.672,0.8895555555555555,59.01532744444443,23.45,36.57,0,36
2,9,5,36.56,36.4,147,169,0.775,0.607,0.9722222222222222,59.98754966666665,49.73,36.41,0,36
6,9,5,36.4,27.48,102,100,0.484,0.622,0.7657221555555556,60.75327182222221,74.35,27.49,0,36
3,9,6,27.48,36.44,137,143,0.617,0.62,0.9371111111111111,61.69038293333332,24.02,36.45,0,36
6,7,5,36.44,27.66,32,36,0.437,0.596,0.9248571428571428,62.61524007619046,35.82,27.66,0,27
2,9,5,27.66,26.95,238,250,0.563,0.595,0.9242225111111111,63.53946258730157,25.0,26.96,0,27
6,9,6,26.95,36.6,110,114,0.472,0.653,0.9048888888888889,64.44435147619046,25.46,36.58,0,36
1,6,8,36.6,14.56,18,23,0.578,0.676,0.6043330666666666,65.04868454285713,275.62,14.56,0,36
4,7,5,14.56,36.03,233,238,0.524,0.674,0.9497142857142857,65.99839882857141,49.74,36.03,0,36
3,6,6,36.03,29.88,110,119,0.332,0.613,0.8084998666666666,66.80689869523808,129.05,29.87,0,36
6,7,5,29.88,36.1,31,36,0.498,0.585,0.9422857142857143,67.74918440952379,54.09,36.1,0,36
2,7,6,36.1,27.14,121,137,0.588,0.638,0.968,68.7171844095238,63.22,27.14,0,27
6,9,4,27.14,27.77,79,84,0.439,0.604,0.8975555555555554,69.61473996507935,23.02,27.76,0,27
6,8,7,27.77,36.8,86,91,0.457,0.648,0.8993928571428571,70.51413282222221,28.64,36.81,0,36
6,6,9,36.8,29.94,24,28,0.451,0.634,0.7900556222222221,71.30418844444443,104.3,29.93,0,36
4,7,4,29.94,41.2,82,88,0.566,0.631,0.9107808857142856,72.21496933015872,85.32,41.18,0,45
5,8,6,41.2,37.5,113,121,0.41,0.68,0.9025,73.11746933015873,33.48,37.51,0,36
2,9,4,37.5,36.06,306,311,0.642,0.61,0.9426666666666667,74.0601359968254,51.85,36.06,0,36
5,8,8,36.06,27.2,87,93,0.446,0.7,0.8865,74.94663599682539,29.59,27.21,0,27
2,8,8,27.2,27.88,175,172,0.364,0.772,0.8839999999999999,75.8306359968254,29.75,27.87,0,27
6,9,5,27.88,36.94,123,127,0.4,0.643,0.8888888888888888,76.71952488571428,22.23,36.94,0,36
4,7,8,36.94,34.84,96,108,0.523,0.693,0.9033453714285715,77.62287025714285,64.56,34.84,0,36
2,6,9,34.84,29.55,109,127,0.528,0.708,0.8256669333333333,78.44853719047619,132.02,29.54,0,36
6,8,5,29.55,36.7,75,80,0.477,0.641,0.91925,79.3677871904762,26.42,36.7,0,36
3,9,8,36.7,36.44,131,135,0.616,0.646,0.8983888888888889,80.26617607936508,23.58,36.44,0,36
6,9,5,36.44,27.55,83,89,0.422,0.614,0.8937777777777778,81.15995385714285,24.39,27.54,0,27
6,9,6,27.55,27.38,78,84,0.4,0.637,0.8888888888888888,82.04884274603174,26.62,27.38,0,27
2,6,7,27.38,28.27,91,107,0.531,0.64,0.8310239428571429,82.87986668888888,139.92,28.27,0,36
6,7,5,28.27,34.0,26,31,0.436,0.625,0.8912378285714284,83.77110451746032,59.24,34.0,0,36
3,8,7,34.0,55.3,441,447,0.558,0.686,0.9355,84.70660451746032,41.53,55.32,0,54
3,7,9,55.3,36.44,199,206,0.458,0.742,0.8957460317460317,85.60235054920635,42.89,36.44,0,36
6,9,6,36.44,36.84,108,112,0.427,0.644,0.8948888888888888,86.49723943809524,23.02,36.85,0,36
6,8,4,36.84,28.22,70,74,0.423,0.618,0.90575,87.40298943809523,26.4,28.22,0,27
6,8,4,28.22,27.77,126,128,0.423,0.638,0.90575,0.0,20.54,27.76,0,27
3,8,7,27.77,37.06,191,200,0.501,0.683,0.9203928571428571,0.9203928571428571,33.96,37.05,0,36
6,8,6,37.06,36.38,63,69,0.442,0.625,0.9105,1.830892857142857,39.83,36.37,0,36
1,7,4,36.38,23.33,81,100,0.699,0.587,0.7885478857142857,2.619440742857143,172.95,23.33,0,36
2,8,5,23.33,35.62,264,289,0.641,0.65,0.9539164,3.5733571428571427,67.26,35.62,0,36
4,7,8,35.62,35.06,89,98,0.495,0.675,0.8945119714285714,4.467869114285714,62.85,35.06,0,36
3,8,6,35.06,27.27,93,99,0.326,0.611,0.8815,5.349369114285714,27.23,27.26,0,27
5,9,6,27.27,18.31,64,69,0.371,0.621,0.8824444444444444,6.231813558730158,23.47,18.32,0,18
6,8,4,18.31,44.6,90,95,0.473,0.649,0.9126502,7.144463758730158,43.29,44.58,0,45
2,9,4,44.6,36.56,344,355,0.698,0.665,0.9551111111111111,8.09957486984127,37.94,36.55,0,36
1,9,4,36.56,36.06,502,470,0.524,0.715,0.9164444444444444,9.016019314285714,13.79,36.07,0,36
1,8,8,36.06,32.03,319,377,0.778,0.651,0.8909164,9.906935714285714,113.98,32.02,0,36
6,9,5,32.03,37.0,106,110,0.439,0.617,0.8975555555555554,10.80449126984127,22.56,37.01,0,36
1,8,5,37.0,26.66,171,200,0.781,0.607,0.9874722,11.79196346984127,94.75,26.65,0,27
6,9,5,26.66,27.03,66,71,0.42,0.623,0.8933333333333333,12.685296803174603,29.96,27.03,0,27
6,7,8,27.03,28.69,34,37,0.369,0.624,0.7394287714285714,13.424725574603174,104.77,28.68,0,36
3,8,6,28.69,36.75,234,240,0.448,0.653,0.912,14.336725574603175,32.24,36.75,0,36
6,6,6,36.75,20.38,20,23,0.438,0.606,0.6854998000000001,15.022225374603176,223.04,20.37,0,36
4,8,5,20.38,35.12,96,103,0.467,0.642,0.9020836000000001,15.924308974603175,41.2,35.12,0,36
5,9,8,35.12,37.12,134,138,0.428,0.712,0.8731111111111111,16.797420085714286,26.67,37.11,0,36
4,8,8,37.12,27.25,117,122,0.422,0.687,0.87725,17.674670085714286,32.65,27.25,0,27
2,9,7,27.25,27.62,229,238,0.59,0.66,0.9196825396825397,18.594352625396827,19.87,27.63,0,27
3,9,9,27.62,36.47,209,210,0.462,0.744,0.8679999999999999,19.462352625396825,22.79,36.47,0,36
4,7,4,36.47,36.1,86,95,0.549,0.628,0.9568571428571429,20.419209768253967,56.31,36.1,0,36
3,8,4,36.1,36.72,274,279,0.442,0.66,0.9105,21.329709768253966,30.56,36.72,0,36
6,9,4,36.72,36.56,77,81,0.485,0.63,0.9077777777777778,22.237487546031744,24.74,36.55,0,36
3,8,4,36.56,37.12,274,277,0.439,0.648,0.9097500000000001,23.147237546031743,24.83,37.13,0,36
4,7,6,37.12,31.7,62,71,0.467,0.654,0.8619283714285715,24.009165917460315,83.14,31.71,0,36
4,9,9,31.7,27.34,114,118,0.44,0.69,0.8511111111111112,24.860277028571428,32.07,27.35,0,27
6,9,8,27.34,35.78,110,117,0.488,0.675,0.8733610444444444,25.73363807301587,26.75,35.77,0,36
2,8,5,35.78,36.25,226,245,0.663,0.626,0.96575,26.69938807301587,90.35,36.25,0,36
2,9,6,36.25,36.7,312,334,0.656,0.673,0.9457777777777778,27.64516585079365,36.06,36.7,0,36
6,9,5,36.7,27.36,70,75,0.415,0.613,0.8922222222222222,28.537388073015872,23.14,27.36,0,27
2,9,5,27.36,36.2,193,201,0.268,0.653,0.8595555555555555,29.396943628571428,15.47,36.2,0,36
2,8,7,36.2,27.67,246,254,0.594,0.688,0.9450714285714286,30.342015057142856,39.15,27.67,0,27
3,9,4,27.67,27.62,228,236,0.375,0.692,0.8833333333333333,31.22534839047619,19.44,27.62,0,27
3,6,5,27.62,34.0,136,146,0.476,0.606,0.9253330666666666,32.15068145714285,98.03,34.0,0,36
6,6,9,34.0,26.81,34,39,0.486,0.689,0.761944311111111,32.91262576825396,131.53,26.81,0,36
4,6,6,26.81,26.81,59,68,0.532,0.596,0.8228332,33.73545896825396,152.82,26.81,0,36
6,6,5,26.81,28.84,13,16,0.434,0.581,0.8255000666666666,34.56095903492062,137.86,28.85,0,36
2,9,5,28.84,37.06,306,321,0.815,0.69,0.981111111111111,35.54207014603173,21.54,37.05,0,36
5,9,6,37.06,18.52,68,74,0.361,0.643,0.8802222222222222,36.422292368253956,26.9,18.51,0,18
3,8,6,18.52,27.98,216,222,0.412,0.684,0.903,37.325292368253955,27.11,27.98,0,27
4,6,9,27.98,29.4,50,57,0.462,0.673,0.7937219555555556,38.11901432380951,122.34,29.41,0,36
4,6,6,29.4,28.27,43,50,0.482,0.607,0.8316666666666667,38.95068099047617,155.72,28.26,0,36
6,9,6,28.27,36.94,85,89,0.435,0.661,0.8966666666666667,39.84734765714284,27.51,36.94,0,36
3,8,9,36.94,36.53,277,283,0.418,0.751,0.8713888888888888,40.71873654603173,24.46,36.54,0,36
6,9,4,36.53,27.6,75,81,0.419,0.63,0.8931111111111111,41.61184765714284,28.07,27.59,0,27
2,9,5,27.6,27.83,239,254,0.678,0.642,0.9506666666666667,42.5625143238095,35.35,27.83,0,27
3,8,6,27.83,27.8,212,222,0.397,0.671,0.89925,43.461764323809504,22.37,27.79,0,27
6,6,6,27.8,20.86,34,39,0.488,0.601,0.7103330666666667,44.17209739047617,222.85,20.86,0,36
6,9,6,20.86,36.56,110,115,0.463,0.629,0.9028888888888889,45.074986279365056,25.21,36.55,0,36
4,5,8,36.56,5.2,42,49,0.478,0.588,0.4248664,45.499852679365056,1162.12,5.2,0,36
3,8,5,5.2,37.1,244,252,0.472,0.672,0.9179999999999999,46.417852679365055,28.63,37.08,0,36
6,7,6,37.1,36.4,39,44,0.444,0.638,0.9268571428571428,47.3447098222222,43.85,36.4,0,36
4,8,4,36.4,27.27,118,124,0.458,0.629,0.9145,48.259209822222196,24.64,27.27,0,27
5,9,4,27.27,27.23,92,97,0.374,0.64,0.8831111111111112,49.14232093333331,24.05,27.24,0,27
