replica,cpu,heap,previous_tps,instant_tps,inc_tps,out_tps,cpu_usage,memory_usage,reward,sum_reward,response_time,num_request,num_failures,expected_tps
6,9,8,44.66,45.66,119,124,0.463,0.697,0.8771388888888889,58.12975746031746,27.14,45.66,0,45
3,9,5,45.66,36.56,144,149,0.599,0.635,0.9331111111111111,59.06286857142857,22.67,36.55,0,36
4,7,5,36.56,35.38,92,102,0.519,0.641,0.9377857142857143,60.00065428571428,51.12,35.37,0,36
3,8,6,35.38,54.25,135,148,0.647,0.63,0.96175,60.962404285714285,74.26,54.24,0,54
2,9,7,54.25,45.6,422,445,0.692,0.742,0.9537777777777777,61.916182063492066,32.87,45.6,0,45
2,9,5,45.6,45.66,343,367,0.757,0.651,0.9682222222222222,62.88440428571429,59.98,45.67,0,45
2,8,6,45.66,44.22,313,341,0.656,0.71,0.9536001999999999,63.838004485714286,68.86,44.22,0,45
4,8,4,44.22,45.97,174,183,0.586,0.642,0.9465,64.78450448571428,37.17,45.98,0,45
6,8,4,45.97,37.12,127,130,0.363,0.662,0.7033058,65.48781028571427,107.84,37.13,2,54
4,9,4,37.12,36.78,136,145,0.558,0.637,0.924,66.41181028571428,28.84,36.79,0,36
5,9,8,36.78,55.6,160,167,0.548,0.714,0.9002777777777777,67.31208806349206,37.9,55.58,0,54
2,8,8,55.6,65.4,379,424,0.672,0.672,0.8809164,68.19300446349206,107.82,65.39,0,72
2,9,7,65.4,54.7,514,530,0.796,0.664,0.9666031746031747,69.15960763809524,35.92,54.69,0,54
6,9,5,54.7,45.75,97,103,0.462,0.649,0.9026666666666666,70.0622743047619,28.54,45.74,0,45
2,9,5,45.75,45.0,270,285,0.446,0.684,0.8991111111111111,70.96138541587301,16.43,45.0,0,45
4,7,5,45.0,43.1,99,109,0.523,0.629,0.9239621714285715,71.88534758730158,81.83,43.09,0,45
6,9,5,43.1,36.6,105,111,0.428,0.637,0.8951111111111111,72.78045869841269,23.34,36.59,0,36
5,9,5,36.6,55.06,205,209,0.409,0.663,0.8908888888888888,73.67134758730158,22.48,55.07,0,54
4,7,8,55.06,41.06,96,104,0.486,0.678,0.8556903428571428,74.52703793015873,85.18,41.05,0,45
6,9,5,41.06,55.44,149,156,0.532,0.635,0.9182222222222223,75.44526015238095,30.72,55.43,0,54
3,7,5,55.44,53.56,241,256,0.545,0.679,0.9507144857142857,76.39597463809524,80.07,53.55,0,54
2,7,9,53.56,53.78,235,270,0.649,0.711,0.7915949714285715,77.1875696095238,147.9,53.78,0,72
2,8,7,53.78,43.1,256,275,0.679,0.657,0.9318640857142858,78.11943369523809,93.61,43.08,0,45
3,9,4,43.1,45.72,150,156,0.433,0.608,0.8962222222222223,79.01565591746031,35.1,45.72,0,45
3,8,8,45.72,55.25,360,369,0.521,0.771,0.923,79.93865591746031,38.6,55.24,0,54
5,6,8,55.25,40.66,35,40,0.435,0.655,0.7605278,80.69918371746031,168.27,40.66,0,54
2,9,4,40.66,55.03,458,490,0.761,0.664,0.969111111111111,81.66829482857142,45.05,55.02,0,54
5,8,7,55.03,63.5,176,182,0.526,0.675,0.9243571428571429,82.59265197142857,46.14,63.49,0,63
4,8,4,63.5,54.5,211,222,0.609,0.662,0.95225,83.54490197142857,49.11,54.49,0,54
5,9,4,54.5,37.03,137,140,0.461,0.629,0.9024444444444445,84.44734641587301,25.26,37.03,0,36
3,9,4,37.03,36.0,224,219,0.362,0.643,0.8804444444444444,85.32779086031746,20.85,36.0,0,36
6,8,8,36.0,54.5,141,147,0.508,0.683,0.89775,86.22554086031747,37.26,54.49,0,54
2,8,8,54.5,55.6,328,333,0.339,0.716,0.86375,87.08929086031746,27.23,55.6,0,54
5,9,5,55.6,46.47,176,178,0.432,0.687,0.8959999999999999,87.98529086031746,25.42,46.48,0,45
4,8,4,46.47,45.38,163,173,0.543,0.644,0.93575,88.92104086031746,46.92,45.36,0,45
5,9,4,45.38,46.12,190,197,0.479,0.633,0.9064444444444444,0.0,27.05,46.11,0,45
3,8,7,46.12,36.62,276,282,0.429,0.688,0.9038214285714286,0.9038214285714286,27.68,36.63,0,36
5,9,9,36.62,36.53,138,142,0.415,0.721,0.8524444444444443,1.756265873015873,25.02,36.54,0,36
1,7,8,36.53,31.48,42,51,0.625,0.581,0.6236312285714285,2.3798971015873014,224.01,31.48,0,63
4,9,5,31.48,55.7,227,241,0.64,0.646,0.9422222222222223,3.322119323809524,38.77,55.68,0,54
6,9,8,55.7,82.94,202,206,0.599,0.72,0.9131111111111111,4.235230434920635,39.67,82.91,0,81
6,6,8,82.94,41.16,26,30,0.433,0.659,0.8578835333333333,5.093113968253968,110.95,41.16,0,45
2,9,4,41.16,55.5,417,446,0.722,0.653,0.9604444444444444,6.053558412698413,55.98,55.49,0,54
3,7,8,55.5,36.75,177,187,0.472,0.67,0.9023571428571429,6.955915555555556,48.19,36.75,0,36
6,9,6,36.75,45.88,135,138,0.511,0.64,0.9135555555555556,7.869471111111112,22.99,45.86,0,45
2,9,5,45.88,54.38,437,451,0.723,0.662,0.9606666666666667,8.830137777777779,66.61,54.39,0,54
1,8,7,54.38,34.66,178,219,0.767,0.599,0.7481150571428571,9.578252834920637,174.59,34.67,0,54
6,9,6,34.66,55.9,152,157,0.536,0.675,0.9191111111111111,10.497363946031747,25.71,55.92,0,54
3,9,8,55.9,55.03,212,229,0.672,0.678,0.9188333333333334,11.41619727936508,36.42,55.03,0,54
6,9,6,55.03,45.75,117,123,0.47,0.649,0.9044444444444444,12.320641723809524,30.99,45.75,0,45
2,9,4,45.75,36.75,290,303,0.669,0.64,0.9486666666666667,13.26930839047619,38.96,36.75,0,36
3,9,5,36.75,36.62,132,139,0.632,0.589,0.9404444444444444,14.209752834920636,22.91,36.63,0,36
2,7,6,36.62,46.75,227,252,0.605,0.697,0.8923017428571428,15.102054577777778,120.48,46.75,0,54
2,9,7,46.75,54.7,454,470,0.71,0.69,0.954920634920635,16.056975212698415,59.79,54.69,0,54
3,8,4,54.7,46.4,139,148,0.642,0.615,0.9605,17.017475212698415,60.88,46.41,0,45
5,9,6,46.4,54.97,213,218,0.54,0.674,0.92,17.937475212698416,21.6,54.98,0,54
3,8,4,54.97,53.44,134,145,0.386,0.597,0.890278,18.827753212698415,71.03,53.44,0,54
3,9,6,53.44,36.47,136,141,0.326,0.611,0.8724444444444444,19.70019765714286,30.07,36.48,0,36
2,9,9,36.47,27.42,240,257,0.548,0.692,0.8755555555555555,20.575753212698412,20.81,27.42,0,27
2,9,6,27.42,36.66,319,332,0.689,0.681,0.953111111111111,21.528864323809522,35.23,36.66,0,36
6,6,5,36.66,33.8,36,41,0.485,0.583,0.7372222666666667,22.26608659047619,176.75,33.8,0,54
4,8,6,33.8,54.84,194,199,0.589,0.665,0.94725,23.21333659047619,40.64,54.83,0,54
3,8,7,54.84,45.0,126,135,0.619,0.633,0.9356071428571429,24.148943733333333,61.2,45.0,0,45
4,9,5,45.0,46.62,194,201,0.537,0.652,0.9193333333333333,25.068277066666667,32.97,46.64,0,45
2,8,6,46.62,36.38,229,242,0.642,0.638,0.9605,26.028777066666667,53.46,36.37,0,36
2,9,5,36.38,36.62,354,368,0.635,0.684,0.9411111111111111,26.96988817777778,24.04,36.61,0,36
3,9,6,36.62,54.9,172,182,0.709,0.633,0.9575555555555555,27.927443733333334,43.49,54.9,0,54
3,9,5,54.9,45.78,165,172,0.401,0.596,0.8891111111111111,28.816554844444443,30.66,45.77,0,45
5,9,6,45.78,55.0,189,192,0.558,0.673,0.924,29.740554844444443,24.78,55.0,0,54
2,8,9,55.0,43.75,252,269,0.652,0.722,0.9066444444444444,30.64719928888889,76.81,43.74,0,45
2,9,6,43.75,45.66,377,402,0.69,0.696,0.9533333333333334,31.60053262222222,43.33,45.66,0,45
2,8,6,45.66,36.97,297,313,0.65,0.665,0.9625,32.563032622222224,46.18,36.98,0,36
4,9,4,36.97,54.94,257,264,0.664,0.694,0.9475555555555555,33.51058817777778,30.0,54.94,0,54
6,9,8,54.94,55.22,125,130,0.513,0.667,0.8807499999999999,34.391338177777776,26.58,55.22,0,54
1,9,6,55.22,46.2,285,337,0.807,0.626,0.8925553333333334,35.28389351111111,126.9,46.19,0,54
4,8,6,46.2,45.03,150,161,0.522,0.654,0.9305,36.21439351111111,49.11,45.04,0,45
3,8,7,45.03,54.78,410,411,0.537,0.739,0.93425,37.14864351111111,34.63,54.77,0,54
6,7,7,54.78,45.78,55,61,0.484,0.661,0.9271428571428572,38.075786368253965,54.54,45.79,0,45
1,9,5,45.78,34.84,259,306,0.81,0.625,0.9608336,39.036619968253966,98.97,34.85,0,36
6,9,5,34.84,24.06,75,78,0.55,0.602,0.7232220222222222,39.75984199047619,98.19,24.06,0,36
5,9,5,24.06,55.47,186,184,0.542,0.646,0.9204444444444444,40.68028643492063,18.9,55.47,0,54
1,6,7,55.47,20.3,52,66,0.585,0.623,0.6435333999999999,41.323819834920634,249.91,20.29,0,45
4,8,5,20.3,54.2,188,203,0.59,0.661,0.9475,42.27131983492063,58.17,54.18,0,54
6,9,6,54.2,45.56,121,125,0.481,0.644,0.9068888888888889,43.17820872380952,23.15,45.55,0,45
2,9,5,45.56,54.28,495,519,0.818,0.661,0.9817777777777777,44.1599865015873,59.51,54.29,0,54
4,8,4,54.28,36.47,120,128,0.516,0.647,0.929,45.0889865015873,35.51,36.46,0,36
5,8,4,36.47,30.55,147,148,0.304,0.679,0.7851665999999999,45.8741531015873,56.54,30.55,0,36
5,8,8,30.55,55.12,153,159,0.519,0.701,0.905,46.7791531015873,45.16,55.12,0,54
3,9,8,55.12,63.75,218,230,0.719,0.701,0.9350277777777778,47.714180879365074,57.98,63.76,0,63
6,7,5,63.75,55.78,46,51,0.468,0.596,0.8649524857142857,48.57913336507936,110.15,55.78,0,63
3,7,5,55.78,54.47,256,261,0.483,0.651,0.938,49.51713336507936,30.03,54.47,0,54
3,9,6,54.47,55.06,269,275,0.665,0.658,0.9477777777777778,50.46491114285714,33.72,55.05,0,54
1,7,5,55.06,26.56,74,93,0.687,0.585,0.7504189142857143,51.21533005714286,190.59,26.56,0,45
4,7,4,26.56,34.8,66,73,0.515,0.61,0.9274760571428572,52.14280611428571,60.6,34.82,0,36
6,8,7,34.8,55.47,124,129,0.515,0.68,0.9230357142857143,53.06584182857143,32.33,55.46,0,54
4,8,6,55.47,54.84,195,203,0.571,0.645,0.94275,54.008591828571426,55.03,54.85,0,54
6,9,4,54.84,64.25,182,185,0.57,0.633,0.9266666666666666,54.935258495238095,27.1,64.24,0,63
6,8,7,64.25,55.16,237,237,0.504,0.687,0.9222857142857144,55.85754420952381,29.98,55.15,0,54
1,9,4,55.16,51.28,976,1111,0.869,0.63,0.9628891111111111,56.82043332063492,62.81,51.28,0,54
5,8,7,51.28,46.4,116,124,0.491,0.686,0.91875,57.73918332063492,27.89,46.41,0,45
2,8,5,46.4,36.66,319,339,0.641,0.652,0.96025,58.699433320634924,38.62,36.65,0,36
4,9,6,36.66,54.6,214,225,0.577,0.693,0.9282222222222222,59.62765554285715,35.18,54.59,0,54
4,9,9,54.6,55.25,243,249,0.559,0.691,0.8777777777777778,60.50543332063493,27.61,55.24,0,54
3,9,5,55.25,73.4,557,557,0.44,0.703,0.8977777777777778,61.403211098412704,39.31,73.4,0,72
3,7,6,73.4,52.5,176,188,0.564,0.68,0.9445870571428572,62.34779815555556,78.44,52.51,0,54
4,9,6,52.5,56.53,254,263,0.644,0.677,0.9431111111111111,63.29090926666667,28.55,56.52,0,54
6,8,7,56.53,46.47,114,120,0.493,0.647,0.9081071428571429,64.19901640952381,32.33,46.46,0,45
4,9,4,46.47,45.5,188,193,0.544,0.663,0.9208888888888889,65.11990529841269,27.56,45.49,0,45
3,5,6,45.5,41.34,124,136,0.327,0.706,0.7901336,65.9100388984127,156.46,41.34,0,54
4,9,6,41.34,54.53,220,227,0.609,0.664,0.9353333333333333,66.84537223174603,34.02,54.54,0,54
2,9,9,54.53,55.0,443,470,0.723,0.715,0.9195555555555555,67.76492778730159,50.97,55.0,0,54
4,7,6,55.0,47.12,78,88,0.487,0.639,0.8629206571428572,68.62784844444444,104.47,47.14,0,54
3,7,5,47.12,54.2,211,225,0.512,0.656,0.9462857142857143,69.57413415873015,74.13,54.2,0,54
2,9,6,54.2,36.88,331,344,0.687,0.654,0.9526666666666667,70.52680082539682,26.64,36.86,0,36
2,9,4,36.88,36.6,342,362,0.648,0.672,0.944,71.47080082539682,24.68,36.6,0,36
3,7,8,36.6,54.0,198,210,0.507,0.698,0.9193571428571429,72.39015796825396,68.89,54.0,0,54
2,9,6,54.0,54.84,410,427,0.755,0.657,0.9677777777777778,73.35793574603174,72.14,54.83,0,54
1,8,5,54.84,42.97,310,377,0.778,0.587,0.7525002000000001,74.11043594603174,189.53,42.96,0,72
6,9,6,42.97,56.5,159,162,0.525,0.649,0.9166666666666667,75.02710261269841,30.45,56.51,0,54
2,8,7,56.5,53.97,332,356,0.673,0.669,0.9589482571428571,75.98605086984126,79.11,53.96,0,54
1,8,4,53.97,30.89,181,215,0.76,0.601,0.9048336,76.89088446984127,128.31,30.89,0,36
3,9,7,30.89,36.3,121,126,0.643,0.639,0.9254603174603175,77.81634478730159,22.67,36.31,0,36
6,7,6,36.3,53.22,71,79,0.496,0.645,0.9330478857142858,78.74939267301588,55.48,53.22,0,54
6,7,4,53.22,53.03,65,71,0.499,0.614,0.9319046285714285,79.6812973015873,62.23,53.04,0,54
4,8,8,53.03,53.3,123,134,0.573,0.708,0.9124722000000001,80.5937695015873,68.27,53.3,0,54
2,7,6,53.3,48.4,195,225,0.638,0.675,0.9202859142857143,81.51405541587302,119.73,48.42,0,54
6,9,5,48.4,54.84,157,159,0.509,0.633,0.9131111111111111,82.42716652698412,23.43,54.84,0,54
6,7,6,54.84,42.66,28,31,0.41,0.604,0.8860760571428572,83.31324258412698,66.99,42.67,0,45
5,9,5,42.66,36.34,149,153,0.408,0.657,0.8906666666666667,84.20390925079364,26.79,36.34,0,36
1,9,7,36.34,47.38,327,378,0.837,0.668,0.9034129428571428,85.10732219365079,110.18,47.39,0,54
2,9,8,47.38,54.28,467,487,0.746,0.704,0.9417777777777777,86.04909997142856,70.01,54.28,0,54
2,6,5,54.28,40.78,163,186,0.519,0.604,0.71275,86.76184997142856,197.51,40.77,0,72
4,7,5,40.78,51.25,82,92,0.495,0.634,0.9107619714285715,87.67261194285713,80.54,51.24,0,54
5,8,5,51.25,54.72,160,166,0.492,0.67,0.923,88.59561194285713,36.73,54.71,0,54
6,8,4,54.72,46.16,115,118,0.505,0.622,0.92625,89.52186194285713,29.35,46.16,0,45
2,9,4,46.16,45.47,386,410,0.659,0.655,0.9464444444444444,0.0,41.86,45.48,0,45
3,9,4,45.47,47.7,351,350,0.392,0.668,0.8169999111111113,0.8169999111111113,66.13,47.69,0,54
3,7,6,47.7,54.38,281,291,0.513,0.674,0.9465714285714286,1.7635713396825399,63.29,54.39,0,54
6,6,7,54.38,28.11,31,35,0.466,0.63,0.6476669333333334,2.411238273015873,249.58,28.11,0,54
2,9,5,28.11,54.9,471,510,0.777,0.705,0.9726666666666667,3.3839049396825396,48.85,54.92,0,54
4,7,6,54.9,48.66,97,108,0.514,0.633,0.8876347428571429,4.271539682539682,94.97,48.67,0,54
6,9,4,48.66,37.47,112,117,0.419,0.62,0.8931111111111111,5.164650793650793,22.19,37.48,0,36
6,9,5,37.47,36.94,112,117,0.431,0.633,0.8957777777777778,6.060428571428571,25.67,36.93,0,36
6,9,5,36.94,55.78,188,187,0.431,0.661,0.8957777777777778,6.956206349206349,18.96,55.79,0,54
3,9,9,55.78,55.28,330,336,0.604,0.759,0.9028888888888889,7.859095238095238,30.68,55.29,0,54
6,8,6,55.28,54.72,86,92,0.489,0.641,0.92225,8.781345238095238,36.1,54.71,0,54
6,8,6,54.72,55.44,238,237,0.489,0.685,0.92225,9.703595238095238,22.33,55.45,0,54
2,6,9,55.44,38.28,226,252,0.527,0.738,0.7651110666666667,10.468706304761904,156.84,38.29,0,54
6,9,5,38.28,45.7,108,113,0.466,0.645,0.9035555555555556,11.37226186031746,30.71,45.69,0,45
1,8,9,45.7,31.53,211,252,0.768,0.626,0.8566109111111111,12.228872771428572,124.68,31.53,0,36
6,8,8,31.53,54.5,89,94,0.485,0.684,0.89225,13.121122771428572,39.01,54.49,0,54
4,7,5,54.5,50.78,112,122,0.525,0.615,0.9141110000000001,14.035233771428572,82.58,50.77,0,54
2,7,9,50.78,46.62,251,276,0.608,0.664,0.8394922412698413,14.874726012698414,122.77,46.64,0,54
4,9,6,46.62,55.72,240,245,0.619,0.659,0.9375555555555556,15.812281568253969,30.21,55.72,0,54
3,9,4,55.72,54.7,169,178,0.401,0.615,0.8891111111111111,16.701392679365078,32.89,54.68,0,54
4,8,6,54.7,36.47,135,144,0.485,0.676,0.92125,17.62264267936508,36.15,36.48,0,36
4,9,4,36.47,45.62,208,215,0.517,0.63,0.9148888888888889,18.537531568253968,25.27,45.61,0,45
6,8,9,45.62,54.7,107,111,0.516,0.717,0.8883333333333333,19.4258649015873,35.68,54.7,0,54
1,8,4,54.7,38.12,241,281,0.78,0.565,0.8186666,20.2445315015873,158.78,38.13,0,54
4,9,8,38.12,54.9,217,227,0.615,0.722,0.9171666666666667,21.161698168253967,33.07,54.92,0,54
3,9,7,54.9,54.88,174,180,0.673,0.649,0.934984126984127,22.096682295238093,51.08,54.88,0,54
2,9,6,54.88,54.62,447,482,0.705,0.656,0.9566666666666667,23.05334896190476,53.2,54.61,0,54
3,8,6,54.62,64.1,433,444,0.546,0.649,0.9365,23.98984896190476,43.84,64.14,0,63
2,9,6,64.1,36.3,339,354,0.707,0.693,0.957111111111111,24.94696007301587,39.98,36.31,0,36
3,9,4,36.3,55.0,169,179,0.687,0.611,0.9526666666666667,25.899626739682535,50.25,55.0,0,54
4,7,4,55.0,46.16,83,93,0.482,0.614,0.8506032857142857,26.75023002539682,109.71,46.16,0,54
4,9,6,46.16,63.5,235,247,0.692,0.687,0.9537777777777777,27.704007803174598,43.5,63.51,0,63
3,9,5,63.5,54.6,184,195,0.673,0.618,0.9495555555555556,28.653563358730153,50.53,54.58,0,54
2,9,5,54.6,54.47,524,502,0.595,0.717,0.9322222222222222,29.585785580952376,15.53,54.47,0,54
2,6,6,54.47,27.52,115,135,0.538,0.631,0.8378335333333333,30.42361911428571,145.86,27.51,0,36
5,9,4,27.52,46.0,154,159,0.477,0.636,0.9059999999999999,31.32961911428571,23.98,45.99,0,45
5,8,7,46.0,45.9,127,132,0.449,0.671,0.9039642857142858,32.23358339999999,35.54,45.92,0,45
3,8,6,45.9,45.97,145,155,0.617,0.624,0.95425,33.187833399999995,46.47,45.96,0,45
6,9,4,45.97,55.47,147,149,0.522,0.631,0.916,34.10383339999999,23.89,55.46,0,54
3,8,4,55.47,55.6,395,401,0.554,0.67,0.9385,35.04233339999999,34.91,55.59,0,54
5,8,6,55.6,53.2,137,145,0.53,0.642,0.923389,35.96572239999999,51.27,53.18,0,54
5,8,4,53.2,45.9,128,134,0.498,0.639,0.9245,36.89022239999999,35.66,45.92,0,45
3,9,4,45.9,36.28,122,126,0.613,0.635,0.9362222222222222,37.82644462222221,20.39,36.28,0,36
5,8,6,36.28,64.2,154,163,0.515,0.664,0.92875,38.75519462222221,47.84,64.17,0,63
3,8,7,64.2,45.62,337,348,0.498,0.714,0.9245,39.679694622222215,33.37,45.64,0,45
1,9,7,45.62,48.03,310,367,0.833,0.62,0.8958093682539683,40.575503990476186,104.75,48.02,0,54
6,8,9,48.03,55.47,83,89,0.494,0.692,0.8772777777777778,41.45278176825396,52.13,55.47,0,54
4,7,4,55.47,39.94,80,89,0.475,0.615,0.8681140857142857,42.32089585396825,88.9,39.93,0,45
4,9,4,39.94,36.75,172,177,0.506,0.64,0.9124444444444444,43.2333402984127,25.27,36.74,0,36
5,8,5,36.75,37.12,126,131,0.42,0.636,0.905,44.1383402984127,26.61,37.12,0,36
3,8,7,37.12,54.25,161,172,0.357,0.632,0.8698214285714285,45.00816172698413,69.97,54.24,0,54
3,9,8,54.25,64.6,226,240,0.658,0.682,0.9167222222222222,45.92488394920635,57.14,64.65,0,63
6,9,9,64.6,55.5,156,160,0.537,0.703,0.8755555555555555,46.800439504761904,26.8,55.49,0,54
2,9,6,55.5,55.12,462,481,0.751,0.666,0.9668888888888889,47.76732839365079,45.63,55.14,0,54
6,9,4,55.12,55.3,147,151,0.514,0.642,0.9142222222222223,48.681550615873014,25.68,55.3,0,54
3,9,6,55.3,45.9,368,368,0.446,0.672,0.8991111111111111,49.580661726984125,21.35,45.9,0,45
6,9,7,45.9,36.75,109,113,0.437,0.64,0.879968253968254,50.460629980952376,23.61,36.74,0,36
2,9,9,36.75,72.3,562,602,0.76,0.698,0.9239999999999999,51.384629980952376,64.67,72.31,0,72
3,9,7,72.3,55.06,168,179,0.693,0.673,0.9462857142857143,52.33091569523809,38.47,55.07,0,54
5,8,6,55.06,54.72,152,158,0.502,0.64,0.9255,53.25641569523809,34.9,54.71,0,54
3,6,8,54.72,41.5,115,126,0.469,0.689,0.8817833333333334,54.13819902857142,107.63,41.49,0,45
6,9,5,41.5,65.1,155,158,0.525,0.643,0.9166666666666667,55.054865695238085,33.82,65.14,0,63
5,8,9,65.1,45.7,156,162,0.467,0.733,0.8796388888888889,55.93450458412698,31.5,45.7,0,45
5,9,8,45.7,46.7,157,161,0.552,0.703,0.8984166666666666,56.832921250793646,25.0,46.69,0,45
3,8,7,46.7,55.34,446,457,0.535,0.72,0.93375,57.76667125079365,37.82,55.34,0,54
6,7,5,55.34,54.06,57,65,0.496,0.597,0.9417142857142857,58.70838553650793,64.66,54.07,0,54
2,7,5,54.06,54.72,328,347,0.578,0.64,0.9651428571428571,59.67352839365079,39.64,54.73,0,54
4,6,6,54.72,37.88,57,64,0.48,0.673,0.7808886,60.45441699365079,161.29,37.88,0,54
3,9,5,37.88,55.0,182,192,0.704,0.627,0.9564444444444444,61.41086143809523,40.36,55.0,0,54
2,8,6,55.0,45.25,338,369,0.711,0.709,0.97775,62.38861143809523,62.91,45.25,0,45
2,9,5,45.25,36.62,290,302,0.701,0.656,0.9557777777777778,63.34438921587301,33.59,36.63,0,36
5,9,4,36.62,56.2,185,192,0.549,0.66,0.9219999999999999,64.266389215873,28.83,56.19,0,54
3,8,8,56.2,55.03,372,379,0.547,0.745,0.9229999999999999,65.189389215873,45.83,55.02,0,54
2,8,6,55.03,57.62,443,477,0.656,0.673,0.9128571999999999,66.10224641587301,92.56,57.63,0,63
2,8,4,57.62,60.47,351,383,0.739,0.622,0.96075,67.06299641587302,72.79,60.48,0,63
1,8,6,60.47,40.44,211,252,0.788,0.605,0.8463334,67.90932981587302,148.85,40.44,0,54
5,9,6,40.44,46.12,152,156,0.526,0.668,0.9168888888888889,68.82621870476191,23.16,46.14,0,45
3,8,8,46.12,36.88,278,286,0.406,0.694,0.875,69.70121870476191,22.57,36.89,0,36
2,9,6,36.88,54.78,393,425,0.704,0.655,0.9564444444444444,70.65766314920636,55.35,54.77,0,54
6,8,8,54.78,55.2,109,116,0.498,0.676,0.8935,71.55116314920636,37.01,55.18,0,54
2,7,6,55.2,48.78,193,222,0.652,0.623,0.9282855142857144,72.47944866349208,114.56,48.78,0,54
2,7,4,48.78,53.0,280,315,0.608,0.658,0.8784762857142856,73.35792494920636,127.4,53.0,0,63
1,8,8,53.0,39.34,224,266,0.765,0.635,0.7872224000000001,74.14514734920637,152.94,39.35,0,54
1,9,5,39.34,41.16,207,244,0.845,0.629,0.9364441777777778,75.08159152698414,113.05,41.15,0,45
6,8,6,41.16,46.16,94,99,0.477,0.663,0.91925,76.00084152698415,35.1,46.15,0,45
4,8,5,46.16,54.22,180,188,0.567,0.633,0.94175,76.94259152698415,41.99,54.23,0,54
6,7,9,54.22,53.28,78,85,0.463,0.666,0.8723969142857142,77.81498844126986,61.57,53.29,0,54
1,7,4,53.28,28.92,75,93,0.673,0.608,0.7136193142857143,78.52860775555557,208.44,28.92,0,54
4,9,5,28.92,45.97,212,221,0.587,0.671,0.9304444444444444,79.45905220000002,28.9,45.97,0,45
2,7,7,45.97,34.56,149,168,0.606,0.673,0.9415953714285714,80.40064757142859,101.51,34.57,0,36
4,7,8,34.56,51.38,115,126,0.543,0.688,0.8980314571428571,81.29867902857146,84.51,51.38,0,54
6,7,6,51.38,33.5,73,79,0.443,0.639,0.8850712285714286,82.18375025714289,51.12,33.51,0,36
4,9,4,33.5,55.6,210,218,0.587,0.636,0.9304444444444444,83.11419470158734,34.02,55.59,0,54
3,8,8,55.6,54.38,375,381,0.517,0.756,0.91825,84.03244470158734,39.05,54.38,0,54
6,9,6,54.38,55.06,121,123,0.459,0.645,0.902,84.93444470158734,26.6,55.05,0,54
1,9,5,55.06,45.56,300,352,0.822,0.622,0.8890000666666666,85.823444768254,124.0,45.57,0,54
6,9,6,45.56,54.84,160,164,0.516,0.658,0.9146666666666666,86.73811143492067,24.15,54.84,0,54
2,9,5,54.84,45.7,381,405,0.712,0.647,0.9582222222222222,87.69633365714289,38.61,45.7,0,45
2,9,4,45.7,45.72,318,329,0.698,0.633,0.9551111111111111,88.651444768254,61.14,45.72,0,45
6,9,9,45.72,55.2,152,155,0.534,0.679,0.8695555555555556,89.52100032380955,26.27,55.2,0,54
3,7,7,55.2,54.28,278,288,0.499,0.699,0.9422857142857143,0.0,70.11,54.29,0,54
6,9,6,54.28,55.2,143,147,0.5,0.644,0.9111111111111111,0.9111111111111111,28.28,55.18,0,54
2,8,5,55.2,52.97,351,377,0.682,0.607,0.9591666,1.870277711111111,90.6,52.98,0,54
5,9,8,52.97,55.47,195,200,0.542,0.683,0.8911944444444444,2.7614721555555555,24.4,55.48,0,54
4,8,4,55.47,45.53,153,165,0.516,0.645,0.929,3.6904721555555557,48.4,45.52,0,45
5,4,8,45.53,2.44,35,40,0.294,0.693,0.3609168,4.051388955555556,2033.04,2.44,0,36
3,8,5,2.44,64.44,448,456,0.561,0.726,0.94025,4.991638955555556,41.01,64.44,0,63
6,9,7,64.44,55.0,160,163,0.475,0.658,0.8935555555555555,5.885194511111111,26.57,54.99,0,54
2,9,8,55.0,45.9,401,416,0.711,0.709,0.9352499999999999,6.820444511111111,51.13,45.92,0,45
6,9,6,45.9,54.9,141,147,0.551,0.64,0.9224444444444444,7.742888955555555,30.56,54.92,0,54
2,9,9,54.9,53.8,330,351,0.768,0.745,0.9339998222222221,8.676888777777778,66.36,53.8,0,54
1,5,4,53.8,8.43,12,15,0.487,0.56,0.5071998,9.184088577777779,785.19,8.43,0,45
3,8,5,8.43,36.5,270,275,0.485,0.7,0.92125,10.105338577777779,26.58,36.51,0,36
6,9,6,36.5,55.03,148,152,0.504,0.644,0.912,11.01733857777778,29.55,55.03,0,54
5,9,4,55.03,54.7,179,183,0.526,0.652,0.9168888888888889,11.93422746666667,29.25,54.7,0,54
3,8,4,54.7,55.06,408,414,0.562,0.682,0.9405,12.87472746666667,45.04,55.07,0,54
3,9,5,55.06,55.6,184,195,0.419,0.601,0.8931111111111111,13.76783857777778,46.07,55.6,0,54
6,8,6,55.6,55.6,123,127,0.521,0.643,0.93025,14.698088577777781,38.27,55.59,0,54
4,8,6,55.6,63.88,274,264,0.445,0.697,0.91125,15.609338577777782,19.42,63.87,0,63
4,8,6,63.88,45.53,274,264,0.348,0.697,0.887,16.49633857777778,17.86,45.53,0,45
5,9,6,45.53,55.16,186,191,0.559,0.669,0.9242222222222223,17.420560800000004,27.55,55.16,0,54
3,8,8,55.16,55.03,402,410,0.546,0.746,0.923,18.343560800000006,40.74,55.03,0,54
6,7,4,55.03,56.22,53,57,0.47,0.608,0.8698097142857143,19.21337051428572,91.36,56.23,0,63
